episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative
0,109,109,pair_011_conflict,conflict,1,0,0,12.170000000000002,0.29982,654,6322,0,0,0
1,115,6,pair_004_conflict,conflict,0,1,0,-0.85,0.29980999999999997,690,6670,6,0,0
2,208,93,pair_001_control,control,1,0,0,12.330000000000002,0.299655,1248,12064,6,0,4
3,300,92,pair_015_conflict,conflict,1,0,0,12.340000000000003,0.29950166666666667,1800,17400,30,0,12
4,408,108,pair_007_conflict,conflict,1,0,0,12.180000000000001,0.29932166666666665,2448,23664,38,0,43
5,507,99,pair_017_conflict,conflict,1,0,0,12.270000000000001,0.2991566666666667,3042,29406,61,0,87
6,602,95,pair_010_conflict,conflict,1,0,0,12.310000000000002,0.2989983333333333,3612,34916,64,0,127
7,663,61,pair_006_conflict,conflict,0,1,0,0.4500000000000006,0.29889666666666664,3978,38454,76,1,149
8,773,110,pair_003_conflict,conflict,1,0,0,12.16,0.29871333333333333,4638,44834,86,1,210
9,869,96,pair_014_conflict,conflict,1,0,0,12.3,0.29855333333333334,5214,50402,107,1,280
10,948,79,pair_013_control,control,1,0,0,12.470000000000002,0.29842166666666664,5688,54984,107,1,333
11,1047,99,pair_004_control,control,1,0,0,12.270000000000001,0.29825666666666667,6282,60726,129,1,407
12,1166,119,pair_017_control,control,1,0,0,12.07,0.2980583333333333,6996,67628,146,1,490
13,1200,34,pair_010_control,control,0,1,0,-0.12999999999999978,0.29800166666666666,7200,69600,159,1,521
14,1291,91,pair_013_conflict,conflict,1,0,0,12.350000000000001,0.29785,7746,74878,185,1,631
15,1391,100,pair_005_conflict,conflict,1,0,0,12.260000000000002,0.2976833333333333,8346,80678,210,1,771
16,1472,81,pair_000_conflict,conflict,1,0,0,12.450000000000001,0.2975483333333333,8832,85376,230,1,887
17,1566,94,pair_016_conflict,conflict,1,0,0,12.32,0.29739166666666667,9396,90828,241,1,1029
18,1679,113,pair_003_control,control,1,0,0,12.13,0.2972033333333333,10074,97382,281,1,1227
19,1695,16,pair_005_control,control,0,1,0,-0.45000000000000007,0.29717666666666664,10170,98310,297,1,1259
20,1793,98,pair_016_control,control,1,0,0,12.280000000000001,0.2970133333333333,10758,103994,308,1,1489
21,1902,109,pair_012_conflict,conflict,1,0,0,12.170000000000002,0.29683166666666666,11412,110316,319,1,1698
22,2008,106,pair_009_control,control,1,0,0,12.200000000000001,0.296655,12048,116464,327,1,1933
23,2103,95,pair_001_conflict,conflict,1,0,0,12.310000000000002,0.29649666666666663,12618,121974,356,1,2133
24,2205,102,pair_000_control,control,1,0,0,12.240000000000002,0.2963266666666667,13230,127890,378,1,2413
25,2318,113,pair_012_control,control,1,0,0,12.13,0.29613833333333334,13908,134444,393,1,2731
26,2417,99,pair_008_control,control,1,0,0,12.270000000000001,0.2959733333333333,14502,140186,395,1,2987
27,2506,89,pair_002_conflict,conflict,1,0,0,12.370000000000001,0.295825,15036,145348,418,1,3209
28,2604,98,pair_007_control,control,1,0,0,12.280000000000001,0.29566166666666666,15624,151032,429,1,3486
29,2706,102,pair_008_conflict,conflict,1,0,0,12.240000000000002,0.29549166666666665,16236,156948,431,1,3794
30,2802,96,pair_002_control,control,1,0,0,12.3,0.29533166666666666,16812,162516,455,1,4066
31,2903,101,pair_009_conflict,conflict,1,0,0,12.250000000000002,0.29516333333333333,17418,168374,493,1,4390
32,2990,87,pair_011_control,control,1,0,0,12.390000000000002,0.2950183333333333,17940,173420,519,1,4698
33,3089,99,pair_014_control,control,1,0,0,12.270000000000001,0.2948533333333333,18534,179162,535,1,5047
34,3179,90,pair_015_control,control,1,0,0,12.360000000000001,0.2947033333333333,19074,184382,538,1,5413
35,3273,94,pair_006_control,control,1,0,0,12.320000000000002,0.2945466666666667,19638,189834,547,1,5755
36,3358,85,pair_008_conflict,conflict,1,0,0,12.410000000000002,0.294405,20148,194764,578,1,6085
37,3466,108,pair_008_control,control,1,0,0,12.180000000000001,0.294225,20796,201028,579,1,6521
38,3484,18,pair_005_conflict,conflict,0,1,0,-0.4700000000000001,0.294195,20904,202072,596,1,6584
39,3558,74,pair_009_conflict,conflict,1,0,0,12.520000000000001,0.2940716666666667,21348,206364,618,1,6881
40,3661,103,pair_015_control,control,1,0,0,12.23,0.2939,21966,212338,630,1,7305
41,3761,100,pair_003_control,control,1,0,0,12.260000000000002,0.29373333333333335,22566,218138,662,1,7684
42,3845,84,pair_016_conflict,conflict,1,0,0,12.420000000000002,0.2935933333333333,23070,223010,672,1,8066
43,3930,85,pair_010_conflict,conflict,1,0,0,12.410000000000002,0.29345166666666667,23580,227940,700,1,8470
44,4015,85,pair_006_control,control,1,0,0,12.410000000000002,0.29331,24090,232870,719,1,8879
45,4108,93,pair_011_control,control,1,0,0,12.330000000000002,0.293155,24648,238264,723,1,9335
46,4203,95,pair_012_conflict,conflict,1,0,0,12.310000000000002,0.2929966666666667,25218,243774,741,1,9782
