episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_coverage_count,handover_progress
91,13659,8,pair_014_n5_014_conflict,conflict,0,1,0,-1.02,0.27723666666666663,26984,847192,8669,26,475508,191560,213,35,1.0
92,13761,102,pair_001_n5_001_control,control,1,0,0,12.240000000000002,0.2770666666666667,26984,853720,8752,26,480207,193192,213,35,1.0
93,13765,4,pair_013_n5_013_conflict,conflict,0,1,0,-0.88,0.27706,26984,853976,8756,27,480375,193256,220,35,1.0
94,13868,103,pair_017_n3_017_control,control,1,0,0,12.23,0.27688833333333335,26984,860568,8819,27,485030,194904,220,35,1.0
95,13891,23,pair_013_n5_013_control,control,0,1,0,-1.02,0.27685,26984,862040,8842,28,486073,195272,228,36,1.0
96,14018,127,pair_006_n5_006_conflict,conflict,1,0,0,11.990000000000002,0.2766383333333333,26984,870168,8936,29,491909,197304,231,36,1.0
97,14176,158,pair_015_n3_015_control,control,1,0,0,11.680000000000001,0.276375,26984,880280,8982,29,499168,199832,231,36,1.0
98,14228,52,pair_010_n5_010_control,control,0,1,0,-0.2599999999999999,0.2762883333333333,26984,883608,9009,29,501526,200664,235,37,1.0
99,14237,9,pair_012_n5_012_control,control,0,1,0,-0.9299999999999999,0.2762733333333333,26984,884184,9018,29,501926,200808,239,38,1.0
100,14374,137,pair_005_n5_005_conflict,conflict,1,0,0,11.89,0.276045,26984,892952,9140,29,508170,203000,239,38,1.0
101,14674,300,pair_009_n3_009_conflict,conflict,0,0,0,0.14999999999999958,0.275545,26984,912152,9250,30,521753,207800,243,38,1.0
102,14799,125,pair_008_n3_008_conflict,conflict,1,0,0,12.010000000000002,0.2753366666666667,26984,920152,9318,30,527378,209800,243,38,1.0
103,14812,13,pair_004_n3_004_control,control,0,1,0,-0.8200000000000001,0.275315,26984,920984,9331,30,527973,210008,247,39,1.0
104,14917,105,pair_003_n3_003_conflict,conflict,0,1,0,1.2100000000000013,0.27514,26984,927704,9410,30,532672,211688,251,40,1.0
105,15012,95,pair_005_n3_005_conflict,conflict,0,1,0,-1.24,0.2749816666666667,26984,933784,9503,42,536907,213208,303,42,1.0
106,15105,93,pair_003_n3_003_control,control,1,0,0,12.330000000000002,0.27482666666666666,26984,939736,9571,42,541132,214696,303,42,1.0
107,15244,139,pair_008_n5_008_conflict,conflict,1,0,0,11.870000000000001,0.274595,26984,948632,9675,42,547510,216920,303,42,1.0
108,15352,108,pair_011_n3_011_conflict,conflict,0,1,0,1.0800000000000018,0.27441499999999996,26984,955544,9728,43,552374,218648,311,44,1.0
109,15437,85,pair_011_n3_011_control,control,1,0,0,12.410000000000002,0.2742733333333333,26984,960984,9769,43,556195,220008,311,44,1.0
110,15548,111,pair_015_n3_015_conflict,conflict,1,0,0,12.150000000000002,0.2740883333333333,26984,968088,9808,43,561175,221784,311,44,1.0
111,15633,85,pair_000_n3_000_conflict,conflict,1,0,0,12.410000000000002,0.27394666666666667,26984,973528,9850,43,564979,223144,311,44,1.0
112,15728,95,pair_011_n5_011_conflict,conflict,1,0,0,12.310000000000002,0.2737883333333333,26984,979608,9907,43,569279,224664,311,44,1.0
113,15819,91,pair_000_n5_000_control,control,1,0,0,12.350000000000001,0.27363666666666664,26984,985432,9977,43,573383,226120,311,44,1.0
114,15932,113,pair_014_n5_014_control,control,1,0,0,12.130000000000003,0.2734483333333333,26984,992664,10047,43,578493,227928,311,44,1.0
115,16040,108,pair_017_n5_017_conflict,conflict,1,0,0,12.180000000000001,0.27326833333333334,26984,999576,10115,43,583333,229656,311,44,1.0
116,16048,8,pair_002_n3_002_control,control,0,1,0,-0.92,0.27325499999999997,26984,1000088,10123,43,583684,229784,315,45,1.0
117,16153,105,pair_014_n3_014_conflict,conflict,1,0,0,12.21,0.27308,26984,1006808,10169,43,588399,231464,315,45,1.0
118,16268,115,pair_015_n5_015_control,control,1,0,0,12.110000000000001,0.27288833333333334,26984,1014168,10221,43,593564,233304,315,45,1.0
119,16547,279,pair_006_n3_006_control,control,1,0,0,10.469999999999999,0.27242333333333335,26984,1032024,10269,43,606262,237768,315,45,1.0
120,16682,135,pair_001_n3_001_conflict,conflict,1,0,0,11.91,0.2721983333333333,26984,1040664,10377,43,612291,239928,315,45,1.0
121,16778,96,pair_016_n5_016_control,control,1,0,0,12.300000000000002,0.2720383333333333,26984,1046808,10440,43,616674,241464,315,45,1.0
122,16899,121,pair_009_n5_009_control,control,1,0,0,12.05,0.27183666666666667,26984,1054552,10532,43,622228,243400,315,45,1.0
123,17044,145,pair_013_n3_013_control,control,1,0,0,11.810000000000002,0.271595,26984,1063832,10559,43,628831,245720,315,45,1.0
124,17123,79,pair_001_n5_001_conflict,conflict,1,0,0,12.470000000000002,0.27146333333333333,26984,1068888,10613,43,632339,246984,315,45,1.0
125,17208,85,pair_004_n3_004_conflict,conflict,1,0,0,12.410000000000002,0.2713216666666667,26984,1074328,10644,43,636159,248344,315,45,1.0
126,17323,115,pair_000_n3_000_control,control,1,0,0,12.110000000000001,0.27113,26984,1081688,10705,43,641318,250184,315,45,1.0
127,17486,163,pair_010_n3_010_conflict,conflict,0,1,0,0.5800000000000007,0.2708583333333333,26984,1092120,10756,44,648547,252792,319,45,1.0
128,17594,108,pair_001_n3_001_control,control,0,1,0,1.0800000000000032,0.2706783333333333,26984,1099032,10800,44,653340,254520,323,46,1.0
129,17707,113,pair_016_n3_016_control,control,1,0,0,12.130000000000003,0.27049,26984,1106264,10855,44,658367,256328,323,46,1.0
130,17724,17,pair_007_n5_007_control,control,0,1,0,-1.01,0.27046166666666666,26984,1107352,10872,44,659115,256600,327,46,1.0
131,17739,15,pair_017_n5_017_control,control,0,1,0,-0.94,0.27043666666666666,26984,1108312,10887,44,659782,256840,331,46,1.0
132,17839,100,pair_003_n5_003_control,control,1,0,0,12.260000000000002,0.27027,26984,1114712,10945,44,664159,258440,331,46,1.0
133,17936,97,pair_008_n3_008_control,control,1,0,0,12.290000000000003,0.27010833333333334,26984,1120920,10992,44,668469,259992,331,46,1.0
134,18038,102,pair_011_n5_011_control,control,1,0,0,12.240000000000002,0.26993833333333334,26984,1127448,11078,44,673023,261624,331,46,1.0
135,18146,108,pair_002_n5_002_control,control,1,0,0,12.180000000000001,0.2697583333333333,26984,1134360,11139,44,677853,263352,331,46,1.0
136,18269,123,pair_014_n3_014_control,control,1,0,0,12.030000000000001,0.2695533333333333,26984,1142232,11218,46,683265,265320,339,46,1.0
137,18385,116,pair_005_n5_005_control,control,1,0,0,12.100000000000001,0.26936,26984,1149656,11310,46,688549,267176,339,46,1.0
138,18403,18,pair_005_n3_005_control,control,0,1,0,-0.5700000000000001,0.26933,26984,1150808,11328,46,689356,267464,343,46,1.0
139,18531,128,pair_012_n3_012_conflict,conflict,1,0,0,11.98,0.26911666666666667,26984,1159000,11380,49,695049,269512,355,46,1.0
140,18632,101,pair_015_n5_015_conflict,conflict,1,0,0,12.250000000000002,0.26894833333333334,26984,1165464,11423,50,699602,271128,359,46,1.0
141,18732,100,pair_010_n5_010_conflict,conflict,1,0,0,12.260000000000002,0.26878166666666664,26984,1171864,11489,50,704128,272728,359,46,1.0
142,18826,94,pair_003_n5_003_conflict,conflict,1,0,0,12.320000000000002,0.268625,26984,1177880,11552,50,708344,274232,359,46,1.0
143,18922,96,pair_004_n5_004_control,control,1,0,0,12.3,0.268465,26984,1184024,11604,50,712709,275768,359,46,1.0
144,19034,112,pair_017_n5_017_control,control,1,0,0,12.14,0.26827833333333334,26984,1191192,11677,51,717815,277560,363,46,1.0
145,19124,90,pair_004_n5_004_control,control,1,0,0,12.360000000000001,0.2681283333333333,26984,1196952,11738,51,721861,279000,363,46,1.0
146,19154,30,pair_005_n3_005_control,control,0,1,0,-0.5900000000000003,0.2680783333333333,26984,1198872,11768,51,723225,279480,367,47,1.0
147,19264,110,pair_014_n5_014_conflict,conflict,1,0,0,12.16,0.267895,26984,1205912,11830,53,728237,281240,374,47,1.0
148,19369,105,pair_013_n3_013_conflict,conflict,1,0,0,12.21,0.26771999999999996,26984,1212632,11879,53,732975,282920,374,47,1.0
149,19541,172,pair_007_n3_007_control,control,1,0,0,11.540000000000001,0.2674333333333333,26984,1223640,12020,54,740799,285672,378,47,1.0
150,19632,91,pair_002_n3_002_conflict,conflict,1,0,0,12.350000000000001,0.26728166666666664,26984,1229464,12057,55,744948,287128,381,47,1.0
151,19739,107,pair_015_n5_015_conflict,conflict,1,0,0,12.190000000000001,0.2671033333333333,26984,1236312,12111,55,749812,288840,381,47,1.0
152,19828,89,pair_016_n5_016_control,control,1,0,0,12.370000000000001,0.266955,26984,1242008,12159,55,753796,290264,381,47,1.0
153,19913,85,pair_009_n5_009_control,control,1,0,0,12.410000000000002,0.26681333333333335,26984,1247448,12215,55,757610,291624,381,47,1.0
154,19922,9,pair_006_n5_006_control,control,0,1,0,-0.98,0.2667983333333333,26984,1248024,12224,55,757991,291768,385,48,1.0
155,20046,124,pair_010_n5_010_control,control,0,1,0,0.7200000000000006,0.26659166666666667,26984,1255960,12298,56,763625,293752,393,49,1.0
156,20159,113,pair_016_n5_016_conflict,conflict,1,0,0,12.13,0.2664033333333333,26984,1263192,12382,60,768815,295560,408,49,1.0
157,20263,104,pair_008_n5_008_conflict,conflict,1,0,0,12.22,0.26622999999999997,26984,1269848,12449,60,773525,297224,408,49,1.0
158,20378,115,pair_013_n5_013_control,control,1,0,0,12.110000000000003,0.2660383333333333,26984,1277208,12528,60,778812,299064,408,49,1.0
159,20503,125,pair_005_n3_005_conflict,conflict,1,0,0,12.010000000000002,0.26583,26984,1285208,12597,60,784482,301064,408,49,1.0
160,20510,7,pair_017_n3_017_conflict,conflict,0,1,0,-0.86,0.2658183333333333,26984,1285656,12604,60,784798,301176,412,49,1.0
161,20631,121,pair_012_n5_012_conflict,conflict,1,0,0,12.050000000000002,0.26561666666666667,26984,1293400,12691,61,790374,303112,415,49,1.0
162,20718,87,pair_008_n5_008_control,control,0,1,0,-1.5600000000000003,0.26547166666666666,26984,1298968,12778,62,794276,304504,423,49,1.0
163,20851,133,pair_002_n3_002_control,control,1,0,0,11.930000000000001,0.26525,26984,1307480,12851,63,800211,306632,427,49,1.0
164,20858,7,pair_016_n3_016_control,control,0,1,0,-0.86,0.2652383333333333,26984,1307928,12858,64,800531,306744,435,49,1.0
165,20965,107,pair_015_n3_015_control,control,1,0,0,12.190000000000001,0.26505999999999996,26984,1314776,12927,64,805348,308456,435,49,1.0
166,20972,7,pair_013_n3_013_control,control,0,1,0,-0.86,0.26504833333333333,26984,1315224,12934,65,805655,308568,443,49,1.0
167,21272,300,pair_012_n5_012_control,control,1,0,0,10.26,0.26454833333333333,26984,1334424,13184,65,819213,313368,443,49,1.0
168,21443,171,pair_007_n3_007_conflict,conflict,1,0,0,11.55,0.2642633333333333,26984,1345368,13326,66,826932,316104,447,49,1.0
169,21451,8,pair_014_n5_014_control,control,0,1,0,-0.9199999999999999,0.26425,26984,1345880,13334,66,827299,316232,451,49,1.0
170,21552,101,pair_001_n3_001_conflict,conflict,1,0,0,12.250000000000002,0.26408166666666666,26984,1352344,13381,66,831871,317848,451,49,1.0
171,21674,122,pair_012_n3_012_control,control,1,0,0,12.040000000000001,0.2638783333333333,26984,1360152,13437,66,837388,319800,451,49,1.0
172,21764,90,pair_000_n3_000_control,control,1,0,0,12.360000000000001,0.26372833333333334,26984,1365912,13479,66,841383,321240,451,49,1.0
173,21859,95,pair_015_n5_015_control,control,1,0,0,12.310000000000002,0.26356999999999997,26984,1371992,13535,67,845697,322760,455,49,1.0
174,21961,102,pair_004_n5_004_conflict,conflict,1,0,0,12.240000000000002,0.26339999999999997,26984,1378520,13604,67,850215,324392,455,49,1.0
175,22054,93,pair_000_n5_000_control,control,1,0,0,12.330000000000002,0.263245,26984,1384472,13668,67,854413,325880,455,49,1.0
176,22146,92,pair_004_n3_004_conflict,conflict,1,0,0,12.340000000000002,0.26309166666666667,26984,1390360,13716,67,858479,327352,455,49,1.0
177,22263,117,pair_003_n5_003_control,control,1,0,0,12.090000000000002,0.26289666666666667,26984,1397848,13817,67,863718,329224,455,49,1.0
178,22316,53,pair_001_n5_001_conflict,conflict,0,1,0,-0.31999999999999995,0.2628083333333333,26984,1401240,13839,67,866134,330072,459,49,1.0
179,22324,8,pair_011_n5_011_conflict,conflict,0,1,0,-0.87,0.262795,26984,1401752,13847,68,866504,330200,467,49,1.0
180,22350,26,pair_001_n3_001_control,control,0,1,0,-0.19999999999999984,0.26275166666666666,26984,1403416,13863,68,867647,330616,471,50,1.0
181,22557,207,pair_010_n5_010_conflict,conflict,1,0,0,11.19,0.2624066666666667,26984,1416664,14018,68,876898,333928,471,50,1.0
182,22690,133,pair_003_n3_003_control,control,0,1,0,0.7800000000000011,0.262185,26984,1425176,14123,68,882829,336056,475,51,1.0
183,22734,44,pair_015_n3_015_conflict,conflict,0,1,0,-1.28,0.26211166666666663,26984,1427992,14167,71,884799,336760,491,52,1.0
184,23012,278,pair_000_n5_000_conflict,conflict,0,1,0,-0.570000000000001,0.2616483333333333,26984,1445784,14405,71,897280,341208,495,53,1.0
185,23150,138,pair_017_n5_017_conflict,conflict,1,0,0,11.88,0.2614183333333333,26984,1454616,14500,75,903505,343416,511,53,1.0
186,23291,141,pair_009_n3_009_control,control,1,0,0,11.850000000000001,0.2611833333333333,26984,1463640,14586,75,909894,345672,511,53,1.0
187,23311,20,pair_004_n3_004_control,control,0,1,0,-0.94,0.26115,26984,1464920,14606,75,910802,345992,515,53,1.0
188,23407,96,pair_008_n3_008_conflict,conflict,1,0,0,12.3,0.26099,26984,1471064,14656,75,915195,347528,515,53,1.0
189,23539,132,pair_005_n5_005_control,control,0,1,0,0.840000000000001,0.26077,26984,1479512,14748,75,921218,349640,519,54,1.0
190,23673,134,pair_002_n5_002_control,control,1,0,0,11.920000000000002,0.26054666666666665,26984,1488088,14853,75,927395,351784,519,54,1.0
191,23762,89,pair_011_n3_011_control,control,1,0,0,12.370000000000003,0.26039833333333334,26984,1493784,14903,75,931408,353208,519,54,1.0
192,23792,30,pair_013_n5_013_conflict,conflict,0,1,0,-0.99,0.2603483333333333,26984,1495704,14933,75,932780,353688,523,54,1.0
193,23877,85,pair_003_n5_003_conflict,conflict,1,0,0,12.410000000000002,0.26020666666666664,26984,1501144,15007,75,936660,355048,523,54,1.0
194,24002,125,pair_002_n5_002_conflict,conflict,0,1,0,0.9600000000000009,0.25999833333333333,26984,1509144,15098,75,942433,357048,527,55,1.0
