episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative
0,88,88,pair_013_conflict,conflict,1,0,0,12.380000000000003,0.299855,1408,4224,22,0,3
1,198,110,pair_001_conflict,conflict,1,0,0,12.16,0.29967166666666667,3168,9504,22,0,14
2,292,94,pair_014_conflict,conflict,1,0,0,12.32,0.299515,4672,14016,36,0,25
3,394,102,pair_011_control,control,1,0,0,12.240000000000002,0.29934499999999997,6304,18912,60,0,54
4,526,132,pair_003_conflict,conflict,1,0,0,11.940000000000001,0.299125,8416,25248,65,0,105
5,612,86,pair_017_control,control,1,0,0,12.400000000000002,0.29898166666666665,9792,29376,77,0,136
6,712,100,pair_011_conflict,conflict,1,0,0,12.260000000000002,0.298815,11392,34176,102,0,194
7,796,84,pair_006_control,control,1,0,0,12.420000000000002,0.29867499999999997,12736,38208,108,0,230
8,894,98,pair_008_control,control,1,0,0,12.280000000000001,0.2985116666666667,14304,42912,119,0,287
9,955,61,pair_009_control,control,0,1,0,0.25000000000000044,0.29841,15280,45840,134,0,332
10,1061,106,pair_005_control,control,1,0,0,12.200000000000001,0.2982333333333333,16976,50928,140,0,407
11,1132,71,pair_009_conflict,conflict,0,1,0,0.15000000000000036,0.29811499999999996,18112,54336,167,0,465
12,1227,95,pair_017_conflict,conflict,1,0,0,12.31,0.29795666666666665,19632,58896,184,0,581
13,1317,90,pair_007_control,control,1,0,0,12.360000000000001,0.29780666666666666,21072,63216,209,0,691
14,1416,99,pair_016_control,control,1,0,0,12.270000000000001,0.29764166666666664,22656,67968,222,0,814
15,1532,116,pair_004_conflict,conflict,1,0,0,12.100000000000001,0.2974483333333333,24512,73536,238,0,975
16,1633,101,pair_004_control,control,1,0,0,12.250000000000002,0.29728,26128,78384,248,0,1113
17,1736,103,pair_002_control,control,1,0,0,12.23,0.2971083333333333,27776,83328,263,0,1266
18,1824,88,pair_006_conflict,conflict,1,0,0,12.38,0.2969616666666667,29184,87552,279,0,1376
19,1912,88,pair_012_conflict,conflict,1,0,0,12.38,0.296815,30592,91776,290,0,1512
20,2006,94,pair_000_conflict,conflict,1,0,0,12.32,0.2966583333333333,32096,96288,311,0,1672
21,2099,93,pair_015_control,control,1,0,0,12.330000000000002,0.29650333333333334,33584,100752,314,0,1821
22,2194,95,pair_014_control,control,1,0,0,12.31,0.29634499999999997,35104,105312,328,0,1988
23,2302,108,pair_007_conflict,conflict,1,0,0,12.180000000000001,0.296165,36832,110496,328,0,2199
24,2395,93,pair_008_conflict,conflict,1,0,0,12.330000000000002,0.29601,38320,114960,352,0,2344
25,2493,98,pair_005_conflict,conflict,1,0,0,12.280000000000001,0.29584666666666665,39888,119664,372,0,2540
26,2581,88,pair_010_control,control,1,0,0,12.38,0.29569999999999996,41296,123888,372,0,2713
27,2684,103,pair_002_conflict,conflict,1,0,0,12.23,0.29552833333333334,42944,128832,381,0,2913
28,2720,36,pair_010_conflict,conflict,0,1,0,-0.1499999999999998,0.29546833333333333,43520,130560,393,0,2990
29,2823,103,pair_016_conflict,conflict,1,0,0,12.23,0.29529666666666665,45168,135504,420,0,3230
30,2934,111,pair_001_control,control,1,0,0,12.150000000000002,0.29511166666666666,46944,140832,423,0,3484
31,3046,112,pair_015_conflict,conflict,1,0,0,12.14,0.294925,48736,146208,428,0,3750
32,3152,106,pair_013_control,control,1,0,0,12.200000000000001,0.29474833333333333,50432,151296,446,0,4011
33,3256,104,pair_003_control,control,1,0,0,12.220000000000002,0.294575,52096,156288,455,0,4276
34,3376,120,pair_012_control,control,1,0,0,12.06,0.294375,54016,162048,472,2,4580
35,3472,96,pair_000_control,control,1,0,0,12.3,0.294215,55552,166656,495,2,4848
36,3548,76,pair_008_conflict,conflict,1,0,0,12.500000000000002,0.29408833333333334,56768,170304,513,2,5064
37,3630,82,pair_004_control,control,1,0,0,12.440000000000001,0.29395166666666667,58080,174240,535,2,5302
38,3730,100,pair_010_control,control,1,0,0,12.260000000000002,0.29378499999999996,59680,179040,563,2,5587
39,3824,94,pair_001_conflict,conflict,1,0,0,12.320000000000002,0.2936283333333333,61184,183552,591,2,5908
40,3851,27,pair_000_conflict,conflict,0,1,0,-0.71,0.2935833333333333,61616,184848,618,2,5993
41,3870,19,pair_005_conflict,conflict,0,1,0,-0.5300000000000001,0.29355166666666666,61920,185760,636,2,6071
42,3968,98,pair_016_conflict,conflict,1,0,0,12.280000000000001,0.2933883333333333,63488,190464,668,2,6400
43,4067,99,pair_011_conflict,conflict,1,0,0,12.270000000000001,0.29322333333333334,65072,195216,697,2,6774
44,4176,109,pair_006_control,control,1,0,0,12.170000000000002,0.29304166666666664,66816,200448,723,2,7175
45,4281,105,pair_010_conflict,conflict,1,0,0,12.21,0.29286666666666666,68496,205488,723,2,7590
46,4376,95,pair_011_control,control,1,0,0,12.310000000000002,0.29270833333333335,70016,210048,760,2,7972
47,4480,104,pair_009_control,control,1,0,0,12.22,0.292535,71680,215040,782,2,8435
48,4584,104,pair_007_control,control,1,0,0,12.22,0.29236166666666663,73344,220032,810,2,8918
49,4668,84,pair_014_control,control,1,0,0,12.420000000000002,0.29222166666666666,74688,224064,831,2,9287
50,4747,79,pair_001_control,control,1,0,0,12.470000000000002,0.29208999999999996,75952,227856,852,2,9601
51,4749,2,pair_002_control,control,0,1,0,-0.96,0.29208666666666666,75984,227952,854,2,9608
52,4841,92,pair_007_conflict,conflict,1,0,0,12.340000000000002,0.2919333333333333,77456,232368,872,2,10050
53,4936,95,pair_014_conflict,conflict,1,0,0,12.310000000000002,0.291775,78976,236928,887,2,10512
54,4955,19,pair_005_control,control,0,1,0,-0.4800000000000001,0.2917433333333333,79280,237840,906,2,10600
55,5041,86,pair_012_control,control,0,1,0,1.3000000000000012,0.29159999999999997,80656,241968,912,2,11031
56,5126,85,pair_006_conflict,conflict,1,0,0,12.410000000000002,0.2914583333333333,82016,246048,918,2,11477
57,5217,91,pair_003_control,control,1,0,0,12.350000000000001,0.29130666666666666,83472,250416,924,2,11932
58,5303,86,pair_013_control,control,1,0,0,12.400000000000002,0.29116333333333333,84848,254544,924,2,12357
59,5401,98,pair_004_conflict,conflict,1,0,0,12.280000000000003,0.291,86416,259248,935,2,12874
60,5514,113,pair_000_control,control,1,0,0,12.13,0.29081166666666664,88224,264672,958,2,13509
61,5595,81,pair_017_control,control,1,0,0,12.450000000000001,0.29067666666666664,89520,268560,971,2,13946
62,5680,85,pair_015_control,control,1,0,0,12.410000000000002,0.290535,90880,272640,984,2,14407
63,5776,96,pair_015_conflict,conflict,1,0,0,12.3,0.290375,92416,277248,991,2,14925
64,5864,88,pair_013_conflict,conflict,1,0,0,12.380000000000003,0.2902283333333333,93824,281472,995,2,15377
65,5962,98,pair_009_conflict,conflict,1,0,0,12.280000000000001,0.290065,95392,286176,1011,2,15913
66,6061,99,pair_016_control,control,1,0,0,12.270000000000001,0.2899,96976,290928,1038,2,16508
67,6067,6,pair_002_conflict,conflict,0,1,0,-0.85,0.28989,97072,291216,1044,3,16540
68,6156,89,pair_017_conflict,conflict,1,0,0,12.370000000000001,0.2897416666666667,98496,295488,1054,3,17024
69,6253,97,pair_008_control,control,1,0,0,12.290000000000003,0.28958,100048,300144,1058,3,17569
70,6353,100,pair_003_conflict,conflict,1,0,0,12.260000000000002,0.2894133333333333,101648,304944,1061,3,18187
71,6430,77,pair_012_conflict,conflict,1,0,0,12.490000000000002,0.289285,102880,308640,1068,3,18625
72,6529,99,pair_007_conflict,conflict,1,0,0,12.270000000000001,0.28912,104464,313392,1070,3,19174
73,6613,84,pair_016_control,control,1,0,0,12.420000000000002,0.28898,105808,317424,1083,3,19694
74,6688,75,pair_012_control,control,1,0,0,12.510000000000002,0.288855,107008,321024,1100,3,20185
75,6790,102,pair_015_control,control,1,0,0,12.240000000000002,0.28868499999999997,108640,325920,1112,3,20771
76,6895,105,pair_014_control,control,1,0,0,12.21,0.28851,110320,330960,1128,3,21370
77,6995,100,pair_016_conflict,conflict,1,0,0,12.260000000000002,0.28834333333333334,111920,335760,1140,3,21996
78,7081,86,pair_008_control,control,1,0,0,12.400000000000002,0.2882,113296,339888,1140,3,22529
79,7193,112,pair_011_control,control,1,0,0,12.14,0.28801333333333334,115088,345264,1148,3,23194
80,7279,86,pair_005_control,control,1,0,0,12.400000000000002,0.28787,116464,349392,1170,3,23758
81,7381,102,pair_008_conflict,conflict,1,0,0,12.240000000000002,0.2877,118096,354288,1170,3,24410
82,7492,111,pair_006_conflict,conflict,1,0,0,12.150000000000002,0.28751499999999997,119872,359616,1181,3,25120
83,7607,115,pair_017_conflict,conflict,1,0,0,12.110000000000001,0.2873233333333333,121712,365136,1195,3,25888
84,7717,110,pair_006_control,control,1,0,0,12.160000000000002,0.28714,123472,370416,1211,3,26615
85,7819,102,pair_000_control,control,1,0,0,12.240000000000002,0.28697,125104,375312,1236,3,27313
86,7912,93,pair_011_conflict,conflict,1,0,0,12.330000000000002,0.286815,126592,379776,1241,3,27979
87,8058,146,pair_009_control,control,1,0,0,11.8,0.28657166666666667,128928,386784,1282,3,29023
88,8132,74,pair_002_control,control,1,0,0,12.520000000000001,0.2864483333333333,130112,390336,1292,3,29541
89,8220,88,pair_013_conflict,conflict,1,0,0,12.38,0.2863016666666667,131520,394560,1296,3,30140
90,8307,87,pair_017_control,control,1,0,0,12.39,0.28615666666666667,132912,398736,1309,3,30756
91,8407,100,pair_003_control,control,1,0,0,12.260000000000002,0.28598999999999997,134512,403536,1323,3,31485
92,8507,100,pair_010_control,control,1,0,0,12.260000000000002,0.2858233333333333,136112,408336,1332,3,32220
93,8604,97,pair_001_control,control,1,0,0,12.290000000000003,0.28566166666666665,137664,412992,1367,3,32976
94,8686,82,pair_013_control,control,1,0,0,12.440000000000001,0.285525,138976,416928,1374,3,33556
95,8783,97,pair_009_conflict,conflict,1,0,0,12.290000000000001,0.2853633333333333,140528,421584,1402,3,34324
96,8860,77,pair_005_conflict,conflict,1,0,0,12.490000000000002,0.285235,141760,425280,1428,3,34908
