episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_coverage_count,handover_progress
0,89,89,pair_003_n5_003_conflict,conflict,1,0,0,12.370000000000001,0.2998533333333333,0,5696,75,0,21,0,0,0,0.0
1,174,85,pair_002_n5_002_conflict,conflict,0,1,0,1.3600000000000017,0.29971166666666665,0,11136,116,1,75,0,0,0,0.0
2,177,3,pair_014_n5_014_conflict,conflict,0,1,0,-0.92,0.2997066666666667,0,11328,119,2,77,0,0,0,0.0
3,280,103,pair_005_n3_005_control,control,1,0,0,12.23,0.299535,0,17920,161,3,202,0,0,0,0.0
4,348,68,pair_001_n5_001_conflict,conflict,0,1,0,0.7800000000000009,0.29942166666666664,0,22272,210,3,286,0,0,0,0.0
5,440,92,pair_001_n3_001_conflict,conflict,0,1,0,1.240000000000001,0.2992683333333333,0,28160,258,3,449,0,0,0,0.0
6,538,98,pair_004_n3_004_control,control,0,1,0,1.2300000000000013,0.299105,0,34432,296,4,664,0,0,0,0.0
7,633,95,pair_004_n5_004_conflict,conflict,0,1,0,1.2600000000000011,0.29894666666666664,0,40512,335,4,890,0,0,0,0.0
8,641,8,pair_004_n5_004_control,control,0,1,0,-0.92,0.29893333333333333,0,41024,343,4,908,0,0,0,0.0
9,728,87,pair_011_n5_011_control,control,1,0,0,12.39,0.2987883333333333,0,46592,374,4,1126,0,0,0,0.0
10,819,91,pair_003_n3_003_conflict,conflict,1,0,0,12.350000000000001,0.29863666666666666,0,52416,421,4,1392,0,0,0,0.0
11,930,111,pair_005_n5_005_conflict,conflict,1,0,0,12.150000000000002,0.29845166666666667,0,59520,469,4,1761,0,0,0,0.0
12,1009,79,pair_001_n3_001_control,control,1,0,0,12.470000000000002,0.29832,0,64576,523,4,2050,0,0,0,0.0
13,1011,2,pair_006_n5_006_control,control,0,1,0,-0.96,0.2983166666666667,0,64704,525,4,2057,0,0,0,0.0
14,1015,4,pair_016_n5_016_control,control,0,1,0,-0.98,0.29830999999999996,0,64960,529,4,2073,0,0,0,0.0
15,1017,2,pair_007_n5_007_control,control,0,1,0,-0.96,0.29830666666666666,0,65088,531,4,2088,0,0,0,0.0
16,1019,2,pair_007_n3_007_conflict,conflict,0,1,0,-0.96,0.2983033333333333,0,65216,533,4,2098,0,0,0,0.0
17,1021,2,pair_008_n5_008_control,control,0,1,0,-0.96,0.2983,0,65344,535,4,2102,0,0,0,0.0
18,1039,18,pair_000_n3_000_conflict,conflict,0,1,0,-0.6200000000000001,0.29827,0,66496,553,5,2166,0,0,0,0.0
19,1087,48,pair_011_n3_011_conflict,conflict,0,1,0,-0.11999999999999988,0.29819,0,69568,569,5,2386,0,0,0,0.0
20,1204,117,pair_010_n3_010_control,control,0,1,0,0.9900000000000011,0.297995,0,77056,616,5,2910,0,0,0,0.0
21,1312,108,pair_002_n3_002_control,control,1,0,0,12.180000000000001,0.297815,0,83968,645,5,3412,0,0,0,0.0
22,1406,94,pair_017_n5_017_conflict,conflict,1,0,0,12.320000000000002,0.2976583333333333,0,89984,684,5,3869,0,0,0,0.0
23,1499,93,pair_016_n3_016_conflict,conflict,1,0,0,12.330000000000002,0.29750333333333334,0,95936,720,5,4349,0,0,0,0.0
24,1584,85,pair_012_n5_012_conflict,conflict,1,0,0,12.410000000000002,0.29736166666666664,0,101376,757,5,4772,0,0,0,0.0
25,1694,110,pair_000_n3_000_control,control,1,0,0,12.16,0.2971783333333333,0,108416,792,5,5364,0,0,0,0.0
26,1696,2,pair_007_n3_007_control,control,0,1,0,-0.96,0.29717499999999997,0,108544,794,5,5373,0,0,0,0.0
27,1788,92,pair_008_n3_008_conflict,conflict,0,1,0,1.240000000000001,0.29702166666666663,0,114432,837,5,5980,0,0,0,0.0
28,1882,94,pair_012_n3_012_control,control,1,0,0,12.32,0.296865,0,120448,868,5,6585,0,0,0,0.0
29,1974,92,pair_010_n5_010_control,control,1,0,0,12.340000000000002,0.29671166666666665,0,126336,877,5,7174,0,0,0,0.0
30,2072,98,pair_015_n3_015_conflict,conflict,1,0,0,12.280000000000001,0.2965483333333333,0,132608,898,5,7826,0,0,0,0.0
31,2183,111,pair_013_n5_013_conflict,conflict,1,0,0,12.150000000000002,0.2963633333333333,0,139712,919,5,8532,0,0,0,0.0
32,2265,82,pair_006_n3_006_conflict,conflict,1,0,0,12.440000000000001,0.29622666666666664,0,144960,944,5,9128,0,0,0,0.0
33,2354,89,pair_000_n5_000_conflict,conflict,0,1,0,1.3200000000000012,0.29607833333333333,0,150656,972,5,9739,0,0,0,0.0
34,2459,105,pair_006_n3_006_control,control,1,0,0,12.21,0.2959033333333333,0,157376,1004,5,10494,0,0,0,0.0
35,2567,108,pair_011_n5_011_conflict,conflict,0,1,0,1.0800000000000014,0.29572333333333334,0,164288,1053,5,11338,0,0,0,0.0
36,2652,85,pair_010_n3_010_conflict,conflict,0,1,0,1.3600000000000012,0.29558166666666663,0,169728,1061,5,11986,0,0,0,0.0
37,2738,86,pair_003_n3_003_control,control,1,0,0,12.400000000000002,0.2954383333333333,0,175232,1078,5,12672,0,0,0,0.0
38,2822,84,pair_005_n3_005_conflict,conflict,1,0,0,12.420000000000002,0.29529833333333333,0,180608,1109,5,13332,0,0,0,0.0
39,2938,116,pair_015_n5_015_control,control,1,0,0,12.100000000000001,0.295105,0,188032,1143,5,14287,0,0,0,0.0
40,3033,95,pair_016_n3_016_control,control,1,0,0,12.310000000000002,0.29494666666666663,0,194112,1182,5,15095,0,0,0,0.0
41,3143,110,pair_012_n5_012_control,control,1,0,0,12.16,0.2947633333333333,0,201152,1224,5,16052,0,0,0,0.0
42,3174,31,pair_012_n3_012_conflict,conflict,0,1,0,-1.1,0.29471166666666665,0,203136,1255,6,16329,0,0,0,0.0
43,3273,99,pair_009_n3_009_control,control,1,0,0,12.270000000000001,0.2945466666666667,0,209472,1297,6,17315,0,0,0,0.0
44,3397,124,pair_009_n3_009_conflict,conflict,1,0,0,12.020000000000005,0.29434,0,217408,1377,6,18503,0,0,0,0.0
45,3504,107,pair_014_n3_014_control,control,1,0,0,12.190000000000001,0.29416166666666665,0,224256,1434,6,19638,0,0,0,0.0
46,3612,108,pair_015_n3_015_control,control,1,0,0,12.180000000000001,0.29398166666666664,0,231168,1478,6,20906,0,0,0,0.0
47,3628,16,pair_017_n5_017_control,control,0,1,0,-0.65,0.29395499999999997,0,232192,1494,6,21093,0,0,0,0.0
48,3725,97,pair_010_n5_010_conflict,conflict,1,0,0,12.290000000000001,0.2937933333333333,0,238400,1508,6,22192,0,0,0,0.0
49,3908,183,pair_017_n3_017_control,control,1,0,0,11.430000000000001,0.2934883333333333,0,250112,1548,6,24320,0,0,0,0.0
50,4010,102,pair_013_n5_013_control,control,1,0,0,12.240000000000002,0.29331833333333335,0,256640,1601,6,25566,0,0,0,0.0
51,4037,27,pair_015_n5_015_conflict,conflict,0,1,0,-0.56,0.29327333333333333,0,258368,1628,7,25918,0,0,0,0.0
52,4146,109,pair_014_n5_014_control,control,1,0,0,12.170000000000002,0.29309166666666664,0,265344,1689,7,27268,0,0,0,0.0
53,4446,300,pair_002_n5_002_control,control,0,0,0,-0.20000000000000034,0.29259166666666664,0,284544,1932,8,31093,0,0,0,0.0
54,4458,12,pair_009_n5_009_conflict,conflict,0,1,0,-0.66,0.2925716666666667,0,285312,1944,8,31281,0,0,0,0.0
55,4612,154,pair_000_n5_000_control,control,0,1,0,0.5200000000000007,0.292315,0,295168,2080,8,33562,0,0,0,0.0
56,4742,130,pair_016_n5_016_conflict,conflict,1,0,0,11.96,0.29209833333333335,0,303488,2173,8,35640,0,0,0,0.0
