episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_marked_total,risk_coverage_count,handover_progress,proposed_risk_steps_cumulative,intervention_steps_cumulative,teacher_fallback_steps_cumulative,teacher_unavailable_steps_cumulative,teacher_cache_hits_cumulative,teacher_planner_calls_cumulative,action_margin_candidate_steps_cumulative,action_margin_labeled_steps_cumulative,action_margin_safe_labels_cumulative,action_margin_blocked_labels_cumulative,action_margin_mean_loss,action_margin_batch_items_cumulative,safe_samples_cumulative,safe_buffer_size,safe_coverage_count
11,516,94,pair_004_n5_004_control,control,0,1,0,1.020000000000001,0.29914166666666664,8256,24768,153,0,195,0,0,0,0,0.0,0,0,0,0,0,0,516,0,0,0,0.0,0,0,0,0
12,605,89,pair_012_n3_012_conflict,conflict,1,0,0,12.370000000000001,0.29899333333333333,9680,29040,194,0,276,0,0,0,0,0.0,0,0,0,0,0,0,605,0,0,0,0.0,0,0,0,0
13,622,17,pair_005_n5_005_control,control,0,1,0,-0.56,0.298965,9952,29856,211,0,290,0,0,0,0,0.0,0,0,0,0,0,0,622,0,0,0,0.0,0,0,0,0
14,634,12,pair_014_n5_014_conflict,conflict,0,1,0,-0.66,0.298945,10144,30432,223,0,307,0,0,0,0,0.0,0,0,0,0,0,0,634,0,0,0,0.0,0,0,0,0
15,738,104,pair_010_n5_010_conflict,conflict,1,0,0,12.22,0.29877166666666666,11808,35424,280,0,451,0,0,0,0,0.0,0,0,0,0,0,0,738,0,0,0,0.0,0,0,0,0
16,848,110,pair_017_n3_017_control,control,1,0,0,12.160000000000002,0.29858833333333334,13568,40704,316,0,647,0,0,0,0,0.0,0,0,0,0,0,0,848,0,0,0,0.0,0,0,0,0
17,850,2,pair_002_n5_002_conflict,conflict,0,1,0,-0.96,0.298585,13600,40800,318,0,648,0,0,0,0,0.0,0,0,0,0,0,0,850,0,0,0,0.0,0,0,0,0
18,852,2,pair_013_n5_013_control,control,0,1,0,-0.96,0.29858166666666663,13632,40896,320,0,653,0,0,0,0,0.0,0,0,0,0,0,0,852,0,0,0,0.0,0,0,0,0
19,859,7,pair_012_n5_012_control,control,0,1,0,-0.86,0.29857,13744,41232,327,0,666,0,0,0,0,0.0,0,0,0,0,0,0,859,0,0,0,0.0,0,0,0,0
20,875,16,pair_017_n5_017_conflict,conflict,0,1,0,-0.55,0.2985433333333333,14000,42000,343,0,700,0,0,0,0,0.0,0,0,0,0,0,0,875,0,0,0,0.0,0,0,0,0
21,967,92,pair_010_n5_010_control,control,1,0,0,12.340000000000002,0.29839,15472,46416,405,0,882,0,0,0,0,0.0,0,0,0,0,0,0,967,0,0,0,0.0,0,0,0,0
22,1051,84,pair_017_n3_017_conflict,conflict,1,0,0,12.420000000000002,0.29825,16816,50448,452,0,1080,0,0,0,0,0.0,0,0,0,0,0,0,1051,0,0,0,0.0,0,0,0,0
23,1079,28,pair_003_n5_003_control,control,0,1,0,-0.5200000000000001,0.2982033333333333,17264,51792,477,0,1156,0,0,0,0,0.0,0,0,0,0,0,0,1079,0,0,0,0.0,0,0,0,0
24,1188,109,pair_015_n3_015_conflict,conflict,1,0,0,12.170000000000002,0.29802166666666663,19008,57024,505,0,1430,0,0,0,0,0.0,0,0,0,0,0,0,1188,0,0,0,0.0,0,0,0,0
25,1206,18,pair_003_n5_003_conflict,conflict,0,1,0,-0.42000000000000004,0.29799166666666665,19296,57888,521,0,1475,0,0,0,0,0.0,0,0,0,0,0,0,1206,0,0,0,0.0,0,0,0,0
26,1222,16,pair_016_n5_016_conflict,conflict,0,1,0,-0.45000000000000007,0.297965,19552,58656,537,0,1527,0,0,0,0,0.0,0,0,0,0,0,0,1222,0,0,0,0.0,0,0,0,0
27,1253,31,pair_001_n5_001_conflict,conflict,0,1,0,-0.19999999999999984,0.2979133333333333,20048,60144,556,0,1612,0,0,0,0,0.0,0,0,0,0,0,0,1253,0,0,0,0.0,0,0,0,0
28,1345,92,pair_002_n3_002_control,control,1,0,0,12.340000000000002,0.29775999999999997,21520,64560,593,0,1890,0,0,0,0,0.0,0,0,0,0,0,0,1345,0,0,0,0.0,0,0,0,0
29,1441,96,pair_005_n3_005_control,control,1,0,0,12.3,0.2976,23056,69168,616,0,2189,0,0,0,0,0.0,0,0,0,0,0,0,1441,0,0,0,0.0,0,0,0,0
30,1472,31,pair_010_n3_010_conflict,conflict,0,1,0,-0.09999999999999976,0.2975483333333333,23552,70656,630,0,2303,0,0,0,0,0.0,0,0,0,0,0,0,1472,0,0,0,0.0,0,0,0,0
31,1563,91,pair_004_n3_004_conflict,conflict,1,0,0,12.350000000000001,0.29739666666666664,25008,75024,674,0,2632,0,0,0,0,0.0,0,0,0,0,0,0,1563,0,0,0,0.0,0,0,0,0
32,1577,14,pair_006_n5_006_control,control,0,1,0,-0.53,0.2973733333333333,25232,75696,688,0,2688,0,0,0,0,0.0,0,0,0,0,0,0,1577,0,0,0,0.0,0,0,0,0
33,1687,110,pair_007_n3_007_conflict,conflict,1,0,0,12.16,0.29719,26992,80976,762,0,3110,0,0,0,0,0.0,0,0,0,0,0,0,1687,0,0,0,0.0,0,0,0,0
34,1791,104,pair_001_n3_001_control,control,1,0,0,12.220000000000002,0.29701666666666665,28656,85968,815,0,3578,0,0,0,0,0.0,0,0,0,0,0,0,1791,0,0,0,0.0,0,0,0,0
35,1897,106,pair_007_n5_007_conflict,conflict,1,0,0,12.200000000000001,0.29684,30352,91056,855,0,4059,0,0,0,0,0.0,0,0,0,0,0,0,1897,0,0,0,0.0,0,0,0,0
36,2016,119,pair_006_n5_006_conflict,conflict,1,0,0,12.070000000000002,0.29664166666666664,32256,96768,909,0,4648,0,0,0,0,0.0,0,0,0,0,0,0,2016,0,0,0,0.0,0,0,0,0
37,2109,93,pair_017_n5_017_control,control,1,0,0,12.330000000000002,0.2964866666666667,33744,101232,948,0,5156,0,0,0,0,0.0,0,0,0,0,0,0,2109,0,0,0,0.0,0,0,0,0
38,2206,97,pair_000_n3_000_conflict,conflict,1,0,0,12.290000000000003,0.296325,35296,105888,987,0,5643,0,0,0,0,0.0,0,0,0,0,0,0,2206,0,0,0,0.0,0,0,0,0
39,2299,93,pair_008_n5_008_control,control,0,1,0,1.2300000000000013,0.29617,36784,110352,1019,0,6139,0,0,0,0,0.0,0,0,0,0,0,0,2299,0,0,0,0.0,0,0,0,0
40,2408,109,pair_002_n3_002_conflict,conflict,1,0,0,12.170000000000002,0.2959883333333333,38528,115584,1051,0,6761,0,0,0,0,0.0,0,0,0,0,0,0,2408,0,0,0,0.0,0,0,0,0
41,2494,86,pair_000_n5_000_control,control,1,0,0,12.400000000000002,0.29584499999999997,39904,119712,1081,0,7263,0,0,0,0,0.0,0,0,0,0,0,0,2494,0,0,0,0.0,0,0,0,0
42,2611,117,pair_008_n5_008_conflict,conflict,1,0,0,12.090000000000002,0.29564999999999997,41776,125328,1125,1,7991,0,0,0,0,0.0,0,0,0,0,0,0,2611,1,4,1,0.0002178033619080408,2,0,0,0
43,2725,114,pair_001_n3_001_conflict,conflict,1,0,0,12.120000000000001,0.29546,43600,130800,1166,1,8739,0,0,0,0,0.0,0,0,0,0,0,0,2725,1,4,1,0.00020869158823555762,2,0,0,0
44,2733,8,pair_012_n5_012_conflict,conflict,0,1,0,-0.97,0.29544666666666664,43728,131184,1174,1,8794,0,0,0,0,0.0,0,0,0,0,0,0,2733,1,4,1,0.00020808070908960648,3,0,0,0
45,2858,125,pair_013_n5_013_conflict,conflict,1,0,0,12.010000000000002,0.2952383333333333,45728,137184,1228,1,9603,0,0,0,0,0.0,0,0,0,0,0,0,2858,1,4,1,0.00019897990830717094,3,0,0,0
46,2910,52,pair_011_n3_011_control,control,0,1,0,-0.1599999999999998,0.29515166666666665,46560,139680,1247,1,9948,0,0,0,0,0.0,0,0,0,0,0,0,2910,1,4,1,0.0001954242535882799,3,0,0,0
47,3053,143,pair_013_n3_013_control,control,1,0,0,11.830000000000002,0.2949133333333333,48848,146544,1340,1,10969,0,0,0,0,0.0,0,0,0,0,0,0,3053,1,4,1,0.00018627074285682756,3,0,0,0
48,3138,85,pair_015_n5_015_control,control,1,0,0,12.410000000000002,0.29477166666666665,50208,150624,1361,1,11581,0,0,0,0,0.0,0,0,0,0,0,0,3138,1,4,1,0.00018122516824152152,4,0,0,0
49,3233,95,pair_008_n3_008_control,control,1,0,0,12.310000000000002,0.29461333333333334,51728,155184,1380,1,12327,0,0,0,0,0.0,0,0,0,0,0,0,3233,1,4,1,0.00017589996224617833,5,0,0,0
50,3313,80,pair_004_n5_004_conflict,conflict,1,0,0,12.46,0.29447999999999996,53008,159024,1405,1,12972,0,0,0,0,0.0,0,0,0,0,0,0,3313,1,4,1,0.0001716524533479911,5,0,0,0
51,3432,119,pair_006_n3_006_control,control,1,0,0,12.07,0.29428166666666666,54912,164736,1459,1,13876,0,0,0,0,0.0,0,0,0,0,0,0,3432,1,4,1,0.00016570063459845412,5,0,0,0
52,3534,102,pair_014_n5_014_control,control,1,0,0,12.240000000000002,0.29411166666666666,56544,169632,1513,1,14756,0,0,0,0,0.0,0,0,0,0,0,0,3534,1,4,1,0.00016091810354892317,7,0,0,0
53,3663,129,pair_016_n3_016_control,control,1,0,0,11.97,0.29389666666666664,58608,175824,1559,1,15878,0,0,0,0,0.0,0,0,0,0,0,0,3663,1,4,1,0.00015525104502918223,8,0,0,0
54,3905,242,pair_015_n5_015_conflict,conflict,1,0,0,10.84,0.29349333333333333,62480,187440,1624,1,18053,0,0,0,0,0.0,0,0,0,0,0,0,3905,1,4,1,0.000145629853506247,9,0,0,0
55,4096,191,pair_007_n3_007_control,control,1,0,0,11.35,0.29317499999999996,65536,196608,1735,1,19827,0,0,0,0,0.0,0,0,0,0,0,0,4096,1,4,1,0.00013883900828659534,11,0,0,0
56,4257,161,pair_003_n3_003_control,control,1,0,0,11.65,0.29290666666666665,68112,204336,1791,1,21387,0,0,0,0,0.0,0,0,0,0,0,0,4257,1,4,1,0.0001335881085134824,11,0,0,0
57,4340,83,pair_013_n3_013_conflict,conflict,1,0,0,12.430000000000001,0.2927683333333333,69440,208320,1822,1,22245,0,0,0,0,0.0,0,0,0,0,0,0,4340,1,4,1,0.00013103331288983746,12,0,0,0
58,4368,28,pair_005_n3_005_conflict,conflict,0,1,0,-0.5700000000000001,0.29272166666666666,69888,209664,1849,2,22519,0,0,0,0,0.0,0,0,0,0,0,0,4368,2,8,2,0.00013019335575592823,12,0,0,0
59,4495,127,pair_009_n3_009_control,control,1,0,0,11.990000000000002,0.29251,71920,215760,1903,2,23793,0,0,0,0,0.0,0,0,0,0,0,0,4495,2,8,2,0.0001265149227901879,14,0,0,0
60,4620,125,pair_000_n3_000_control,control,0,1,0,0.9600000000000009,0.2923016666666667,73920,221760,1973,2,25149,0,0,0,0,0.0,0,0,0,0,0,0,4620,2,8,2,0.00012309189998742305,14,0,0,0
61,4724,104,pair_009_n3_009_conflict,conflict,0,1,0,1.120000000000001,0.2921283333333333,75584,226752,1994,2,26276,0,0,0,0,0.0,0,0,0,0,0,0,4724,2,8,2,0.00012038200210455007,17,0,0,0
62,4966,242,pair_001_n5_001_control,control,0,1,0,-0.15999999999999903,0.291725,79456,238368,2151,2,28974,0,0,0,0,0.0,0,0,0,0,0,0,4966,2,8,2,0.00024690610768091185,20,0,0,0
63,5106,140,pair_000_n5_000_conflict,conflict,1,0,0,11.860000000000003,0.29149166666666665,81696,245088,2221,2,30670,0,0,0,0,0.0,0,0,0,0,0,0,5106,2,8,2,0.00024013625748989584,20,0,0,0
64,5254,148,pair_005_n5_005_conflict,conflict,1,0,0,11.780000000000001,0.291245,84064,252192,2290,2,32531,0,0,0,0,0.0,0,0,0,0,0,0,5254,2,8,2,0.00023337185587046216,24,0,0,0
65,5350,96,pair_014_n3_014_control,control,1,0,0,12.300000000000002,0.291085,85600,256800,2328,2,33773,0,0,0,0,0.0,0,0,0,0,0,0,5350,2,8,2,0.00022918424873708565,24,0,0,0
66,5583,233,pair_004_n3_004_control,control,1,0,0,10.93,0.29069666666666666,89328,267984,2435,2,36787,0,0,0,0,0.0,0,0,0,0,0,0,5583,2,8,2,0.00021993398623677452,25,0,0,0
67,5661,78,pair_009_n5_009_control,control,1,0,0,12.48,0.29056666666666664,90576,271728,2480,2,37829,0,0,0,0,0.0,0,0,0,0,0,0,5661,2,8,2,0.00021690362924570077,25,0,0,0
68,5754,93,pair_011_n3_011_conflict,conflict,1,0,0,12.330000000000002,0.2904116666666667,92064,276192,2500,2,39112,0,0,0,0,0.0,0,0,0,0,0,0,5754,2,8,2,0.00021339788758427392,26,0,0,0
69,5844,90,pair_014_n3_014_conflict,conflict,1,0,0,12.360000000000001,0.29026166666666664,93504,280512,2542,2,40413,0,0,0,0,0.0,0,0,0,0,0,0,5844,2,8,2,0.00021011147247773992,26,0,0,0
70,5947,103,pair_015_n3_015_control,control,1,0,0,12.23,0.29009,95152,285456,2607,3,41858,0,0,0,0,0.0,0,0,0,0,0,0,5947,3,11,3,0.00020647241384898473,27,0,0,0
71,6052,105,pair_006_n3_006_conflict,conflict,1,0,0,12.210000000000003,0.289915,96832,290496,2647,3,43408,0,0,0,0,0.0,0,0,0,0,0,0,6052,3,11,3,0.00028856148880519224,29,0,0,0
72,6079,27,pair_000_n5_000_conflict,conflict,0,1,0,-0.71,0.28986999999999996,97264,291792,2674,4,43767,0,0,0,0,0.0,0,0,0,0,0,0,6079,4,14,4,0.0002872798371852317,29,0,0,0
73,6166,87,pair_014_n3_014_conflict,conflict,1,0,0,12.39,0.289725,98656,295968,2704,4,45071,0,0,0,0,0.0,0,0,0,0,0,0,6166,4,14,4,0.00028322642397810954,31,0,0,0
74,6260,94,pair_017_n3_017_conflict,conflict,1,0,0,12.320000000000002,0.2895683333333333,100160,300480,2744,4,46469,0,0,0,0,0.0,0,0,0,0,0,0,6260,4,14,4,0.0002789735032346683,33,0,0,0
75,6376,116,pair_013_n5_013_control,control,1,0,0,12.100000000000001,0.289375,102016,306048,2819,4,48265,0,0,0,0,0.0,0,0,0,0,0,0,6376,4,14,4,0.0002738980756350413,37,0,0,0
76,6475,99,pair_000_n5_000_control,control,1,0,0,12.270000000000001,0.28920999999999997,103600,310800,2887,4,49833,0,0,0,0,0.0,0,0,0,0,0,0,6475,4,14,4,0.00026971029038594954,37,0,0,0
77,6573,98,pair_005_n3_005_control,control,1,0,0,12.280000000000001,0.2890466666666667,105168,315504,2937,4,51410,0,0,0,0,0.0,0,0,0,0,0,0,6573,4,14,4,0.0002656890506996841,37,0,0,0
78,6774,201,pair_012_n3_012_control,control,1,0,0,11.25,0.28871166666666664,108384,325152,3011,5,54652,0,0,0,0,0.0,0,0,0,0,0,0,6774,5,18,5,0.0003836041606208164,46,0,0,0
79,6938,164,pair_008_n3_008_control,control,1,0,0,11.620000000000001,0.2884383333333333,111008,333024,3106,5,57407,0,0,0,0,0.0,0,0,0,0,0,0,6938,5,18,5,0.0003745365500209585,51,0,0,0
80,7042,104,pair_013_n3_013_control,control,1,0,0,12.220000000000002,0.288265,112672,338016,3163,5,59198,0,0,0,0,0.0,0,0,0,0,0,0,7042,5,18,5,0.00036900519512147263,55,0,0,0
81,7157,115,pair_010_n3_010_conflict,conflict,1,0,0,12.110000000000001,0.28807333333333335,114512,343536,3227,5,61212,0,0,0,0,0.0,0,0,0,0,0,0,7157,5,18,5,0.00036307595138261985,60,0,0,0
82,7277,120,pair_007_n5_007_control,control,0,1,0,0.9600000000000009,0.2878733333333333,116432,349296,3283,5,63417,0,0,0,0,0.0,0,0,0,0,0,0,7277,5,18,5,0.0003570887156857785,64,0,0,0
83,7406,129,pair_008_n5_008_conflict,conflict,1,0,0,11.97,0.28765833333333335,118496,355488,3362,5,65761,0,0,0,0,0.0,0,0,0,0,0,0,7406,5,18,5,0.00035086883392457604,65,0,0,0
84,7571,165,pair_004_n5_004_control,control,1,0,0,11.610000000000001,0.2873833333333333,121136,363408,3439,5,68881,0,0,0,0,0.0,0,0,0,0,0,0,7571,5,18,5,0.00034322210857818124,68,0,0,0
85,7684,113,pair_006_n5_006_conflict,conflict,1,0,0,12.13,0.287195,122944,368832,3492,5,71053,0,0,0,0,0.0,0,0,0,0,0,0,7684,5,18,5,0.0003381747246285021,73,0,0,0
86,7794,110,pair_003_n5_003_conflict,conflict,1,0,0,12.16,0.28701166666666666,124704,374112,3549,5,73171,0,0,0,0,0.0,0,0,0,0,0,0,7794,5,18,5,0.00033340192251031693,74,0,0,0
87,7906,112,pair_007_n3_007_control,control,1,0,0,12.140000000000002,0.286825,126496,379488,3624,6,75394,0,0,0,0,0.0,0,0,0,0,0,0,7906,6,22,6,0.0003286787988926651,75,0,0,0
88,7925,19,pair_006_n3_006_control,control,0,1,0,-1.03,0.28679333333333334,126800,380400,3643,7,75739,0,0,0,0,0.0,0,0,0,0,0,0,7925,7,26,7,0.0003278907992486322,76,0,0,0
89,8045,120,pair_004_n3_004_control,control,1,0,0,12.060000000000002,0.2865933333333333,128720,386160,3710,7,78090,0,0,0,0,0.0,0,0,0,0,0,0,8045,7,26,7,0.0003229999482965084,78,0,0,0
90,8149,104,pair_007_n3_007_conflict,conflict,1,0,0,12.22,0.28642,130384,391152,3758,7,80245,0,0,0,0,0.0,0,0,0,0,0,0,8149,7,26,7,0.00031887772537064795,81,0,0,0
91,8151,2,pair_002_n3_002_control,control,0,1,0,-0.96,0.28641666666666665,130416,391248,3760,7,80282,0,0,0,0,0.0,0,0,0,0,0,0,8151,7,26,7,0.0003187994827684223,81,0,0,0
92,8267,116,pair_003_n3_003_conflict,conflict,1,0,0,12.100000000000001,0.28622333333333333,132272,396816,3836,7,82720,0,0,0,0,0.0,0,0,0,0,0,0,8267,7,26,7,0.0003143261865302299,88,0,0,0
93,8367,100,pair_009_n3_009_control,control,1,0,0,12.260000000000002,0.2860566666666667,133872,401616,3885,7,84904,0,0,0,0,0.0,0,0,0,0,0,0,8367,7,26,7,0.0003105694495094311,92,0,0,0
94,8457,90,pair_015_n3_015_conflict,conflict,1,0,0,12.360000000000001,0.28590666666666664,135312,405936,3921,7,86829,0,0,0,0,0.0,0,0,0,0,0,0,8457,7,26,7,0.000307264347173396,94,0,0,0
95,8585,128,pair_012_n5_012_conflict,conflict,1,0,0,11.98,0.2856933333333333,137360,412080,3976,7,89594,0,0,0,0,0.0,0,0,0,0,0,0,8585,7,26,7,0.0003026831198655108,100,0,0,0
96,8715,130,pair_015_n5_015_conflict,conflict,1,0,0,11.96,0.28547666666666666,139440,418320,4075,7,92555,0,0,0,0,0.0,0,0,0,0,0,0,8715,7,26,7,0.0002981680532467482,105,0,0,0
97,8849,134,pair_004_n5_004_conflict,conflict,0,1,0,0.870000000000001,0.2852533333333333,141584,424752,4144,7,95618,0,0,0,0,0.0,0,0,0,0,0,0,8849,7,26,7,0.00029365290813034353,110,0,0,0
98,9083,234,pair_016_n5_016_conflict,conflict,1,0,0,10.92,0.2848633333333333,145328,435984,4187,7,100875,0,0,0,0,0.0,0,0,0,0,0,0,9083,7,26,7,0.0002860877005444688,123,0,0,0
99,9197,114,pair_010_n5_010_control,control,0,1,0,1.020000000000001,0.28467333333333333,147152,441456,4259,7,103441,0,0,0,0,0.0,0,0,0,0,0,0,9197,7,26,7,0.0002825415444215951,125,0,0,0
100,9309,112,pair_008_n3_008_conflict,conflict,1,0,0,12.14,0.28448666666666667,148944,446832,4316,7,106001,0,0,0,0,0.0,0,0,0,0,0,0,9309,7,26,7,0.00027914218326838654,132,0,0,0
101,9421,112,pair_009_n5_009_control,control,0,1,0,1.0900000000000012,0.2843,150736,452208,4368,7,108561,0,0,0,0,0.0,0,0,0,0,0,0,9421,7,26,7,0.0002758236476006167,137,0,0,0
102,9532,111,pair_001_n5_001_control,control,1,0,0,12.150000000000002,0.284115,152512,457536,4451,7,111077,0,0,0,0,0.0,0,0,0,0,0,0,9532,7,26,7,0.0002726116852754312,140,0,0,0
103,9542,10,pair_016_n3_016_conflict,conflict,0,1,0,-0.9400000000000001,0.28409833333333334,152672,458016,4461,7,111311,0,0,0,0,0.0,0,0,0,0,0,0,9542,7,26,7,0.0002723259886863771,143,0,0,0
104,9544,2,pair_002_n5_002_conflict,conflict,0,1,0,-0.96,0.284095,152704,458112,4463,7,111363,0,0,0,0,0.0,0,0,0,0,0,0,9544,7,26,7,0.00027226892121179905,143,0,0,0
105,9660,116,pair_004_n3_004_conflict,conflict,1,0,0,12.100000000000001,0.28390166666666666,154560,463680,4525,7,113996,0,0,0,0,0.0,0,0,0,0,0,0,9660,7,26,7,0.00026899943934217496,147,0,0,0
106,9670,10,pair_017_n5_017_control,control,0,1,0,-0.99,0.283885,154720,464160,4535,9,114211,0,0,0,0,0.0,0,0,0,0,0,0,9670,9,34,9,0.00026872125998401346,147,0,0,0
107,9786,116,pair_001_n5_001_conflict,conflict,1,0,0,12.100000000000001,0.2836916666666667,156576,469728,4580,9,116816,0,0,0,0,0.0,0,0,0,0,0,0,9786,9,34,9,0.0002655359272476405,152,0,0,0
108,9805,19,pair_014_n3_014_control,control,0,1,0,-1.13,0.28365999999999997,156880,470640,4599,10,117273,0,0,0,0,0.0,0,0,0,0,0,0,9805,10,38,10,0.0002650213752213575,152,0,0,0
109,9922,117,pair_007_n5_007_conflict,conflict,1,0,0,12.090000000000002,0.28346499999999997,158752,476256,4673,11,119955,0,0,0,0,0.0,0,0,0,0,0,0,9922,11,42,11,0.0002618962491478946,157,0,0,0
110,10026,104,pair_000_n3_000_control,control,1,0,0,12.220000000000002,0.28329166666666666,160416,481248,4732,11,122399,0,0,0,0,0.0,0,0,0,0,0,0,10026,11,42,11,0.00025917959146672754,164,0,0,0
111,10160,134,pair_017_n3_017_control,control,0,1,0,0.6200000000000008,0.2830683333333333,162560,487680,4805,11,125408,0,0,0,0,0.0,0,0,0,0,0,0,10160,11,42,11,0.0002557612779572254,168,0,0,0
112,10303,143,pair_001_n3_001_conflict,conflict,1,0,0,11.830000000000002,0.28282999999999997,164848,494544,4846,11,128687,0,0,0,0,0.0,0,0,0,0,0,0,10303,11,42,11,0.0002522114514263234,175,0,0,0
113,10404,101,pair_005_n5_005_control,control,1,0,0,12.250000000000002,0.28266166666666664,166464,499392,4890,11,130992,0,0,0,0,0.0,0,0,0,0,0,0,10404,11,42,11,0.0002497630319151682,179,0,0,0
114,10541,137,pair_009_n3_009_conflict,conflict,0,1,0,0.840000000000001,0.2824333333333333,168656,505968,4929,11,134135,0,0,0,0,0.0,0,0,0,0,0,0,10541,11,42,11,0.0002465168944166028,190,0,0,0
115,10682,141,pair_010_n3_010_control,control,1,0,0,11.850000000000001,0.28219833333333333,170912,512736,5038,11,137359,0,0,0,0,0.0,0,0,0,0,0,0,10682,11,42,11,0.00024326292679698654,200,0,0,0
116,10774,92,pair_000_n3_000_conflict,conflict,0,1,0,1.2900000000000014,0.282045,172384,517152,5083,11,139455,0,0,0,0,0.0,0,0,0,0,0,0,10774,11,42,11,0.00024118568628600428,204,0,0,0
117,10901,127,pair_015_n5_015_control,control,1,0,0,11.99,0.2818333333333333,174416,523248,5191,12,142390,0,0,0,0,0.0,0,0,0,0,0,0,10901,12,46,12,0.0002383757989216962,210,0,0,0
118,11018,117,pair_005_n5_005_conflict,conflict,1,0,0,12.090000000000002,0.2816383333333333,176288,528864,5294,12,145194,0,0,0,0,0.0,0,0,0,0,0,0,11018,12,46,12,0.00023584448938513433,219,0,0,0
119,11109,91,pair_016_n3_016_control,control,1,0,0,12.350000000000001,0.28148666666666666,177744,533232,5335,12,147375,0,0,0,0,0.0,0,0,0,0,0,0,11109,12,46,12,0.00023391255594971735,227,0,0,0
120,11111,2,pair_013_n3_013_conflict,conflict,0,1,0,-0.96,0.2814833333333333,177776,533328,5337,12,147427,0,0,0,0,0.0,0,0,0,0,0,0,11111,12,46,12,0.0002338704512685996,227,0,0,0
121,11114,3,pair_008_n5_008_control,control,0,1,0,-1.02,0.28147833333333333,177824,533472,5340,12,147498,0,0,0,0,0.0,0,0,0,0,0,0,11114,12,46,12,0.00023380732266019527,227,0,0,0
122,11231,117,pair_011_n5_011_conflict,conflict,1,0,0,12.090000000000002,0.28128333333333333,179696,539088,5410,13,150319,0,0,0,0,0.0,0,0,0,0,0,0,11231,13,50,13,0.00023137161286131334,237,0,0,0
123,11345,114,pair_011_n3_011_conflict,conflict,0,1,0,1.0700000000000012,0.2810933333333333,181520,544560,5452,13,153015,0,0,0,0,0.0,0,0,0,0,0,0,11345,13,50,13,0.00022904667995111592,245,0,0,0
124,11444,99,pair_003_n3_003_control,control,1,0,0,12.270000000000001,0.28092833333333334,183104,549312,5495,13,155342,0,0,0,0,0.0,0,0,0,0,0,0,11444,13,50,13,0.00022706523803262934,251,0,0,0
