episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_marked_total,risk_coverage_count,handover_progress,proposed_risk_steps_cumulative,intervention_steps_cumulative,teacher_fallback_steps_cumulative,teacher_unavailable_steps_cumulative,teacher_cache_hits_cumulative,teacher_planner_calls_cumulative,action_margin_candidate_steps_cumulative,action_margin_labeled_steps_cumulative,action_margin_safe_labels_cumulative,action_margin_blocked_labels_cumulative,action_margin_mean_loss,action_margin_batch_items_cumulative,safe_samples_cumulative,safe_buffer_size,safe_coverage_count
28,3488,13,pair_012_n3_012_control,control,0,1,0,-1.02,0.29418833333333333,55808,167424,1469,41,13060,0,0,0,0,0.0,0,0,0,0,0,0,3488,41,163,41,0.0025317086539137254,237,0,0,0
29,3788,300,pair_010_n5_010_control,control,0,0,0,-2.7999999999999967,0.29368833333333333,60608,181824,1469,41,15497,0,0,0,0,0.0,0,0,0,0,0,0,3788,41,163,41,0.0024679549895974375,311,0,0,0
30,3790,2,pair_015_n3_015_conflict,conflict,0,1,0,-0.96,0.293685,60640,181920,1471,41,15513,0,0,0,0,0.0,0,0,0,0,0,0,3790,41,163,41,0.002466652638679444,311,0,0,0
31,3799,9,pair_013_n5_013_conflict,conflict,0,1,0,-1.03,0.29367,60784,182352,1480,41,15572,0,0,0,0,0.0,0,0,0,0,0,0,3799,41,163,41,0.0024608090288484054,314,0,0,0
32,3852,53,pair_006_n3_006_conflict,conflict,0,1,0,-1.32,0.29358166666666663,61632,184896,1533,52,15998,0,0,0,0,0.0,0,0,0,0,0,0,3852,52,207,52,0.002426950545325829,338,0,0,0
33,4152,300,pair_000_n5_000_conflict,conflict,0,0,0,-2.799999999999992,0.29308166666666663,66432,199296,1832,52,18721,0,0,0,0,0.0,0,0,0,0,0,0,4152,52,207,52,0.0024424884934875547,411,0,0,0
34,4214,62,pair_006_n3_006_control,control,0,1,0,-1.4600000000000002,0.29297833333333334,67424,202272,1894,54,19379,0,0,0,0,0.0,0,0,0,0,0,0,4214,54,215,54,0.0024065524976175433,426,0,0,0
35,4280,66,pair_011_n5_011_conflict,conflict,0,1,0,-1.5500000000000003,0.29286833333333334,68480,205440,1960,63,20097,0,0,0,0,0.0,0,0,0,0,0,0,4280,63,251,63,0.0023694421086355904,449,0,0,0
36,4580,300,pair_010_n3_010_conflict,conflict,0,0,0,-2.7999999999999976,0.29236833333333334,73280,219840,1960,63,23381,0,0,0,0,0.0,0,0,0,0,0,0,4580,63,251,63,0.002390356511528315,550,0,0,0
37,4880,300,pair_003_n3_003_control,control,0,0,0,-2.6999999999999984,0.29186833333333334,78080,234240,2241,63,26987,0,0,0,0,0.0,0,0,0,0,0,0,4880,63,251,63,0.0022673457860946655,651,0,0,0
38,5180,300,pair_005_n3_005_conflict,conflict,0,0,0,-2.7499999999999982,0.29136833333333334,82880,248640,2521,63,30976,0,0,0,0,0.0,0,0,0,0,0,0,5180,63,251,63,0.0021360323235795303,753,0,0,0
39,5210,30,pair_015_n5_015_control,control,0,1,0,-1.14,0.29131833333333335,83360,250080,2551,63,31419,0,0,0,0,0.0,0,0,0,0,0,0,5210,63,251,63,0.002123732713271011,762,0,0,0
40,5247,37,pair_016_n3_016_control,control,0,1,0,-1.26,0.29125666666666666,83952,251856,2588,67,31957,0,0,0,0,0.0,0,0,0,0,0,0,5247,67,267,67,0.0021087568965393495,773,0,0,0
41,5328,81,pair_012_n5_012_control,control,0,1,0,-1.6500000000000004,0.29112166666666667,85248,255744,2669,73,33140,0,0,0,0,0.0,0,0,0,0,0,0,5328,73,291,73,0.002076698092368988,799,0,0,0
42,5390,62,pair_012_n3_012_conflict,conflict,0,1,0,-1.4100000000000004,0.2910183333333333,86240,258720,2731,79,34044,0,0,0,0,0.0,0,0,0,0,0,0,5390,79,315,79,0.00205281028499851,822,0,0,0
43,5427,37,pair_009_n3_009_control,control,0,1,0,-1.21,0.29095666666666664,86832,260496,2768,83,34596,0,0,0,0,0.0,0,0,0,0,0,0,5427,83,331,83,0.002038814710916154,838,0,0,0
44,5440,13,pair_009_n3_009_conflict,conflict,0,1,0,-1.02,0.290935,87040,261120,2781,84,34807,0,0,0,0,0.0,0,0,0,0,0,0,5440,84,335,84,0.00203394254340845,844,0,0,0
45,5518,78,pair_014_n3_014_control,control,0,1,0,-1.5700000000000003,0.290805,88288,264864,2859,94,36044,0,0,0,0,0.0,0,0,0,0,0,0,5518,94,375,94,0.0020051916339510634,884,0,0,0
46,5550,32,pair_015_n3_015_control,control,0,1,0,-1.06,0.29075166666666663,88800,266400,2891,96,36551,0,0,0,0,0.0,0,0,0,0,0,0,5550,96,383,96,0.0019936301686742284,899,0,0,0
47,5572,22,pair_017_n5_017_control,control,0,1,0,-1.06,0.290715,89152,267456,2913,96,36871,0,0,0,0,0.0,0,0,0,0,0,0,5572,96,383,96,0.0019857586927749405,912,0,0,0
48,5872,300,pair_010_n5_010_conflict,conflict,0,0,0,-2.8999999999999897,0.290215,93952,281856,2913,96,41712,0,0,0,0,0.0,0,0,0,0,0,0,5872,96,383,96,0.0019043794038834949,1072,0,0,0
49,5941,69,pair_017_n3_017_control,control,0,1,0,-1.58,0.29009999999999997,95056,285168,2982,98,42817,0,0,0,0,0.0,0,0,0,0,0,0,5941,98,391,98,0.001882261548494173,1109,0,0,0
50,6241,300,pair_013_n5_013_control,control,0,0,0,-2.6500000000000012,0.28959999999999997,99856,299568,3282,98,48076,0,0,0,0,0.0,0,0,0,0,0,0,6241,98,391,98,0.0017917827046312902,1289,0,0,0
51,6512,271,pair_015_n5_015_conflict,conflict,0,1,0,-3.5500000000000003,0.28914833333333334,104192,312576,3553,98,53127,0,0,0,0,0.0,0,0,0,0,0,0,6512,98,391,98,0.00171721680890723,1454,0,0,0
52,6622,110,pair_014_n5_014_control,control,0,1,0,-1.890000000000001,0.28896499999999997,105952,317856,3663,98,55284,0,0,0,0,0.0,0,0,0,0,0,0,6622,98,391,98,0.0016886916127459805,1506,0,0,0
53,6685,63,pair_002_n5_002_control,control,0,1,0,-1.37,0.28886,106960,320880,3726,98,56504,0,0,0,0,0.0,0,0,0,0,0,0,6685,98,391,98,0.001680207626981885,1542,0,0,0
54,6985,300,pair_009_n5_009_conflict,conflict,0,0,0,-2.649999999999997,0.28836,111760,335280,4026,99,62915,0,0,0,0,0.0,0,0,0,0,0,0,6985,99,395,99,0.0016080440925374234,1720,0,0,0
55,7285,300,pair_000_n5_000_control,control,0,0,0,-2.649999999999996,0.28786,116560,349680,4326,99,69815,0,0,0,0,0.0,0,0,0,0,0,0,7285,99,395,99,0.0015418240200925054,1879,0,0,0
56,7330,45,pair_016_n5_016_conflict,conflict,0,1,0,-1.19,0.287785,117280,351840,4371,99,70893,0,0,0,0,0.0,0,0,0,0,0,0,7330,99,395,99,0.001532358524744052,1904,0,0,0
57,7630,300,pair_011_n3_011_control,control,0,0,0,-2.699999999999996,0.287285,122080,366240,4371,99,78167,0,0,0,0,0.0,0,0,0,0,0,0,7630,99,395,99,0.0014721085172180737,2070,0,0,0
58,7930,300,pair_001_n5_001_control,control,0,0,0,-2.6499999999999986,0.286785,126880,380640,4536,99,85450,0,0,0,0,0.0,0,0,0,0,0,0,7930,99,395,99,0.0014164171483447543,2242,0,0,0
59,7935,5,pair_014_n3_014_conflict,conflict,0,1,0,-0.94,0.2867766666666667,126960,380880,4541,100,85578,0,0,0,0,0.0,0,0,0,0,0,0,7935,100,399,100,0.0014155246359639447,2247,0,0,0
60,8235,300,pair_013_n3_013_control,control,0,0,0,0.2499999999999992,0.2862766666666667,131760,395280,4769,100,93205,0,0,0,0,0.0,0,0,0,0,0,0,8235,100,399,100,0.0013639572539616153,2408,0,0,0
61,8259,24,pair_007_n5_007_conflict,conflict,0,1,0,-1.08,0.28623666666666664,132144,396432,4793,103,93846,0,0,0,0,0.0,0,0,0,0,0,0,8259,103,411,103,0.0013599937021883887,2420,0,0,0
62,8499,240,pair_008_n5_008_conflict,conflict,0,1,0,-3.090000000000001,0.28583666666666663,135984,407952,5033,103,100331,0,0,0,0,0.0,0,0,0,0,0,0,8499,103,411,103,0.001321589361851265,2574,0,0,0
63,8799,300,pair_008_n3_008_control,control,0,0,0,-2.799999999999997,0.2853366666666667,140784,422352,5033,103,108638,0,0,0,0,0.0,0,0,0,0,0,0,8799,103,411,103,0.0012765300586855212,2722,0,0,0
64,9099,300,pair_003_n5_003_control,control,0,0,0,-2.899999999999998,0.2848366666666667,145584,436752,5270,103,117033,0,0,0,0,0.0,0,0,0,0,0,0,9099,103,411,103,0.0012344420250987912,2899,0,0,0
65,9106,7,pair_017_n3_017_conflict,conflict,0,1,0,-0.81,0.284825,145696,437088,5277,103,117238,0,0,0,0,0.0,0,0,0,0,0,0,9106,103,411,103,0.0012334930799883484,2903,0,0,0
66,9406,300,pair_006_n5_006_conflict,conflict,0,0,0,-1.2500000000000007,0.284325,150496,451488,5567,109,125831,0,0,0,0,0.0,0,0,0,0,0,0,9406,109,435,109,0.0011941513912793857,3089,0,0,0
67,9461,55,pair_002_n3_002_conflict,conflict,0,1,0,-1.3900000000000003,0.28423333333333334,151376,454128,5622,109,127443,0,0,0,0,0.0,0,0,0,0,0,0,9461,109,435,109,0.0011872093844597718,3121,0,0,0
68,9463,2,pair_009_n5_009_control,control,0,1,0,-0.96,0.28423,151408,454224,5624,109,127505,0,0,0,0,0.0,0,0,0,0,0,0,9463,109,435,109,0.0011869584683899294,3123,0,0,0
69,9506,43,pair_004_n3_004_conflict,conflict,0,1,0,-1.0699999999999998,0.28415833333333335,152096,456288,5667,109,128778,0,0,0,0,0.0,0,0,0,0,0,0,9506,109,435,109,0.0011815893105800444,3147,0,0,0
70,9806,300,pair_005_n5_005_control,control,0,0,0,-2.9,0.28365833333333335,156896,470688,5791,109,137900,0,0,0,0,0.0,0,0,0,0,0,0,9806,109,435,109,0.0011454403412577913,3301,0,0,0
71,9850,44,pair_013_n3_013_conflict,conflict,0,1,0,-1.33,0.283585,157600,472800,5835,109,139262,0,0,0,0,0.0,0,0,0,0,0,0,9850,109,435,109,0.0011403236534389747,3334,0,0,0
72,10150,300,pair_011_n3_011_control,control,0,0,0,-2.4999999999999982,0.283085,162400,487200,5835,109,148260,0,0,0,0,0.0,0,0,0,0,0,0,10150,109,435,109,0.0011066195060466899,3497,0,0,0
73,10392,242,pair_010_n3_010_conflict,conflict,0,1,0,-0.26000000000000045,0.28268166666666666,166272,498816,5909,110,155256,0,0,0,0,0.0,0,0,0,0,0,0,10392,110,439,110,0.001080849498303878,3644,0,0,0
74,10692,300,pair_003_n5_003_conflict,conflict,0,0,0,-2.8500000000000005,0.28218166666666666,171072,513216,6069,110,163989,0,0,0,0,0.0,0,0,0,0,0,0,10692,110,439,110,0.001066794633597771,3813,0,0,0
75,10992,300,pair_008_n5_008_conflict,conflict,0,0,0,-2.0000000000000013,0.28168166666666666,175872,527616,6280,110,172811,0,0,0,0,0.0,0,0,0,0,0,0,10992,110,439,110,0.0010376790595366964,3986,0,0,0
76,11260,268,pair_010_n5_010_control,control,0,1,0,-1.1700000000000006,0.281235,180160,540480,6363,110,180636,0,0,0,0,0.0,0,0,0,0,0,0,11260,110,439,110,0.0010129811920450594,4126,0,0,0
77,11560,300,pair_002_n5_002_control,control,0,0,0,-1.2500000000000009,0.280735,184960,554880,6550,110,189682,0,0,0,0,0.0,0,0,0,0,0,0,11560,110,439,110,0.0009866927528051357,4276,0,0,0
78,11860,300,pair_015_n5_015_control,control,0,0,0,-3.0999999999999983,0.280235,189760,569280,6850,110,198689,0,0,0,0,0.0,0,0,0,0,0,0,11860,110,439,110,0.000961734251469424,4381,0,0,0
79,12046,186,pair_006_n5_006_control,control,1,0,0,11.4,0.279925,192736,578208,6978,110,204308,0,0,0,0,0.0,0,0,0,0,0,0,12046,110,439,110,0.0009468842954032349,4442,0,0,0
80,12299,253,pair_013_n3_013_control,control,0,1,0,-3.4200000000000017,0.2795033333333333,196784,590352,7231,114,212218,0,0,0,0,0.0,0,0,0,0,0,0,12299,114,455,114,0.0009274061486647181,4552,0,0,0
81,12352,53,pair_014_n3_014_conflict,conflict,0,1,0,-1.4700000000000002,0.27941499999999997,197632,592896,7284,118,213894,0,0,0,0,0.0,0,0,0,0,0,0,12352,118,471,118,0.0009234268314788996,4579,0,0,0
82,12455,103,pair_008_n5_008_control,control,0,1,0,-1.7200000000000002,0.27924333333333334,199280,597840,7387,119,217243,0,0,0,0,0.0,0,0,0,0,0,0,12455,119,475,119,0.000915790302884574,4644,0,0,0
83,12518,63,pair_011_n5_011_conflict,conflict,0,1,0,-1.4700000000000004,0.2791383333333333,200288,600864,7450,120,219242,0,0,0,0,0.0,0,0,0,0,0,0,12518,120,479,120,0.0009111813566406269,4671,0,0,0
84,12697,179,pair_003_n3_003_control,control,0,1,0,0.37000000000000055,0.27884,203152,609456,7540,120,225057,0,0,0,0,0.0,0,0,0,0,0,0,12697,120,479,120,0.0008983356873613742,4749,0,0,0
85,12997,300,pair_007_n3_007_conflict,conflict,0,0,0,0.04999999999999912,0.27834,207952,623856,7791,122,234603,0,0,0,0,0.0,0,0,0,0,0,0,12997,122,487,122,0.0008776000786664129,4861,0,0,0
86,13156,159,pair_014_n3_014_control,control,0,1,0,0.3699999999999999,0.27807499999999996,210496,631488,7907,123,239780,0,0,0,0,0.0,0,0,0,0,0,0,13156,123,491,123,0.0008669936319874861,4919,0,0,0
87,13195,39,pair_010_n5_010_conflict,conflict,0,1,0,-0.17999999999999983,0.27801,211120,633360,7935,124,241065,0,0,0,0,0.0,0,0,0,0,0,0,13195,124,495,124,0.0008644310892328434,4927,0,0,0
88,13410,215,pair_003_n3_003_conflict,conflict,0,1,0,-0.19000000000000017,0.27765166666666663,214560,643680,8117,124,248275,0,0,0,0,0.0,0,0,0,0,0,0,13410,124,495,124,0.0008505718286672162,4989,0,0,0
89,13710,300,pair_008_n3_008_control,control,0,0,0,0.09999999999999946,0.2771516666666667,219360,658080,8365,124,258139,0,0,0,0,0.0,0,0,0,0,0,0,13710,124,495,124,0.0008319597536416753,5093,0,0,0
90,13764,54,pair_001_n5_001_control,control,0,1,0,-0.43000000000000005,0.27706166666666665,220224,660672,8391,125,259924,0,0,0,0,0.0,0,0,0,0,0,0,13764,125,499,125,0.0008286957441461326,5117,0,0,0
91,14064,300,pair_003_n5_003_control,control,0,0,0,-2.799999999999996,0.27656166666666665,225024,675072,8645,125,269819,0,0,0,0,0.0,0,0,0,0,0,0,14064,125,499,125,0.0008371040920077466,5216,0,0,0
92,14221,157,pair_001_n5_001_conflict,conflict,0,1,0,-1.4600000000000006,0.2763,227536,682608,8692,125,274838,0,0,0,0,0.0,0,0,0,0,0,0,14221,125,499,125,0.0008278624534137506,5258,0,0,0
93,14521,300,pair_001_n3_001_conflict,conflict,0,0,0,0.04999999999999964,0.2758,232336,697008,8947,126,284549,0,0,0,0,0.0,0,0,0,0,0,0,14521,126,503,126,0.0008107590351902037,5306,0,0,0
94,14821,300,pair_006_n3_006_conflict,conflict,0,0,0,0.1500000000000005,0.2753,237136,711408,8992,127,294343,0,0,0,0,0.0,0,0,0,0,0,0,14821,127,507,127,0.0007943480163279771,5351,0,0,0
95,14935,114,pair_005_n5_005_conflict,conflict,0,1,0,0.6700000000000006,0.27510999999999997,238960,716880,9095,127,298034,0,0,0,0,0.0,0,0,0,0,0,0,14935,127,507,127,0.0007882846970202175,5370,0,0,0
96,14978,43,pair_013_n5_013_control,control,0,1,0,-1.4200000000000004,0.27503833333333333,239648,718944,9138,128,299397,0,0,0,0,0.0,0,0,0,0,0,0,14978,128,511,128,0.0007860216283880991,5380,0,0,0
97,15116,138,pair_001_n3_001_control,control,0,1,0,0.830000000000001,0.2748083333333333,241856,725568,9235,129,303875,0,0,0,0,0.0,0,0,0,0,0,0,15116,129,515,129,0.0007788457230746856,5403,0,0,0
98,15416,300,pair_008_n3_008_conflict,conflict,0,0,0,0.09999999999999964,0.2743083333333333,246656,739968,9440,129,313349,0,0,0,0,0.0,0,0,0,0,0,0,15416,129,515,129,0.0007636891508820023,5465,0,0,0
99,15481,65,pair_015_n5_015_conflict,conflict,0,1,0,-0.89,0.2742,247696,743088,9505,132,315414,0,0,0,0,0.0,0,0,0,0,0,0,15481,132,527,132,0.0007604826529292002,5475,0,0,0
100,15484,3,pair_006_n5_006_conflict,conflict,0,1,0,-0.97,0.27419499999999997,247744,743232,9508,132,315509,0,0,0,0,0.0,0,0,0,0,0,0,15484,132,527,132,0.0007603353106430475,5475,0,0,0
101,15540,56,pair_007_n5_007_conflict,conflict,0,1,0,2.220446049250313e-16,0.27410166666666663,248640,745920,9550,132,317233,0,0,0,0,0.0,0,0,0,0,0,0,15540,132,527,132,0.0007575953635776672,5482,0,0,0
102,15838,298,pair_012_n3_012_conflict,conflict,1,0,0,10.28,0.273605,253408,760224,9657,132,326384,0,0,0,0,0.0,0,0,0,0,0,0,15838,132,527,132,0.0007433408227046943,5540,0,0,0
103,15862,24,pair_017_n5_017_conflict,conflict,0,1,0,-1.13,0.273565,253792,761376,9681,135,327080,0,0,0,0,0.0,0,0,0,0,0,0,15862,135,539,135,0.0007422161108307242,5544,0,0,0
104,15877,15,pair_012_n3_012_control,control,0,1,0,-0.9400000000000001,0.27354,254032,762096,9696,135,327517,0,0,0,0,0.0,0,0,0,0,0,0,15877,135,539,135,0.0007415148926117621,5545,0,0,0
105,16024,147,pair_000_n3_000_conflict,conflict,0,1,0,0.6900000000000008,0.273295,256384,769152,9780,135,332021,0,0,0,0,0.0,0,0,0,0,0,0,16024,135,539,135,0.0007347124282324606,5580,0,0,0
106,16324,300,pair_014_n5_014_conflict,conflict,0,0,0,-0.050000000000001134,0.272795,261184,783552,9816,137,341041,0,0,0,0,0.0,0,0,0,0,0,0,16324,137,547,137,0.0007212099944864585,5647,0,0,0
107,16624,300,pair_000_n5_000_conflict,conflict,0,0,0,0.1499999999999998,0.272295,265984,797952,10050,137,350074,0,0,0,0,0.0,0,0,0,0,0,0,16624,137,547,137,0.0007081948959334064,5705,0,0,0
108,16764,140,pair_012_n5_012_conflict,conflict,0,1,0,-2.290000000000001,0.27206166666666665,268224,804672,10190,138,354367,0,0,0,0,0.0,0,0,0,0,0,0,16764,138,551,138,0.0007022805983057115,5732,0,0,0
109,16814,50,pair_013_n5_013_conflict,conflict,0,1,0,-0.4900000000000001,0.2719783333333333,269024,807072,10240,140,355920,0,0,0,0,0.0,0,0,0,0,0,0,16814,140,558,140,0.0007151658234109036,5741,0,0,0
110,17114,300,pair_002_n3_002_control,control,0,0,0,-0.2500000000000003,0.2714783333333333,273824,821472,10472,140,365157,0,0,0,0,0.0,0,0,0,0,0,0,17114,140,558,140,0.0007026293183844182,5811,0,0,0
111,17414,300,pair_009_n3_009_control,control,0,0,0,-0.8999999999999999,0.2709783333333333,278624,835872,10722,140,374393,0,0,0,0,0.0,0,0,0,0,0,0,17414,140,558,140,0.0006905247590921633,5874,0,0,0
112,17714,300,pair_002_n5_002_conflict,conflict,0,0,0,-0.3000000000000005,0.2704783333333333,283424,850272,10775,140,383725,0,0,0,0,0.0,0,0,0,0,0,0,17714,140,558,140,0.000678830199550126,5929,0,0,0
113,18014,300,pair_016_n5_016_control,control,0,0,0,-0.30000000000000093,0.2699783333333333,288224,864672,10857,140,392710,0,0,0,0,0.0,0,0,0,0,0,0,18014,140,558,140,0.0006675251557028385,5985,0,0,0
114,18314,300,pair_011_n5_011_control,control,0,0,0,-0.35000000000000037,0.2694783333333333,293024,879072,10993,141,401611,0,0,0,0,0.0,0,0,0,0,0,0,18314,141,562,141,0.000656590485684773,6045,0,0,0
115,18462,148,pair_017_n5_017_control,control,1,0,0,11.780000000000001,0.26923166666666665,295392,886176,11104,141,405886,0,0,0,0,0.0,0,0,0,0,0,0,18462,141,562,141,0.0006513269502129202,6073,0,0,0
116,18677,215,pair_017_n3_017_control,control,1,0,0,11.11,0.2688733333333333,298832,896496,11204,141,412301,0,0,0,0,0.0,0,0,0,0,0,0,18677,141,562,141,0.0006438292099818458,6109,0,0,0
117,18977,300,pair_000_n5_000_control,control,0,0,0,0.09999999999999974,0.26837333333333335,303632,910896,11472,141,421410,0,0,0,0,0.0,0,0,0,0,0,0,18977,141,562,141,0.0006336511648222023,6162,0,0,0
118,19265,288,pair_016_n3_016_control,control,1,0,0,10.379999999999999,0.2678933333333333,308240,924720,11590,141,430430,0,0,0,0,0.0,0,0,0,0,0,0,19265,141,562,141,0.0006241784663810502,6221,0,0,0
119,19527,262,pair_000_n3_000_control,control,0,1,0,-0.46000000000000063,0.2674566666666667,312432,937296,11783,141,438575,0,0,0,0,0.0,0,0,0,0,0,0,19527,141,562,141,0.0006158036644047183,6263,0,0,0
120,19686,159,pair_007_n3_007_control,control,0,1,0,0.6200000000000006,0.26719166666666666,314976,944928,11896,142,443548,0,0,0,0,0.0,0,0,0,0,0,0,19686,142,566,142,0.0006108299377644485,6300,0,0,0
