episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative
0,83,83,pair_013_conflict,conflict,1,0,0,12.430000000000001,0.2998633333333333,1328,3984,20,0,1
1,172,89,pair_001_conflict,conflict,1,0,0,12.370000000000001,0.299715,2752,8256,64,0,21
2,272,100,pair_014_conflict,conflict,1,0,0,12.260000000000002,0.2995483333333333,4352,13056,70,0,58
3,378,106,pair_011_control,control,1,0,0,12.200000000000001,0.29937166666666665,6048,18144,122,0,123
4,400,22,pair_003_conflict,conflict,0,1,0,-0.41000000000000003,0.29933499999999996,6400,19200,134,0,146
5,495,95,pair_017_control,control,1,0,0,12.310000000000002,0.29917666666666665,7920,23760,158,0,218
6,585,90,pair_011_conflict,conflict,1,0,0,12.360000000000001,0.29902666666666666,9360,28080,189,0,304
7,648,63,pair_006_control,control,0,1,0,0.23000000000000043,0.29892166666666664,10368,31104,213,0,366
8,771,123,pair_008_control,control,1,0,0,12.030000000000001,0.29871666666666663,12336,37008,257,0,508
9,869,98,pair_009_control,control,1,0,0,12.280000000000001,0.29855333333333334,13904,41712,258,0,647
10,957,88,pair_005_control,control,1,0,0,12.38,0.29840666666666665,15312,45936,272,0,783
11,1060,103,pair_009_conflict,conflict,1,0,0,12.23,0.298235,16960,50880,272,0,949
12,1163,103,pair_017_conflict,conflict,1,0,0,12.230000000000002,0.29806333333333335,18608,55824,298,0,1083
13,1266,103,pair_007_control,control,1,0,0,12.23,0.29789166666666667,20256,60768,298,0,1246
14,1364,98,pair_016_control,control,0,1,0,0.830000000000001,0.2977283333333333,21824,65472,325,1,1426
15,1386,22,pair_004_conflict,conflict,0,1,0,-0.4600000000000002,0.29769166666666663,22176,66528,338,1,1471
16,1410,24,pair_004_control,control,0,1,0,-0.5300000000000002,0.29765166666666665,22560,67680,354,2,1512
17,1507,97,pair_002_control,control,1,0,0,12.290000000000001,0.29749,24112,72336,377,2,1755
18,1613,106,pair_006_conflict,conflict,1,0,0,12.200000000000001,0.2973133333333333,25808,77424,377,2,1993
19,1708,95,pair_012_conflict,conflict,1,0,0,12.310000000000002,0.297155,27328,81984,383,2,2194
20,1725,17,pair_000_conflict,conflict,0,1,0,-0.56,0.29712666666666665,27600,82800,400,2,2226
21,1851,126,pair_015_control,control,1,0,0,12.0,0.29691666666666666,29616,88848,411,2,2504
22,1942,91,pair_014_control,control,1,0,0,12.350000000000001,0.296765,31072,93216,420,2,2728
23,2055,113,pair_007_conflict,conflict,1,0,0,12.13,0.29657666666666666,32880,98640,420,2,2987
24,2144,89,pair_008_conflict,conflict,1,0,0,12.370000000000001,0.29642833333333335,34304,102912,452,2,3221
25,2245,101,pair_005_conflict,conflict,1,0,0,12.250000000000002,0.29625999999999997,35920,107760,479,2,3479
26,2356,111,pair_010_control,control,1,0,0,12.150000000000002,0.296075,37696,113088,529,2,3816
27,2453,97,pair_002_conflict,conflict,1,0,0,12.290000000000001,0.2959133333333333,39248,117744,551,2,4094
28,2535,82,pair_010_conflict,conflict,1,0,0,12.440000000000001,0.29577666666666663,40560,121680,584,2,4351
29,2604,69,pair_016_conflict,conflict,0,1,0,1.0700000000000012,0.29566166666666666,41664,124992,602,2,4603
