episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_marked_total,risk_coverage_count,handover_progress,proposed_risk_steps_cumulative,intervention_steps_cumulative,teacher_fallback_steps_cumulative,teacher_unavailable_steps_cumulative,teacher_cache_hits_cumulative,teacher_planner_calls_cumulative,action_margin_candidate_steps_cumulative,action_margin_labeled_steps_cumulative,action_margin_safe_labels_cumulative,action_margin_blocked_labels_cumulative,action_margin_mean_loss,action_margin_batch_items_cumulative,safe_samples_cumulative,safe_buffer_size,safe_coverage_count
12,2449,300,pair_015_n3_015_conflict,conflict,0,0,0,0.1499999999999994,0.29591999999999996,39184,117552,1286,4,8875,0,0,0,0,0.0,0,0,0,0,0,0,2449,27,100,31,0.009399199982281363,243,0,0,0
13,2478,29,pair_005_n3_005_control,control,0,1,0,-0.6799999999999999,0.29587166666666664,39648,118944,1314,4,9081,0,0,0,0,0.0,0,0,0,0,0,0,2478,28,104,32,0.009320624419236203,250,0,0,0
14,2530,52,pair_015_n3_015_control,control,0,1,0,-0.8600000000000001,0.29578499999999996,40480,121440,1366,4,9475,0,0,0,0,0.0,0,0,0,0,0,0,2530,30,112,34,0.009129054273070083,256,0,0,0
15,2586,56,pair_004_n5_004_control,control,0,1,0,-1.4000000000000004,0.29569166666666663,41376,124128,1422,4,9908,0,0,0,0,0.0,0,0,0,0,0,0,2586,31,116,35,0.009089241724832981,264,0,0,0
16,2654,68,pair_010_n5_010_control,control,0,1,0,-0.42000000000000015,0.29557833333333333,42464,127392,1442,4,10425,0,0,0,0,0.0,0,0,0,0,0,0,2654,32,119,36,0.009612597553192806,279,0,0,0
17,2954,300,pair_001_n3_001_conflict,conflict,0,0,0,0.14999999999999947,0.29507833333333333,47264,141792,1563,4,12824,0,0,0,0,0.0,0,0,0,0,0,0,2954,39,147,43,0.009611976170911123,336,0,0,0
18,3254,300,pair_012_n5_012_conflict,conflict,0,0,0,-1.6000000000000012,0.29457833333333333,52064,156192,1789,4,15634,0,0,0,0,0.0,0,0,0,0,0,0,3254,40,151,44,0.00924497150393007,409,0,0,0
19,3554,300,pair_011_n3_011_control,control,0,0,0,-1.1000000000000016,0.29407833333333333,56864,170592,1827,4,18714,0,0,0,0,0.0,0,0,0,0,0,0,3554,40,151,44,0.008952050311013964,486,0,0,0
20,3854,300,pair_011_n5_011_control,control,0,0,0,-1.8000000000000018,0.29357833333333333,61664,184992,2002,4,21946,0,0,0,0,0.0,0,0,0,0,0,0,3854,40,151,44,0.008894733400250817,550,0,0,0
21,3969,115,pair_017_n5_017_conflict,conflict,0,1,0,-1.5900000000000005,0.29338666666666663,63504,190512,2117,6,23264,0,0,0,0,0.0,0,0,0,0,0,0,3969,52,194,57,0.00867314878114377,568,0,0,0
22,4269,300,pair_003_n5_003_conflict,conflict,0,0,0,-0.850000000000001,0.29288666666666663,68304,204912,2117,6,26741,0,0,0,0,0.0,0,0,0,0,0,0,4269,52,194,57,0.008850625092432018,658,0,0,0
23,4397,128,pair_015_n5_015_conflict,conflict,0,1,0,-1.6200000000000006,0.29267333333333334,70352,211056,2245,7,28279,0,0,0,0,0.0,0,0,0,0,0,0,4397,60,225,66,0.0086865443545687,694,0,0,0
24,4697,300,pair_015_n5_015_control,control,0,0,0,-0.8000000000000003,0.29217333333333334,75152,225456,2477,13,32297,0,0,0,0,0.0,0,0,0,0,0,0,4697,74,281,80,0.008356369376715534,814,0,0,0
25,4997,300,pair_009_n5_009_control,control,0,0,0,-1.5000000000000016,0.29167333333333334,79952,239856,2708,13,36621,0,0,0,0,0.0,0,0,0,0,0,0,4997,84,317,90,0.007871834147613058,931,0,0,0
26,5155,158,pair_010_n5_010_conflict,conflict,0,1,0,-1.3200000000000005,0.29141,82480,247440,2811,13,39042,0,0,0,0,0.0,0,0,0,0,0,0,5155,92,344,98,0.007648104986186735,1011,0,0,0
27,5455,300,pair_003_n3_003_control,control,0,0,0,-0.9500000000000013,0.29091,87280,261840,3066,13,43976,0,0,0,0,0.0,0,0,0,0,0,0,5455,95,356,101,0.007298411705294721,1155,0,0,0
28,5629,174,pair_003_n3_003_conflict,conflict,0,1,0,-1.9800000000000009,0.29062,90064,270192,3228,13,47084,0,0,0,0,0.0,0,0,0,0,0,0,5629,97,363,104,0.007076011526031556,1252,0,0,0
29,5892,263,pair_010_n3_010_conflict,conflict,0,1,0,-0.6700000000000019,0.29018166666666667,94272,282816,3381,13,51842,0,0,0,0,0.0,0,0,0,0,0,0,5892,98,367,105,0.006951636576401329,1375,0,0,0
30,5902,10,pair_014_n3_014_conflict,conflict,0,1,0,-0.99,0.290165,94432,283296,3391,15,52045,0,0,0,0,0.0,0,0,0,0,0,0,5902,100,375,107,0.006939858134218338,1382,0,0,0
31,5931,29,pair_017_n3_017_control,control,0,1,0,-0.8300000000000001,0.29011666666666663,94896,284688,3420,15,52587,0,0,0,0,0.0,0,0,0,0,0,0,5931,101,378,108,0.0069059252584988415,1401,0,0,0
32,5990,59,pair_016_n5_016_conflict,conflict,0,1,0,-1.5300000000000002,0.2900183333333333,95840,287520,3479,26,53749,0,0,0,0,0.0,0,0,0,0,0,0,5990,119,450,126,0.006854274661672023,1431,0,0,0
33,6259,269,pair_000_n3_000_conflict,conflict,0,1,0,-0.5800000000000016,0.28957,100144,300432,3625,26,59057,0,0,0,0,0.0,0,0,0,0,0,0,6259,124,470,131,0.006862400019693751,1619,0,0,0
34,6289,30,pair_008_n5_008_conflict,conflict,0,1,0,-1.19,0.28952,100624,301872,3655,27,59650,0,0,0,0,0.0,0,0,0,0,0,0,6289,125,474,132,0.006885272669285301,1637,0,0,0
35,6498,209,pair_004_n5_004_conflict,conflict,0,1,0,0.11999999999999988,0.28917166666666666,103968,311904,3784,27,64053,0,0,0,0,0.0,0,0,0,0,0,0,6498,132,501,140,0.006716438965671563,1760,0,0,0
36,6544,46,pair_000_n3_000_control,control,0,1,0,-0.9000000000000001,0.289095,104704,314112,3830,28,65005,0,0,0,0,0.0,0,0,0,0,0,0,6544,133,504,141,0.006696583543871962,1788,0,0,0
37,6844,300,pair_011_n3_011_conflict,conflict,0,0,0,0.049999999999998865,0.288595,109504,328512,3978,30,71535,0,0,0,0,0.0,0,0,0,0,0,0,6844,139,527,147,0.006836685911140746,2043,0,0,0
38,7144,300,pair_016_n3_016_control,control,0,0,0,0.04999999999999866,0.288095,114304,342912,4165,31,78250,0,0,0,0,0.0,0,0,0,0,0,0,7144,143,543,151,0.006621958041392331,2266,0,0,0
39,7444,300,pair_006_n5_006_control,control,0,0,0,-3.8163916471489756e-16,0.287595,119104,357312,4352,31,85274,0,0,0,0,0.0,0,0,0,0,0,0,7444,143,543,151,0.006400197069867514,2507,0,0,0
40,7744,300,pair_001_n5_001_conflict,conflict,0,0,0,-2.4499999999999993,0.287095,123904,371712,4615,31,92672,0,0,0,0,0.0,0,0,0,0,0,0,7744,143,543,151,0.006164826774167057,2753,0,0,0
41,7957,213,pair_013_n5_013_control,control,1,0,0,11.13,0.28674,127312,381936,4659,31,98047,0,0,0,0,0.0,0,0,0,0,0,0,7957,143,543,151,0.0060053825270678565,2923,0,0,0
42,8117,160,pair_002_n3_002_control,control,0,1,0,0.4100000000000006,0.2864733333333333,129872,389616,4737,31,102198,0,0,0,0,0.0,0,0,0,0,0,0,8117,147,559,155,0.005887006131314394,3037,0,0,0
43,8244,127,pair_008_n3_008_control,control,0,1,0,-0.9100000000000006,0.28626166666666664,131904,395712,4844,31,105504,0,0,0,0,0.0,0,0,0,0,0,0,8244,149,565,157,0.005796459268734843,3157,0,0,0
44,8393,149,pair_006_n3_006_conflict,conflict,1,0,0,11.770000000000001,0.28601333333333334,134288,402864,4935,31,109533,0,0,0,0,0.0,0,0,0,0,0,0,8393,155,583,164,0.005740323532410996,3268,0,0,0
45,8609,216,pair_017_n3_017_conflict,conflict,1,0,0,11.1,0.2856533333333333,137744,413232,5035,31,115383,0,0,0,0,0.0,0,0,0,0,0,0,8609,155,583,164,0.005648365329096101,3446,0,0,0
46,8909,300,pair_001_n3_001_control,control,0,0,0,0.049999999999999815,0.2851533333333333,142544,427632,5256,31,123814,0,0,0,0,0.0,0,0,0,0,0,0,8909,175,663,184,0.0054667939643574925,3706,0,0,0
47,9063,154,pair_004_n3_004_control,control,0,1,0,0.6200000000000008,0.28489666666666663,145008,435024,5323,31,128158,0,0,0,0,0.0,0,0,0,0,0,0,9063,181,686,191,0.005388042359610005,3859,0,0,0
48,9202,139,pair_000_n5_000_conflict,conflict,0,1,0,0.4200000000000006,0.284665,147232,441696,5426,31,132079,0,0,0,0,0.0,0,0,0,0,0,0,9202,184,697,194,0.005326361545422607,3985,0,0,0
49,9472,270,pair_002_n3_002_conflict,conflict,0,1,0,-0.49,0.284215,151552,454656,5620,31,139725,0,0,0,0,0.0,0,0,0,0,0,0,9472,195,741,205,0.005270498808693299,4263,0,0,0
50,9753,281,pair_002_n5_002_control,control,1,0,0,10.45,0.28374666666666665,156048,468144,5833,36,147834,0,0,0,0,0.0,0,0,0,0,0,0,9753,214,814,226,0.005118647053823739,4534,0,0,0
51,10053,300,pair_007_n3_007_control,control,0,0,0,0.04999999999999943,0.28324666666666665,160848,482544,6063,36,156625,0,0,0,0,0.0,0,0,0,0,0,0,10053,217,826,229,0.004998175008034862,4845,0,0,0
52,10353,300,pair_002_n5_002_conflict,conflict,0,0,0,0.14999999999999944,0.28274666666666665,165648,496944,6243,37,165536,0,0,0,0,0.0,0,0,0,0,0,0,10353,227,866,239,0.004871655375389786,5163,0,0,0
53,10653,300,pair_007_n3_007_conflict,conflict,0,0,0,0.0999999999999995,0.28224666666666665,170448,511344,6494,37,174577,0,0,0,0,0.0,0,0,0,0,0,0,10653,231,882,243,0.004736753629466245,5508,0,0,0
54,10855,202,pair_001_n5_001_control,control,0,1,0,-0.10999999999999988,0.28191,173680,521040,6671,40,180683,0,0,0,0,0.0,0,0,0,0,0,0,10855,238,908,252,0.0046496747366295554,5777,0,0,0
55,11085,230,pair_004_n3_004_conflict,conflict,0,1,0,-0.08999999999999986,0.28152666666666665,177360,532080,6710,40,187618,0,0,0,0,0.0,0,0,0,0,0,0,11085,241,918,257,0.0046182997622302435,6058,0,0,0
56,11385,300,pair_017_n5_017_control,control,0,0,0,0.0999999999999995,0.28102666666666665,182160,546480,6873,40,196558,0,0,0,0,0.0,0,0,0,0,0,0,11385,241,918,257,0.00455848331652953,6434,0,0,0
57,11685,300,pair_010_n3_010_control,control,0,0,0,0.049999999999999725,0.28052666666666665,186960,560880,7130,40,205681,0,0,0,0,0.0,0,0,0,0,0,0,11685,247,942,263,0.004707530130366015,6776,0,0,0
58,11985,300,pair_008_n3_008_conflict,conflict,0,0,0,0.04999999999999973,0.28002666666666665,191760,575280,7332,40,214728,0,0,0,0,0.0,0,0,0,0,0,0,11985,251,958,267,0.004606688366711379,7123,0,0,0
59,12285,300,pair_007_n5_007_conflict,conflict,0,0,0,0.14999999999999988,0.27952666666666665,196560,589680,7601,41,224012,0,0,0,0,0.0,0,0,0,0,0,0,12285,254,968,270,0.004513145813718059,7492,0,0,0
60,12585,300,pair_014_n5_014_control,control,0,0,0,0.1500000000000003,0.27902666666666665,201360,604080,7707,41,233472,0,0,0,0,0.0,0,0,0,0,0,0,12585,254,968,270,0.004411169429262305,7840,0,0,0
61,12843,258,pair_011_n5_011_conflict,conflict,0,1,0,-0.7699999999999998,0.27859666666666666,205488,616464,7920,49,241517,0,0,0,0,0.0,0,0,0,0,0,0,12843,281,1073,300,0.004322554486277825,8142,0,0,0
62,12857,14,pair_016_n5_016_control,control,0,1,0,-0.88,0.27857333333333334,205712,617136,7934,49,241961,0,0,0,0,0.0,0,0,0,0,0,0,12857,285,1084,305,0.004317847652427946,8155,0,0,0
63,12951,94,pair_014_n5_014_conflict,conflict,1,0,0,12.32,0.27841666666666665,207216,621648,7973,49,244989,0,0,0,0,0.0,0,0,0,0,0,0,12951,285,1084,305,0.004300166968486423,8264,0,0,0
64,13251,300,pair_012_n3_012_control,control,0,0,0,-3.5388358909926865e-16,0.27791666666666665,212016,636048,8194,49,254637,0,0,0,0,0.0,0,0,0,0,0,0,13251,285,1084,305,0.004231914243383671,8637,0,0,0
65,13551,300,pair_012_n5_012_control,control,0,0,0,0.04999999999999962,0.27741666666666664,216816,650448,8440,49,264191,0,0,0,0,0.0,0,0,0,0,0,0,13551,288,1096,308,0.004153785886915894,8961,0,0,0
66,13673,122,pair_016_n3_016_conflict,conflict,1,0,0,12.040000000000001,0.2772133333333333,218768,656304,8496,49,268115,0,0,0,0,0.0,0,0,0,0,0,0,13673,289,1100,309,0.004118961545207306,9116,0,0,0
67,13973,300,pair_006_n3_006_control,control,0,0,0,0.14999999999999925,0.2767133333333333,223568,670704,8737,49,277737,0,0,0,0,0.0,0,0,0,0,0,0,13973,291,1107,311,0.004036796202144025,9470,0,0,0
68,13994,21,pair_005_n3_005_conflict,conflict,0,1,0,-0.6000000000000001,0.2766783333333333,223904,671712,8757,49,278378,0,0,0,0,0.0,0,0,0,0,0,0,13994,292,1111,312,0.00403073841164488,9492,0,0,0
69,14294,300,pair_009_n5_009_conflict,conflict,0,0,0,0.1999999999999995,0.2761783333333333,228704,686112,9023,49,288063,0,0,0,0,0.0,0,0,0,0,0,0,14294,298,1130,320,0.003953815925089004,9834,0,0,0
70,14594,300,pair_003_n5_003_control,control,0,0,0,-6.106226635438361e-16,0.2756783333333333,233504,700512,9293,49,297785,0,0,0,0,0.0,0,0,0,0,0,0,14594,303,1149,325,0.003904194314420089,10203,0,0,0
71,14787,193,pair_014_n3_014_control,control,0,1,0,-0.1200000000000001,0.27535666666666664,236592,709776,9458,53,304024,0,0,0,0,0.0,0,0,0,0,0,0,14787,314,1189,336,0.003857194050347448,10404,0,0,0
72,14918,131,pair_013_n3_013_conflict,conflict,1,0,0,11.950000000000001,0.2751383333333333,238688,716064,9563,54,308368,0,0,0,0,0.0,0,0,0,0,0,0,14918,316,1196,338,0.003823322725733189,10534,0,0,0
73,15218,300,pair_006_n5_006_control,control,0,0,0,0.0999999999999995,0.2746383333333333,243488,730464,9851,56,318370,0,0,0,0,0.0,0,0,0,0,0,0,15218,322,1220,344,0.003765906221744624,10825,0,0,0
74,15518,300,pair_007_n3_007_control,control,0,0,0,-0.05000000000000094,0.2741383333333333,248288,744864,9917,56,328350,0,0,0,0,0.0,0,0,0,0,0,0,15518,322,1220,344,0.0036931904911042665,11142,0,0,0
75,15818,300,pair_002_n3_002_conflict,conflict,0,0,0,-2.7582103268031233e-16,0.2736383333333333,253088,759264,10149,58,338172,0,0,0,0,0.0,0,0,0,0,0,0,15818,345,1312,367,0.003623495771069821,11480,0,0,0
76,15934,116,pair_017_n3_017_conflict,conflict,0,1,0,0.6500000000000008,0.273445,254944,764832,10200,58,342044,0,0,0,0,0.0,0,0,0,0,0,0,15934,346,1316,368,0.0035971166127012942,11599,0,0,0
77,15949,15,pair_016_n5_016_conflict,conflict,0,1,0,-0.8899999999999999,0.27342,255184,765552,10215,58,342535,0,0,0,0,0.0,0,0,0,0,0,0,15949,349,1325,372,0.003595356155968697,11618,0,0,0
78,16203,254,pair_000_n5_000_conflict,conflict,0,1,0,-0.3300000000000003,0.27299666666666667,259248,777744,10428,58,350939,0,0,0,0,0.0,0,0,0,0,0,0,16203,361,1371,385,0.0035831948772568774,11903,0,0,0
79,16503,300,pair_008_n5_008_control,control,0,0,0,-9.419548474554063e-16,0.27249666666666666,264048,792144,10681,61,360940,0,0,0,0,0.0,0,0,0,0,0,0,16503,374,1420,398,0.003531084943819434,12265,0,0,0
80,16803,300,pair_009_n3_009_control,control,0,0,0,-1.2000000000000013,0.27199666666666666,268848,806544,10968,65,371112,0,0,0,0,0.0,0,0,0,0,0,0,16803,382,1448,406,0.0034746197379209275,12652,0,0,0
81,16881,78,pair_012_n5_012_conflict,conflict,0,1,0,-1.07,0.27186666666666665,270096,810288,11046,65,373769,0,0,0,0,0.0,0,0,0,0,0,0,16881,387,1466,411,0.0034585649817123008,12758,0,0,0
82,16999,118,pair_007_n5_007_conflict,conflict,0,1,0,0.880000000000001,0.27166999999999997,271984,815952,11124,65,377807,0,0,0,0,0.0,0,0,0,0,0,0,16999,392,1484,416,0.003434557059608527,12916,0,0,0
83,17142,143,pair_012_n3_012_control,control,0,1,0,0.7300000000000009,0.2714316666666666,274272,822816,11212,65,382698,0,0,0,0,0.0,0,0,0,0,0,0,17142,397,1501,421,0.0034059056969014904,13102,0,0,0
84,17292,150,pair_010_n3_010_control,control,0,1,0,0.7100000000000013,0.27118166666666665,276672,830016,11339,65,387870,0,0,0,0,0.0,0,0,0,0,0,0,17292,402,1521,426,0.0033775835140149,13310,0,0,0
85,17310,18,pair_002_n5_002_conflict,conflict,0,1,0,-1.17,0.2711516666666667,276960,830880,11357,65,388494,0,0,0,0,0.0,0,0,0,0,0,0,17310,407,1541,431,0.0033782625590968373,13335,0,0,0
86,17610,300,pair_004_n5_004_conflict,conflict,0,0,0,0.09999999999999967,0.2706516666666667,281760,845280,11620,65,398986,0,0,0,0,0.0,0,0,0,0,0,0,17610,425,1613,449,0.003322791720850632,13774,0,0,0
87,17827,217,pair_016_n3_016_conflict,conflict,1,0,0,11.09,0.27029,285232,855696,11791,65,406725,0,0,0,0,0.0,0,0,0,0,0,0,17827,432,1637,458,0.0032836212976591174,14033,0,0,0
88,17832,5,pair_009_n5_009_conflict,conflict,0,1,0,-0.84,0.27028166666666664,285312,855936,11796,65,406910,0,0,0,0,0.0,0,0,0,0,0,0,17832,433,1640,459,0.0032827005873356375,14038,0,0,0
89,18132,300,pair_006_n3_006_conflict,conflict,0,0,0,-0.8000000000000009,0.26978166666666664,290112,870336,12089,65,417593,0,0,0,0,0.0,0,0,0,0,0,0,18132,439,1662,465,0.003245642957460681,14506,0,0,0
90,18432,300,pair_007_n3_007_conflict,conflict,0,0,0,0.04999999999999926,0.26928166666666664,294912,884736,12322,66,428344,0,0,0,0,0.0,0,0,0,0,0,0,18432,441,1670,467,0.0031928167374499277,14898,0,0,0
91,18732,300,pair_014_n5_014_conflict,conflict,0,0,0,0.09999999999999938,0.26878166666666664,299712,899136,12490,66,439093,0,0,0,0,0.0,0,0,0,0,0,0,18732,447,1690,473,0.0031513777479009377,15259,0,0,0
92,18882,150,pair_001_n5_001_control,control,0,1,0,0.36000000000000054,0.26853166666666667,302112,906336,12549,69,444432,0,0,0,0,0.0,0,0,0,0,0,0,18882,452,1709,479,0.0031335077003235086,15447,0,0,0
93,19093,211,pair_013_n5_013_conflict,conflict,1,0,0,11.15,0.26818,305488,916464,12736,69,451935,0,0,0,0,0.0,0,0,0,0,0,0,19093,456,1724,483,0.0031002966715722156,15688,0,0,0
94,19393,300,pair_017_n3_017_control,control,0,0,0,-0.1000000000000005,0.26768,310288,930864,12971,69,462605,0,0,0,0,0.0,0,0,0,0,0,0,19393,458,1732,485,0.0030678084056144864,16047,0,0,0
95,19693,300,pair_013_n5_013_control,control,0,0,0,-0.7000000000000008,0.26718,315088,945264,13265,71,473414,0,0,0,0,0.0,0,0,0,0,0,0,19693,475,1793,502,0.003021073904944992,16460,0,0,0
96,19993,300,pair_006_n5_006_conflict,conflict,0,0,0,-2.3999999999999995,0.26668,319888,959664,13565,71,484469,0,0,0,0,0.0,0,0,0,0,0,0,19993,481,1814,508,0.002977585217160537,16876,0,0,0
97,20248,255,pair_015_n3_015_control,control,1,0,0,10.709999999999999,0.266255,323968,971904,13748,73,493975,0,0,0,0,0.0,0,0,0,0,0,0,20248,485,1826,512,0.0029410333589436396,17212,0,0,0
98,20444,196,pair_010_n5_010_control,control,0,1,0,0.10000000000000031,0.2659283333333333,327104,981312,13904,74,501305,0,0,0,0,0.0,0,0,0,0,0,0,20444,499,1882,526,0.002926649837507418,17475,0,0,0
99,20744,300,pair_012_n5_012_control,control,0,0,0,-1.4999999999999993,0.2654283333333333,331904,995712,14204,76,512523,0,0,0,0,0.0,0,0,0,0,0,0,20744,508,1910,536,0.002886463828157186,17883,0,0,0
100,21044,300,pair_005_n5_005_conflict,conflict,0,0,0,-2.4000000000000004,0.2649283333333333,336704,1010112,14503,78,523744,0,0,0,0,0.0,0,0,0,0,0,0,21044,511,1922,539,0.002845314847523887,18278,0,0,0
101,21344,300,pair_009_n3_009_conflict,conflict,0,0,0,-0.25000000000000033,0.2644283333333333,341504,1024512,14715,78,535274,0,0,0,0,0.0,0,0,0,0,0,0,21344,512,1926,540,0.0028123215695464924,18706,0,0,0
102,21502,158,pair_008_n3_008_conflict,conflict,0,1,0,0.48000000000000065,0.264165,344032,1032096,14799,78,541318,0,0,0,0,0.0,0,0,0,0,0,0,21502,518,1949,547,0.002791656198511782,18938,0,0,0
103,21763,261,pair_004_n3_004_control,control,0,1,0,-0.4500000000000004,0.26373,348208,1044624,14882,78,551214,0,0,0,0,0.0,0,0,0,0,0,0,21763,524,1973,553,0.002760874968719669,19285,0,0,0
104,22063,300,pair_003_n3_003_conflict,conflict,0,0,0,0.19999999999999926,0.26322999999999996,353008,1059024,15015,78,562472,0,0,0,0,0.0,0,0,0,0,0,0,22063,536,2021,565,0.002725953053077744,19702,0,0,0
105,22363,300,pair_005_n3_005_conflict,conflict,0,0,0,-1.2000000000000008,0.26273,357808,1073424,15280,78,573637,0,0,0,0,0.0,0,0,0,0,0,0,22363,538,2027,567,0.002693745404671813,20142,0,0,0
106,22663,300,pair_003_n3_003_control,control,0,0,0,-0.15000000000000052,0.26222999999999996,362608,1087824,15524,78,584876,0,0,0,0,0.0,0,0,0,0,0,0,22663,549,2070,579,0.0026593674387505547,20602,0,0,0
107,22819,156,pair_008_n5_008_conflict,conflict,0,1,0,0.6000000000000008,0.26197,365104,1095312,15635,79,590678,0,0,0,0,0.0,0,0,0,0,0,0,22819,554,2088,586,0.0026411869172358045,20834,0,0,0
108,23119,300,pair_011_n3_011_conflict,conflict,0,0,0,-0.2500000000000005,0.26147,369904,1109712,15773,79,601825,0,0,0,0,0.0,0,0,0,0,0,0,23119,555,2092,587,0.0026297442058294137,21249,0,0,0
109,23419,300,pair_011_n3_011_control,control,0,0,0,-0.20000000000000107,0.26097,374704,1124112,15914,79,612687,0,0,0,0,0.0,0,0,0,0,0,0,23419,555,2092,587,0.002599664907970184,21656,0,0,0
110,23719,300,pair_015_n3_015_conflict,conflict,0,0,0,-0.8000000000000008,0.26047,379504,1138512,16185,80,623555,0,0,0,0,0.0,0,0,0,0,0,0,23719,561,2116,593,0.00257221998859445,22083,0,0,0
111,24019,300,pair_000_n3_000_conflict,conflict,0,0,0,-1.1500000000000015,0.25997,384304,1152912,16214,80,634278,0,0,0,0,0.0,0,0,0,0,0,0,24019,561,2116,593,0.0025473700825972318,22477,0,0,0
112,24182,163,pair_011_n5_011_conflict,conflict,0,1,0,0.5300000000000007,0.2596983333333333,386912,1160736,16300,81,640044,0,0,0,0,0.0,0,0,0,0,0,0,24182,566,2135,598,0.0025301994050906836,22681,0,0,0
113,24482,300,pair_000_n5_000_control,control,0,0,0,-1.2500000000000007,0.2591983333333333,391712,1175136,16552,81,650780,0,0,0,0,0.0,0,0,0,0,0,0,24482,566,2135,598,0.0024991945925129854,23060,0,0,0
114,24782,300,pair_014_n5_014_control,control,0,0,0,-0.4500000000000008,0.2586983333333333,396512,1189536,16837,82,661512,0,0,0,0,0.0,0,0,0,0,0,0,24782,587,2207,620,0.0024723634054489457,23442,0,0,0
115,24859,77,pair_017_n5_017_conflict,conflict,0,1,0,-1.16,0.25856999999999997,397744,1193232,16914,84,664245,0,0,0,0,0.0,0,0,0,0,0,0,24859,593,2227,627,0.002464705334640805,23519,0,0,0
116,25159,300,pair_002_n3_002_control,control,0,0,0,-0.15000000000000033,0.25806999999999997,402544,1207632,17168,86,675101,0,0,0,0,0.0,0,0,0,0,0,0,25159,599,2247,634,0.0024353452726080934,23932,0,0,0
117,25238,79,pair_014_n3_014_conflict,conflict,0,1,0,-1.5300000000000002,0.2579383333333333,403808,1211424,17247,86,677972,0,0,0,0,0.0,0,0,0,0,0,0,25238,601,2252,637,0.002446405033286613,24038,0,0,0
118,25538,300,pair_015_n5_015_control,control,0,0,0,-2.2499999999999996,0.2574383333333333,408608,1225824,17547,98,688806,0,0,0,0,0.0,0,0,0,0,0,0,25538,629,2347,667,0.0024200796321923635,24434,0,0,0
