episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative
0,100,100,pair_003_conflict,conflict,1,0,0,12.260000000000002,0.29983499999999996,600,5800,39,0,24
1,184,84,pair_015_control,control,1,0,0,12.420000000000002,0.299695,1104,10672,48,0,46
2,289,105,pair_000_control,control,1,0,0,12.21,0.29952,1734,16762,74,0,96
3,397,108,pair_012_conflict,conflict,1,0,0,12.180000000000001,0.29934,2382,23026,91,0,137
4,512,115,pair_006_conflict,conflict,1,0,0,12.110000000000001,0.29914833333333335,3072,29696,129,0,211
5,613,101,pair_012_control,control,1,0,0,12.250000000000002,0.29897999999999997,3678,35554,138,0,311
6,706,93,pair_007_control,control,1,0,0,12.330000000000002,0.298825,4236,40948,158,0,384
7,802,96,pair_011_control,control,1,0,0,12.3,0.298665,4812,46516,162,0,490
8,892,90,pair_008_control,control,1,0,0,12.360000000000001,0.298515,5352,51736,182,0,592
9,897,5,pair_005_control,control,0,1,0,-0.94,0.29850666666666664,5382,52026,187,0,596
10,1001,104,pair_010_conflict,conflict,1,0,0,12.22,0.29833333333333334,6006,58058,214,0,757
11,1048,47,pair_006_control,control,0,1,0,0.39000000000000057,0.298255,6288,60784,225,0,816
12,1150,102,pair_004_conflict,conflict,1,0,0,12.240000000000002,0.298085,6900,66700,251,0,968
13,1230,80,pair_001_control,control,1,0,0,12.46,0.29795166666666667,7380,71340,282,0,1114
14,1331,101,pair_009_control,control,1,0,0,12.250000000000002,0.29778333333333334,7986,77198,291,0,1332
15,1425,94,pair_017_control,control,1,0,0,12.320000000000002,0.29762666666666665,8550,82650,316,0,1539
16,1514,89,pair_010_control,control,1,0,0,12.370000000000001,0.29747833333333334,9084,87812,321,0,1734
17,1607,93,pair_002_conflict,conflict,1,0,0,12.330000000000002,0.29732333333333333,9642,93206,342,0,1955
18,1714,107,pair_000_conflict,conflict,1,0,0,12.190000000000001,0.297145,10284,99412,366,0,2215
19,1803,89,pair_014_control,control,1,0,0,12.370000000000003,0.29699666666666663,10818,104574,387,0,2455
20,1906,103,pair_013_conflict,conflict,1,0,0,12.23,0.296825,11436,110548,440,0,2731
21,1999,93,pair_007_conflict,conflict,1,0,0,12.330000000000002,0.29667,11994,115942,473,0,3012
22,2100,101,pair_008_conflict,conflict,1,0,0,12.250000000000002,0.29650166666666666,12600,121800,483,0,3314
23,2191,91,pair_016_conflict,conflict,1,0,0,12.350000000000001,0.29635,13146,127078,503,0,3609
24,2278,87,pair_017_conflict,conflict,0,1,0,1.2400000000000015,0.296205,13668,132124,515,0,3909
25,2380,102,pair_011_conflict,conflict,1,0,0,12.240000000000002,0.296035,14280,138040,515,0,4259
26,2481,101,pair_014_conflict,conflict,1,0,0,12.250000000000002,0.29586666666666667,14886,143898,522,0,4611
27,2601,120,pair_001_conflict,conflict,1,0,0,12.06,0.29566666666666663,15606,150858,529,0,5039
