episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative
0,103,103,pair_011_conflict,conflict,1,0,0,12.23,0.29983,0,6592,0,0,0
1,198,95,pair_004_conflict,conflict,1,0,0,12.310000000000002,0.29967166666666667,0,12672,26,0,16
2,296,98,pair_001_control,control,1,0,0,12.280000000000001,0.2995083333333333,0,18944,26,0,34
3,427,131,pair_015_conflict,conflict,1,0,0,11.950000000000001,0.29929,0,27328,35,0,65
4,516,89,pair_007_conflict,conflict,1,0,0,12.370000000000001,0.29914166666666664,0,33024,35,0,91
5,611,95,pair_017_conflict,conflict,1,0,0,12.310000000000002,0.2989833333333333,0,39104,50,0,120
6,707,96,pair_010_conflict,conflict,1,0,0,12.3,0.29882333333333333,0,45248,50,0,156
7,801,94,pair_006_conflict,conflict,1,0,0,12.320000000000002,0.29866666666666664,0,51264,50,0,189
8,886,85,pair_003_conflict,conflict,1,0,0,12.410000000000002,0.298525,0,56704,58,0,239
9,975,89,pair_014_conflict,conflict,1,0,0,12.370000000000001,0.2983766666666667,0,62400,82,0,281
10,1078,103,pair_013_control,control,1,0,0,12.23,0.298205,0,68992,100,0,345
11,1170,92,pair_004_control,control,1,0,0,12.340000000000002,0.29805166666666666,0,74880,117,0,435
12,1274,104,pair_017_control,control,1,0,0,12.22,0.2978783333333333,0,81536,130,0,518
13,1372,98,pair_010_control,control,1,0,0,12.280000000000001,0.297715,0,87808,168,0,645
14,1467,95,pair_013_conflict,conflict,1,0,0,12.310000000000002,0.29755666666666664,0,93888,190,0,746
15,1478,11,pair_005_conflict,conflict,0,1,0,-0.95,0.29753833333333335,0,94592,201,0,768
16,1571,93,pair_000_conflict,conflict,1,0,0,12.330000000000002,0.29738333333333333,0,100544,239,0,923
17,1669,98,pair_016_conflict,conflict,1,0,0,12.280000000000001,0.29722,0,106816,270,0,1115
18,1778,109,pair_003_control,control,1,0,0,12.170000000000002,0.29703833333333335,0,113792,287,0,1343
19,1868,90,pair_005_control,control,1,0,0,12.360000000000001,0.2968883333333333,0,119552,304,0,1547
20,1974,106,pair_016_control,control,1,0,0,12.200000000000001,0.29671166666666665,0,126336,337,0,1815
21,2076,102,pair_012_conflict,conflict,0,1,0,1.1900000000000013,0.29654166666666665,0,132864,350,0,2080
22,2119,43,pair_009_control,control,0,1,0,0.28000000000000047,0.29647,0,135616,359,0,2184
23,2212,93,pair_001_conflict,conflict,1,0,0,12.330000000000002,0.296315,0,141568,393,0,2431
24,2292,80,pair_000_control,control,1,0,0,12.46,0.2961816666666667,0,146688,411,0,2673
25,2406,114,pair_012_control,control,1,0,0,12.120000000000001,0.29599166666666665,0,153984,422,0,3013
26,2506,100,pair_008_control,control,1,0,0,12.260000000000002,0.295825,0,160384,440,0,3300
27,2623,117,pair_002_conflict,conflict,1,0,0,12.090000000000002,0.29563,0,167872,462,1,3705
28,2666,43,pair_007_control,control,0,1,0,0.18000000000000038,0.2955583333333333,0,170624,470,2,3858
29,2765,99,pair_008_conflict,conflict,1,0,0,12.270000000000001,0.29539333333333334,0,176960,488,2,4176
30,2874,109,pair_002_control,control,1,0,0,12.170000000000002,0.29521166666666665,0,183936,509,2,4576
31,2972,98,pair_009_conflict,conflict,1,0,0,12.280000000000001,0.2950483333333333,0,190208,540,2,4950
32,3059,87,pair_011_control,control,1,0,0,12.39,0.2949033333333333,0,195776,576,2,5342
33,3149,90,pair_014_control,control,1,0,0,12.360000000000001,0.2947533333333333,0,201536,589,2,5729
34,3239,90,pair_015_control,control,1,0,0,12.360000000000001,0.29460333333333333,0,207296,614,2,6153
35,3343,104,pair_006_control,control,1,0,0,12.22,0.29442999999999997,0,213952,640,2,6652
36,3441,98,pair_008_conflict,conflict,1,0,0,12.280000000000001,0.2942666666666667,0,220224,661,2,7075
37,3519,78,pair_008_control,control,1,0,0,12.480000000000002,0.29413666666666666,0,225216,667,2,7465
38,3611,92,pair_005_conflict,conflict,1,0,0,12.340000000000002,0.2939833333333333,0,231104,680,2,7929
39,3724,113,pair_009_conflict,conflict,1,0,0,12.13,0.293795,0,238336,719,2,8520
40,3824,100,pair_015_control,control,1,0,0,12.260000000000002,0.2936283333333333,0,244736,744,2,9021
41,3904,80,pair_003_control,control,1,0,0,12.46,0.293495,0,249856,761,2,9448
42,4007,103,pair_016_conflict,conflict,1,0,0,12.23,0.2933233333333333,0,256448,799,2,10031
43,4091,84,pair_010_conflict,conflict,1,0,0,12.420000000000002,0.2931833333333333,0,261824,829,2,10572
44,4191,100,pair_006_control,control,1,0,0,12.260000000000002,0.29301666666666665,0,268224,858,2,11188
45,4301,110,pair_011_control,control,1,0,0,12.160000000000002,0.29283333333333333,0,275264,888,2,11887
46,4389,88,pair_012_conflict,conflict,1,0,0,12.38,0.29268666666666665,0,280896,900,2,12506
47,4470,81,pair_016_control,control,1,0,0,12.450000000000001,0.29255166666666665,0,286080,927,2,13055
