episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_coverage_count,handover_progress,proposed_risk_steps_cumulative,intervention_steps_cumulative,teacher_fallback_steps_cumulative,teacher_unavailable_steps_cumulative,teacher_cache_hits_cumulative,teacher_planner_calls_cumulative,safe_samples_cumulative,safe_buffer_size,safe_coverage_count
38,3832,100,pair_000_n3_000_conflict,conflict,1,0,0,12.260000000000002,0.293615,61312,183936,1872,16,19406,0,0,0,0.0,65,65,0,0,0,65,0,65,21
39,3920,88,pair_008_n5_008_control,control,1,0,0,12.380000000000003,0.29346833333333333,62720,188160,1933,17,20340,0,0,0,0.0,66,66,0,0,0,66,0,66,21
40,4024,104,pair_002_n3_002_conflict,conflict,1,0,0,12.220000000000002,0.293295,64384,193152,1972,18,21483,0,0,0,0.0,68,68,0,0,0,68,0,68,22
41,4129,105,pair_000_n5_000_control,control,1,0,0,12.21,0.29312,66064,198192,2018,20,22598,0,0,0,0.0,73,73,0,0,0,73,0,73,23
42,4223,94,pair_008_n5_008_conflict,conflict,1,0,0,12.320000000000002,0.2929633333333333,67568,202704,2051,20,23644,0,0,0,0.0,73,73,0,0,0,73,0,73,23
43,4308,85,pair_001_n3_001_conflict,conflict,1,0,0,12.410000000000002,0.29282166666666665,68928,206784,2092,20,24613,0,0,0,0.0,74,74,0,0,0,74,0,74,24
44,4411,103,pair_012_n5_012_conflict,conflict,1,0,0,12.23,0.29264999999999997,70576,211728,2145,20,25828,0,0,0,0.0,75,75,0,0,0,75,0,75,24
45,4519,108,pair_013_n5_013_conflict,conflict,1,0,0,12.180000000000001,0.29247,72304,216912,2243,22,27135,0,0,0,0.0,77,77,0,0,0,77,0,77,24
46,4627,108,pair_011_n3_011_control,control,1,0,0,12.180000000000001,0.29229,74032,222096,2316,22,28503,0,0,0,0.0,79,79,0,0,0,79,0,79,24
47,4717,90,pair_013_n3_013_control,control,1,0,0,12.360000000000001,0.29214,75472,226416,2341,22,29724,0,0,0,0.0,80,80,0,0,0,80,0,80,25
48,4804,87,pair_015_n5_015_control,control,1,0,0,12.39,0.291995,76864,230592,2375,22,30865,0,0,0,0.0,80,80,0,0,0,80,0,80,25
49,4904,100,pair_008_n3_008_control,control,1,0,0,12.260000000000002,0.2918283333333333,78464,235392,2393,24,32188,0,0,0,0.0,84,84,0,0,0,84,0,84,25
50,4989,85,pair_004_n5_004_conflict,conflict,1,0,0,12.410000000000002,0.29168666666666665,79824,239472,2433,24,33343,0,0,0,0.0,85,85,0,0,0,85,0,85,25
51,5083,94,pair_006_n3_006_control,control,1,0,0,12.320000000000002,0.29153,81328,243984,2496,24,34644,0,0,0,0.0,85,85,0,0,0,85,0,85,25
52,5193,110,pair_014_n5_014_control,control,1,0,0,12.16,0.29134666666666664,83088,249264,2562,25,36163,0,0,0,0.0,88,88,0,0,0,88,0,88,25
53,5290,97,pair_016_n3_016_control,control,1,0,0,12.290000000000003,0.29118499999999997,84640,253920,2618,25,37539,0,0,0,0.0,91,91,0,0,0,91,0,91,25
54,5394,104,pair_015_n5_015_conflict,conflict,1,0,0,12.22,0.29101166666666667,86304,258912,2669,25,39075,0,0,0,0.0,93,93,0,0,0,93,0,93,26
55,5509,115,pair_007_n3_007_control,control,1,0,0,12.110000000000001,0.29081999999999997,88144,264432,2705,26,40773,0,0,0,0.0,95,95,0,0,0,95,0,95,26
56,5610,101,pair_003_n3_003_control,control,1,0,0,12.250000000000002,0.29065166666666664,89760,269280,2757,27,42303,0,0,0,0.0,96,96,0,0,0,96,0,96,26
57,5700,90,pair_013_n3_013_conflict,conflict,1,0,0,12.360000000000003,0.29050166666666666,91200,273600,2802,27,43646,0,0,0,0.0,96,96,0,0,0,96,0,96,26
58,5791,91,pair_005_n3_005_conflict,conflict,1,0,0,12.350000000000001,0.29035,92656,277968,2849,28,45147,0,0,0,0.0,99,99,0,0,0,99,0,99,26
59,5908,117,pair_009_n3_009_control,control,1,0,0,12.09,0.290155,94528,283584,2930,31,47029,0,0,0,0.0,103,103,0,0,0,103,0,103,26
60,5998,90,pair_000_n3_000_control,control,1,0,0,12.360000000000001,0.290005,95968,287904,2972,31,48482,0,0,0,0.0,105,105,0,0,0,105,0,105,26
61,6089,91,pair_009_n3_009_conflict,conflict,1,0,0,12.350000000000001,0.2898533333333333,97424,292272,3044,32,50045,0,0,0,0.0,105,105,0,0,0,105,0,105,26
62,6182,93,pair_001_n5_001_control,control,1,0,0,12.330000000000002,0.28969833333333334,98912,296736,3102,32,51578,0,0,0,0.0,107,107,0,0,0,107,0,107,26
63,6275,93,pair_000_n5_000_conflict,conflict,1,0,0,12.330000000000002,0.2895433333333333,100400,301200,3168,33,53161,0,0,0,0.0,109,109,0,0,0,109,0,109,26
64,6357,82,pair_005_n5_005_conflict,conflict,1,0,0,12.440000000000001,0.28940666666666665,101712,305136,3225,34,54557,0,0,0,0.0,112,112,0,0,0,112,0,112,27
65,6447,90,pair_014_n3_014_control,control,1,0,0,12.360000000000001,0.28925666666666666,103152,309456,3271,34,56172,0,0,0,0.0,113,113,0,0,0,113,0,113,27
66,6531,84,pair_004_n3_004_control,control,1,0,0,12.420000000000002,0.28911666666666663,104496,313488,3304,34,57705,0,0,0,0.0,113,113,0,0,0,113,0,113,27
67,6623,92,pair_009_n5_009_control,control,1,0,0,12.340000000000002,0.28896333333333335,105968,317904,3375,34,59395,0,0,0,0.0,113,113,0,0,0,113,0,113,27
68,6722,99,pair_011_n3_011_conflict,conflict,1,0,0,12.270000000000001,0.2887983333333333,107552,322656,3410,34,61301,0,0,0,0.0,113,113,0,0,0,113,0,113,27
69,6814,92,pair_014_n3_014_conflict,conflict,1,0,0,12.340000000000002,0.288645,109024,327072,3458,36,63055,0,0,0,0.0,114,114,0,0,0,114,0,114,27
70,6919,105,pair_015_n3_015_control,control,1,0,0,12.21,0.28847,110704,332112,3519,39,65111,0,0,0,0.0,117,117,0,0,0,117,0,117,27
71,7014,95,pair_006_n3_006_conflict,conflict,1,0,0,12.310000000000002,0.28831166666666663,112224,336672,3558,39,66947,0,0,0,0.0,119,119,0,0,0,119,0,119,27
72,7120,106,pair_000_n5_000_conflict,conflict,1,0,0,12.200000000000001,0.288135,113920,341760,3608,39,69041,0,0,0,0.0,119,119,0,0,0,119,0,119,27
73,7223,103,pair_014_n3_014_conflict,conflict,1,0,0,12.23,0.28796333333333335,115568,346704,3669,39,71130,0,0,0,0.0,122,122,0,0,0,122,0,122,27
74,7317,94,pair_017_n3_017_conflict,conflict,1,0,0,12.320000000000002,0.28780666666666666,117072,351216,3721,39,73035,0,0,0,0.0,122,122,0,0,0,122,0,122,27
75,7408,91,pair_013_n5_013_control,control,1,0,0,12.350000000000001,0.287655,118528,355584,3771,39,74884,0,0,0,0.0,124,124,0,0,0,124,0,124,27
76,7530,122,pair_000_n5_000_control,control,1,0,0,12.040000000000001,0.28745166666666666,120480,361440,3847,40,77476,0,0,0,0.0,129,129,0,0,0,129,0,129,27
77,7620,90,pair_005_n3_005_control,control,1,0,0,12.360000000000001,0.2873016666666667,121920,365760,3900,43,79389,0,0,0,0.0,131,131,0,0,0,131,0,131,28
78,7700,80,pair_012_n3_012_control,control,1,0,0,12.46,0.2871683333333333,123200,369600,3944,43,81107,0,0,0,0.0,132,132,0,0,0,132,0,132,28
79,7801,101,pair_008_n3_008_control,control,1,0,0,12.250000000000002,0.287,124816,374448,4000,43,83309,0,0,0,0.0,133,133,0,0,0,133,0,133,28
80,7917,116,pair_013_n3_013_control,control,1,0,0,12.100000000000001,0.28680666666666665,126672,380016,4031,43,85953,0,0,0,0.0,133,133,0,0,0,133,0,133,28
81,8019,102,pair_010_n3_010_conflict,conflict,1,0,0,12.240000000000002,0.28663666666666665,128304,384912,4040,43,88267,0,0,0,0.0,133,133,0,0,0,133,0,133,28
82,8121,102,pair_007_n5_007_control,control,1,0,0,12.240000000000002,0.28646666666666665,129936,389808,4123,44,90546,0,0,0,0.0,134,134,0,0,0,134,0,134,28
83,8207,86,pair_008_n5_008_conflict,conflict,1,0,0,12.400000000000002,0.2863233333333333,131312,393936,4187,45,92548,0,0,0,0.0,137,137,0,0,0,137,0,137,28
84,8296,89,pair_004_n5_004_control,control,1,0,0,12.370000000000001,0.286175,132736,398208,4231,47,94642,0,0,0,0.0,139,139,0,0,0,139,0,139,28
85,8395,99,pair_006_n5_006_conflict,conflict,1,0,0,12.270000000000001,0.28601,134320,402960,4323,52,96986,0,0,0,0.0,151,151,0,0,0,151,0,151,28
86,8508,113,pair_003_n5_003_conflict,conflict,1,0,0,12.130000000000003,0.28582166666666664,136128,408384,4356,55,99703,0,0,0,0.0,156,156,0,0,0,156,0,156,28
87,8599,91,pair_007_n3_007_control,control,1,0,0,12.350000000000001,0.28567,137584,412752,4403,55,101952,0,0,0,0.0,156,156,0,0,0,156,0,156,28
88,8694,95,pair_006_n3_006_control,control,1,0,0,12.310000000000002,0.28551166666666666,139104,417312,4421,55,104283,0,0,0,0.0,156,156,0,0,0,156,0,156,28
89,8788,94,pair_004_n3_004_control,control,1,0,0,12.320000000000002,0.28535499999999997,140608,421824,4454,56,106553,0,0,0,0.0,157,157,0,0,0,157,0,157,28
90,8876,88,pair_007_n3_007_conflict,conflict,1,0,0,12.380000000000003,0.28520833333333334,142016,426048,4491,56,108703,0,0,0,0.0,157,157,0,0,0,157,0,157,28
91,8961,85,pair_002_n3_002_control,control,1,0,0,12.410000000000002,0.28506666666666663,143376,430128,4513,56,110770,0,0,0,0.0,157,157,0,0,0,157,0,157,28
92,9057,96,pair_003_n3_003_conflict,conflict,1,0,0,12.3,0.28490666666666664,144912,434736,4545,57,113100,0,0,0,0.0,159,159,0,0,0,159,0,159,28
93,9157,100,pair_009_n3_009_control,control,1,0,0,12.260000000000002,0.28474,146512,439536,4615,60,115525,0,0,0,0.0,162,162,0,0,0,162,0,162,28
94,9267,110,pair_015_n3_015_conflict,conflict,1,0,0,12.160000000000002,0.2845566666666667,148272,444816,4639,60,118202,0,0,0,0.0,164,164,0,0,0,164,0,164,28
95,9365,98,pair_012_n5_012_conflict,conflict,1,0,0,12.280000000000001,0.28439333333333333,149840,449520,4679,61,120574,0,0,0,0.0,165,165,0,0,0,165,0,165,28
96,9441,76,pair_015_n5_015_conflict,conflict,1,0,0,12.500000000000002,0.28426666666666667,151056,453168,4722,64,122383,0,0,0,0.0,166,166,0,0,0,166,0,166,28
97,9535,94,pair_004_n5_004_conflict,conflict,1,0,0,12.320000000000002,0.28411,152560,457680,4761,64,124697,0,0,0,0.0,167,167,0,0,0,167,0,167,28
98,9639,104,pair_016_n5_016_conflict,conflict,1,0,0,12.220000000000002,0.28393666666666667,154224,462672,4798,64,127246,0,0,0,0.0,167,167,0,0,0,167,0,167,28
99,9741,102,pair_010_n5_010_control,control,1,0,0,12.240000000000002,0.28376666666666667,155856,467568,4869,65,129693,0,0,0,0.0,169,169,0,0,0,169,0,169,28
100,9843,102,pair_008_n3_008_conflict,conflict,1,0,0,12.240000000000002,0.28359666666666666,157488,472464,4885,65,132133,0,0,0,0.0,169,169,0,0,0,169,0,169,28
101,9945,102,pair_009_n5_009_control,control,1,0,0,12.240000000000002,0.28342666666666666,159120,477360,4930,66,134538,0,0,0,0.0,173,173,0,0,0,173,0,173,28
102,10040,95,pair_001_n5_001_control,control,1,0,0,12.310000000000002,0.28326833333333334,160640,481920,4953,66,136825,0,0,0,0.0,175,175,0,0,0,175,0,175,28
103,10129,89,pair_016_n3_016_conflict,conflict,1,0,0,12.370000000000001,0.28312,162064,486192,5000,66,138921,0,0,0,0.0,177,177,0,0,0,177,0,177,28
104,10234,105,pair_002_n5_002_conflict,conflict,1,0,0,12.21,0.282945,163744,491232,5053,67,141428,0,0,0,0.0,179,179,0,0,0,179,0,179,28
105,10332,98,pair_004_n3_004_conflict,conflict,1,0,0,12.280000000000001,0.28278166666666665,165312,495936,5106,68,143750,0,0,0,0.0,183,183,0,0,0,183,0,183,28
106,10420,88,pair_017_n5_017_control,control,1,0,0,12.380000000000003,0.28263499999999997,166720,500160,5180,70,145815,0,0,0,0.0,186,186,0,0,0,186,0,186,29
107,10537,117,pair_001_n5_001_conflict,conflict,1,0,0,12.090000000000002,0.28243999999999997,168592,505776,5273,73,148567,0,0,0,0.0,192,192,0,0,0,192,0,192,29
108,10630,93,pair_014_n3_014_control,control,1,0,0,12.330000000000002,0.282285,170080,510240,5313,73,150803,0,0,0,0.0,192,192,0,0,0,192,0,192,29
109,10730,100,pair_007_n5_007_conflict,conflict,1,0,0,12.260000000000002,0.2821183333333333,171680,515040,5362,73,153287,0,0,0,0.0,193,193,0,0,0,193,0,193,29
110,10824,94,pair_000_n3_000_control,control,1,0,0,12.320000000000002,0.28196166666666667,173184,519552,5401,73,155544,0,0,0,0.0,193,193,0,0,0,193,0,193,29
111,10924,100,pair_017_n3_017_control,control,1,0,0,12.260000000000002,0.281795,174784,524352,5456,73,157989,0,0,0,0.0,194,194,0,0,0,194,0,194,29
112,11025,101,pair_001_n3_001_conflict,conflict,1,0,0,12.250000000000002,0.28162666666666664,176400,529200,5511,75,160428,0,0,0,0.0,195,195,0,0,0,195,0,195,29
113,11110,85,pair_005_n5_005_control,control,1,0,0,12.410000000000002,0.281485,177760,533280,5568,75,162472,0,0,0,0.0,197,197,0,0,0,197,0,197,29
114,11194,84,pair_009_n3_009_conflict,conflict,1,0,0,12.420000000000002,0.281345,179104,537312,5621,76,164510,0,0,0,0.0,198,198,0,0,0,198,0,198,30
115,11302,108,pair_010_n3_010_control,control,1,0,0,12.180000000000001,0.281165,180832,542496,5689,76,167197,0,0,0,0.0,199,199,0,0,0,199,0,199,30
116,11416,114,pair_000_n3_000_conflict,conflict,1,0,0,12.120000000000001,0.280975,182656,547968,5740,78,170042,0,0,0,0.0,204,204,0,0,0,204,0,204,30
117,11505,89,pair_015_n5_015_control,control,1,0,0,12.370000000000001,0.28082666666666667,184080,552240,5768,78,172228,0,0,0,0.0,204,204,0,0,0,204,0,204,30
118,11610,105,pair_005_n5_005_conflict,conflict,1,0,0,12.21,0.28065166666666663,185760,557280,5842,78,174791,0,0,0,0.0,209,209,0,0,0,209,0,209,30
119,11702,92,pair_016_n3_016_control,control,1,0,0,12.340000000000002,0.2804983333333333,187232,561696,5876,78,177077,0,0,0,0.0,209,209,0,0,0,209,0,209,30
120,11815,113,pair_013_n3_013_conflict,conflict,1,0,0,12.13,0.28031,189040,567120,5929,78,179809,0,0,0,0.0,211,211,0,0,0,211,0,211,30
121,11916,101,pair_008_n5_008_control,control,1,0,0,12.25,0.2801416666666667,190656,571968,5987,79,182271,0,0,0,0.0,213,213,0,0,0,213,0,213,30
122,12009,93,pair_011_n5_011_conflict,conflict,1,0,0,12.330000000000002,0.27998666666666666,192144,576432,6025,80,184588,0,0,0,0.0,214,214,0,0,0,214,0,214,30
123,12106,97,pair_011_n3_011_conflict,conflict,1,0,0,12.290000000000003,0.279825,193696,581088,6047,83,186968,0,0,0,0.0,216,216,0,0,0,216,0,216,30
124,12202,96,pair_003_n3_003_control,control,1,0,0,12.3,0.279665,195232,585696,6113,85,189253,0,0,0,0.0,218,218,0,0,0,218,0,218,30
125,12305,103,pair_011_n5_011_control,control,1,0,0,12.23,0.2794933333333333,196880,590640,6184,86,191764,0,0,0,0.0,219,219,0,0,0,219,0,219,30
126,12398,93,pair_010_n5_010_conflict,conflict,1,0,0,12.330000000000002,0.2793383333333333,198368,595104,6236,86,194022,0,0,0,0.0,220,220,0,0,0,220,0,220,30
127,12475,77,pair_017_n5_017_conflict,conflict,1,0,0,12.490000000000002,0.27921,199600,598800,6268,86,195876,0,0,0,0.0,220,220,0,0,0,220,0,220,30
128,12576,101,pair_014_n5_014_control,control,1,0,0,12.250000000000002,0.27904166666666663,201216,603648,6326,87,198292,0,0,0,0.0,222,222,0,0,0,222,0,222,30
129,12667,91,pair_014_n5_014_conflict,conflict,1,0,0,12.350000000000001,0.27888999999999997,202672,608016,6357,87,200499,0,0,0,0.0,222,222,0,0,0,222,0,222,30
130,12770,103,pair_012_n5_012_control,control,1,0,0,12.23,0.27871833333333335,204320,612960,6396,87,203013,0,0,0,0.0,223,223,0,0,0,223,0,223,30
131,12875,105,pair_002_n3_002_conflict,conflict,1,0,0,12.21,0.2785433333333333,206000,618000,6443,88,205588,0,0,0,0.0,225,225,0,0,0,225,0,225,30
132,12965,90,pair_009_n5_009_conflict,conflict,1,0,0,12.360000000000001,0.2783933333333333,207440,622320,6508,89,207846,0,0,0,0.0,228,228,0,0,0,228,0,228,30
133,13079,114,pair_011_n3_011_control,control,1,0,0,12.120000000000001,0.2782033333333333,209264,627792,6531,90,210569,0,0,0,0.0,229,229,0,0,0,229,0,229,30
134,13182,103,pair_016_n5_016_control,control,1,0,0,12.23,0.2780316666666667,210912,632736,6587,90,213119,0,0,0,0.0,229,229,0,0,0,229,0,229,30
135,13285,103,pair_013_n5_013_conflict,conflict,1,0,0,12.23,0.27786,212560,637680,6665,91,215567,0,0,0,0.0,231,231,0,0,0,231,0,231,30
136,13378,93,pair_012_n3_012_conflict,conflict,1,0,0,12.330000000000002,0.277705,214048,642144,6708,95,217806,0,0,0,0.0,236,236,0,0,0,236,0,236,30
137,13469,91,pair_006_n5_006_control,control,1,0,0,12.350000000000001,0.2775533333333333,215504,646512,6791,96,220019,0,0,0,0.0,240,240,0,0,0,240,0,240,30
138,13583,114,pair_001_n3_001_control,control,1,0,0,12.120000000000001,0.2773633333333333,217328,651984,6804,96,222821,0,0,0,0.0,240,240,0,0,0,240,0,240,30
139,13685,102,pair_003_n5_003_control,control,1,0,0,12.240000000000002,0.27719333333333335,218960,656880,6860,99,225350,0,0,0,0.0,244,244,0,0,0,244,0,244,30
140,13768,83,pair_015_n3_015_control,control,1,0,0,12.430000000000001,0.277055,220288,660864,6904,99,227367,0,0,0,0.0,244,244,0,0,0,244,0,244,30
141,13864,96,pair_006_n3_006_conflict,conflict,1,0,0,12.3,0.276895,221824,665472,6942,99,229666,0,0,0,0.0,244,244,0,0,0,244,0,244,30
142,13947,83,pair_005_n3_005_conflict,conflict,1,0,0,12.430000000000001,0.27675666666666665,223152,669456,6961,99,231705,0,0,0,0.0,244,244,0,0,0,244,0,244,30
143,14049,102,pair_002_n5_002_control,control,1,0,0,12.240000000000002,0.27658666666666665,224784,674352,7013,100,234139,0,0,0,0.0,247,247,0,0,0,247,0,247,30
144,14132,83,pair_001_n5_001_control,control,1,0,0,12.430000000000001,0.2764483333333333,226112,678336,7058,100,236136,0,0,0,0.0,247,247,0,0,0,247,0,247,30
145,14243,111,pair_012_n3_012_conflict,conflict,1,0,0,12.150000000000002,0.2762633333333333,227888,683664,7090,100,238784,0,0,0,0.0,248,248,0,0,0,248,0,248,30
146,14343,100,pair_013_n5_013_control,control,1,0,0,12.260000000000002,0.27609666666666666,229488,688464,7130,101,241200,0,0,0,0.0,249,249,0,0,0,249,0,249,30
147,14433,90,pair_004_n5_004_control,control,1,0,0,12.360000000000001,0.2759466666666667,230928,692784,7189,103,243394,0,0,0,0.0,250,250,0,0,0,250,0,250,30
148,14529,96,pair_000_n3_000_conflict,conflict,1,0,0,12.3,0.2757866666666667,232464,697392,7239,106,245699,0,0,0,0.0,251,251,0,0,0,251,0,251,30
149,14635,106,pair_014_n5_014_conflict,conflict,1,0,0,12.200000000000001,0.27560999999999997,234160,702480,7271,106,248197,0,0,0,0.0,251,251,0,0,0,251,0,251,30
150,14720,85,pair_011_n3_011_control,control,1,0,0,12.410000000000002,0.2754683333333333,235520,706560,7290,106,250224,0,0,0,0.0,251,251,0,0,0,251,0,251,30
151,14821,101,pair_003_n3_003_control,control,1,0,0,12.250000000000002,0.2753,237136,711408,7353,106,252545,0,0,0,0.0,251,251,0,0,0,251,0,251,30
152,14913,92,pair_002_n3_002_control,control,1,0,0,12.340000000000002,0.27514666666666665,238608,715824,7393,106,254730,0,0,0,0.0,252,252,0,0,0,252,0,252,30
153,14985,72,pair_000_n5_000_control,control,1,0,0,12.540000000000003,0.27502666666666664,239760,719280,7438,106,256392,0,0,0,0.0,253,253,0,0,0,253,0,253,30
154,15074,89,pair_017_n3_017_control,control,1,0,0,12.370000000000001,0.27487833333333334,241184,723552,7494,106,258487,0,0,0,0.0,254,254,0,0,0,254,0,254,30
155,15170,96,pair_004_n3_004_conflict,conflict,1,0,0,12.3,0.27471833333333334,242720,728160,7536,110,260771,0,0,0,0.0,258,258,0,0,1,257,0,258,30
