episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative
0,85,85,pair_001_control,control,1,0,0,12.410000000000002,0.29986,0,5440,5,0,1
1,181,96,pair_015_conflict,conflict,1,0,0,12.3,0.29969999999999997,0,11584,17,0,7
2,270,89,pair_008_control,control,1,0,0,12.370000000000001,0.29955166666666666,0,17280,24,0,18
3,368,98,pair_007_conflict,conflict,1,0,0,12.280000000000001,0.2993883333333333,0,23552,28,0,30
4,459,91,pair_003_conflict,conflict,1,0,0,12.350000000000001,0.29923666666666665,0,29376,46,0,58
5,555,96,pair_017_control,control,0,1,0,1.1500000000000012,0.29907666666666666,0,35520,56,0,92
6,646,91,pair_000_conflict,conflict,1,0,0,12.350000000000001,0.298925,0,41344,74,0,138
7,745,99,pair_008_conflict,conflict,1,0,0,12.270000000000001,0.29875999999999997,0,47680,80,0,208
8,856,111,pair_006_control,control,1,0,0,12.150000000000002,0.298575,0,54784,80,0,271
9,951,95,pair_012_conflict,conflict,0,1,0,1.2600000000000011,0.29841666666666666,0,60864,98,0,335
10,1028,77,pair_010_control,control,1,0,0,12.490000000000002,0.2982883333333333,0,65792,103,0,399
11,1112,84,pair_012_control,control,0,1,0,1.3700000000000014,0.29814833333333335,0,71168,121,0,457
12,1199,87,pair_004_conflict,conflict,1,0,0,12.39,0.29800333333333334,0,76736,144,0,533
13,1281,82,pair_005_conflict,conflict,1,0,0,12.440000000000001,0.29786666666666667,0,81984,156,0,640
14,1371,90,pair_000_control,control,1,0,0,12.360000000000001,0.29771666666666663,0,87744,177,0,761
15,1478,107,pair_014_conflict,conflict,1,0,0,12.190000000000001,0.29753833333333335,0,94592,199,0,899
16,1560,82,pair_006_conflict,conflict,1,0,0,12.440000000000001,0.2974016666666667,0,99840,199,0,1004
17,1654,94,pair_016_conflict,conflict,1,0,0,12.320000000000002,0.297245,0,105856,219,0,1144
18,1710,56,pair_014_control,control,0,1,0,0.7000000000000008,0.29715166666666665,0,109440,235,1,1230
19,1816,106,pair_015_control,control,1,0,0,12.200000000000001,0.296975,0,116224,250,1,1411
20,1818,2,pair_002_control,control,0,1,0,-0.96,0.29697166666666663,0,116352,252,1,1415
21,1907,89,pair_009_conflict,conflict,1,0,0,12.370000000000001,0.29682333333333333,0,122048,258,1,1568
22,2000,93,pair_004_control,control,1,0,0,12.330000000000002,0.2966683333333333,0,128000,267,1,1736
23,2088,88,pair_001_conflict,conflict,1,0,0,12.380000000000003,0.2965216666666667,0,133632,283,1,1927
