episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative
0,5,5,pair_002_conflict,conflict,0,1,0,-0.84,0.29999333333333333,80,240,5,0,0
1,91,86,pair_004_conflict,conflict,1,0,0,12.400000000000002,0.29985,1456,4368,23,0,15
2,182,91,pair_003_control,control,1,0,0,12.350000000000001,0.29969833333333334,2912,8736,49,0,35
3,280,98,pair_010_conflict,conflict,1,0,0,12.280000000000001,0.299535,4480,13440,50,0,64
4,382,102,pair_001_conflict,conflict,1,0,0,12.240000000000002,0.299365,6112,18336,78,0,100
5,489,107,pair_005_conflict,conflict,1,0,0,12.190000000000001,0.29918666666666666,7824,23472,104,0,159
6,583,94,pair_010_control,control,1,0,0,12.320000000000002,0.29902999999999996,9328,27984,107,0,216
7,590,7,pair_002_control,control,0,1,0,-0.86,0.29901833333333333,9440,28320,114,0,221
8,604,14,pair_000_control,control,0,1,0,-0.4800000000000001,0.298995,9664,28992,128,0,230
9,694,90,pair_016_control,control,1,0,0,12.360000000000001,0.29884499999999997,11104,33312,143,0,287
10,792,98,pair_017_conflict,conflict,1,0,0,12.280000000000001,0.2986816666666667,12672,38016,160,0,362
11,875,83,pair_006_conflict,conflict,1,0,0,12.430000000000001,0.2985433333333333,14000,42000,184,0,439
12,967,92,pair_001_control,control,1,0,0,12.340000000000002,0.29839,15472,46416,213,0,531
13,1078,111,pair_014_conflict,conflict,1,0,0,12.150000000000002,0.298205,17248,51744,242,0,656
14,1179,101,pair_000_conflict,conflict,1,0,0,12.250000000000002,0.29803666666666667,18864,56592,270,0,807
15,1280,101,pair_004_control,control,1,0,0,12.250000000000002,0.29786833333333335,20480,61440,298,0,965
16,1363,83,pair_017_control,control,1,0,0,12.430000000000001,0.29773,21808,65424,308,0,1096
17,1478,115,pair_015_control,control,1,0,0,12.110000000000001,0.29753833333333335,23648,70944,327,0,1295
18,1524,46,pair_007_conflict,conflict,0,1,0,0.10000000000000031,0.2974616666666667,24384,73152,344,1,1375
19,1606,82,pair_007_control,control,1,0,0,12.440000000000001,0.297325,25696,77088,364,1,1527
20,1720,114,pair_013_control,control,1,0,0,12.120000000000001,0.297135,27520,82560,366,1,1761
21,1811,91,pair_012_control,control,1,0,0,12.350000000000001,0.2969833333333333,28976,86928,379,1,1930
22,1903,92,pair_011_conflict,conflict,1,0,0,12.340000000000002,0.29683,30448,91344,395,1,2107
23,2011,108,pair_015_conflict,conflict,1,0,0,12.180000000000001,0.29664999999999997,32176,96528,397,1,2346
24,2091,80,pair_016_conflict,conflict,1,0,0,12.46,0.29651666666666665,33456,100368,409,1,2535
25,2195,104,pair_008_conflict,conflict,1,0,0,12.220000000000002,0.29634333333333335,35120,105360,443,1,2788
26,2288,93,pair_013_conflict,conflict,1,0,0,12.330000000000002,0.29618833333333333,36608,109824,448,1,3014
27,2397,109,pair_009_control,control,1,0,0,12.170000000000002,0.29600666666666664,38352,115056,486,1,3314
28,2488,91,pair_011_control,control,1,0,0,12.350000000000001,0.295855,39808,119424,507,1,3578
29,2571,83,pair_012_conflict,conflict,0,1,0,1.3800000000000012,0.2957166666666666,41136,123408,516,1,3844
30,2604,33,pair_008_control,control,0,1,0,-0.11999999999999977,0.29566166666666666,41664,124992,534,1,3929
31,2653,49,pair_006_control,control,0,1,0,0.6700000000000008,0.29558,42448,127344,553,1,4080
32,2673,20,pair_005_control,control,0,1,0,-0.4900000000000001,0.2955466666666667,42768,128304,573,1,4140
33,2765,92,pair_009_conflict,conflict,1,0,0,12.340000000000002,0.29539333333333334,44240,132720,607,1,4440
34,2851,86,pair_003_conflict,conflict,1,0,0,12.400000000000002,0.29525,45616,136848,635,1,4720
35,2942,91,pair_014_control,control,1,0,0,12.350000000000001,0.2950983333333333,47072,141216,645,1,5052
36,3048,106,pair_001_control,control,1,0,0,12.200000000000001,0.29492166666666664,48768,146304,645,1,5417
37,3143,95,pair_014_conflict,conflict,0,1,0,0.910000000000001,0.2947633333333333,50288,150864,662,2,5780
38,3246,103,pair_016_conflict,conflict,1,0,0,12.23,0.29459166666666664,51936,155808,681,2,6128
39,3332,86,pair_008_conflict,conflict,1,0,0,12.400000000000002,0.2944483333333333,53312,159936,694,2,6425
40,3365,33,pair_010_conflict,conflict,0,1,0,-0.21999999999999986,0.29439333333333334,53840,161520,710,2,6550
41,3389,24,pair_010_control,control,0,1,0,-0.17999999999999983,0.2943533333333333,54224,162672,720,2,6668
42,3484,95,pair_008_control,control,1,0,0,12.310000000000002,0.294195,55744,167232,754,2,7062
43,3582,98,pair_011_conflict,conflict,1,0,0,12.280000000000001,0.29403166666666664,57312,171936,779,2,7463
44,3639,57,pair_015_control,control,0,1,0,0.7900000000000009,0.2939366666666667,58224,174672,790,3,7710
45,3740,101,pair_005_conflict,conflict,1,0,0,12.250000000000002,0.2937683333333333,59840,179520,822,3,8183
46,3834,94,pair_004_control,control,1,0,0,12.32,0.29361166666666666,61344,184032,860,3,8626
47,3930,96,pair_015_conflict,conflict,1,0,0,12.3,0.29345166666666667,62880,188640,877,3,9074
48,4028,98,pair_000_conflict,conflict,1,0,0,12.280000000000001,0.2932883333333333,64448,193344,904,3,9562
49,4142,114,pair_012_conflict,conflict,1,0,0,12.120000000000001,0.29309833333333335,66272,198816,919,3,10146
50,4230,88,pair_009_control,control,1,0,0,12.380000000000003,0.29295166666666667,67680,203040,938,3,10612
51,4326,96,pair_002_conflict,conflict,1,0,0,12.3,0.2927916666666667,69216,207648,955,3,11117
52,4412,86,pair_012_control,control,1,0,0,12.400000000000002,0.29264833333333334,70592,211776,968,3,11549
53,4509,97,pair_011_control,control,1,0,0,12.290000000000001,0.2924866666666667,72144,216432,981,3,12051
54,4513,4,pair_002_control,control,0,1,0,-0.88,0.29247999999999996,72208,216624,985,3,12071
55,4599,86,pair_007_control,control,1,0,0,12.400000000000002,0.29233666666666663,73584,220752,1009,3,12592
56,4695,96,pair_007_conflict,conflict,1,0,0,12.3,0.29217666666666664,75120,225360,1040,3,13117
57,4790,95,pair_013_conflict,conflict,1,0,0,12.310000000000002,0.2920183333333333,76640,229920,1040,3,13690
58,4873,83,pair_017_control,control,1,0,0,12.430000000000001,0.29188,77968,233904,1056,3,14173
59,4984,111,pair_014_control,control,1,0,0,12.15,0.291695,79744,239232,1072,3,14818
60,5083,99,pair_006_conflict,conflict,1,0,0,12.270000000000001,0.29153,81328,243984,1081,3,15385
61,5171,88,pair_003_control,control,1,0,0,12.38,0.2913833333333333,82736,248208,1103,3,15942
62,5262,91,pair_003_conflict,conflict,1,0,0,12.350000000000001,0.29123166666666667,84192,252576,1131,3,16473
63,5281,19,pair_005_control,control,0,1,0,-0.4800000000000001,0.2912,84496,253488,1150,3,16595
64,5367,86,pair_006_control,control,1,0,0,12.400000000000002,0.29105666666666663,85872,257616,1161,3,17125
65,5455,88,pair_016_control,control,1,0,0,12.38,0.29091,87280,261840,1172,3,17695
66,5576,121,pair_004_conflict,conflict,1,0,0,12.05,0.29070833333333335,89216,267648,1194,3,18450
