episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_coverage_count,handover_progress,proposed_risk_steps_cumulative,intervention_steps_cumulative,teacher_fallback_steps_cumulative,teacher_unavailable_steps_cumulative,teacher_cache_hits_cumulative,teacher_planner_calls_cumulative,safe_samples_cumulative,safe_buffer_size,safe_coverage_count
36,3578,80,pair_006_n5_006_conflict,conflict,1,0,0,12.46,0.29403833333333335,57248,171744,1787,17,30748,0,0,0,0.0,50,50,0,0,0,50,13733,50,18
37,3680,102,pair_017_n5_017_control,control,1,0,0,12.240000000000002,0.29386833333333334,58880,176640,1841,17,32102,0,0,0,0.0,52,52,0,0,0,52,14141,52,19
38,3771,91,pair_000_n3_000_conflict,conflict,1,0,0,12.350000000000001,0.2937166666666667,60336,181008,1890,18,33371,0,0,0,0.0,54,54,0,0,0,54,14505,54,20
39,3865,94,pair_008_n5_008_control,control,1,0,0,12.320000000000002,0.29356,61840,185520,1956,19,34615,0,0,0,0.0,55,55,0,0,0,55,14881,55,20
40,3955,90,pair_002_n3_002_conflict,conflict,1,0,0,12.360000000000001,0.29341,63280,189840,1985,19,35829,0,0,0,0.0,55,55,0,0,0,55,15241,55,20
41,4048,93,pair_000_n5_000_control,control,1,0,0,12.330000000000002,0.293255,64768,194304,2028,20,37165,0,0,0,0.0,57,57,0,0,0,57,15613,57,21
42,4141,93,pair_008_n5_008_conflict,conflict,1,0,0,12.330000000000002,0.29309999999999997,66256,198768,2095,21,38521,0,0,0,0.0,58,58,0,0,0,58,15985,58,21
43,4235,94,pair_001_n3_001_conflict,conflict,1,0,0,12.320000000000002,0.29294333333333333,67760,203280,2135,22,39918,0,0,0,0.0,60,60,0,0,0,60,16361,60,21
44,4326,91,pair_012_n5_012_conflict,conflict,1,0,0,12.350000000000001,0.2927916666666667,69216,207648,2172,23,41303,0,0,0,0.0,61,61,0,0,0,61,16725,61,21
45,4417,91,pair_013_n5_013_conflict,conflict,1,0,0,12.350000000000001,0.29264,70672,212016,2221,24,42671,0,0,0,0.0,63,63,0,0,0,63,17089,63,21
46,4514,97,pair_011_n3_011_control,control,1,0,0,12.290000000000001,0.29247833333333334,72224,216672,2236,24,44106,0,0,0,0.0,63,63,0,0,0,63,17477,63,21
47,4640,126,pair_013_n3_013_control,control,1,0,0,12.0,0.2922683333333333,74240,222720,2285,24,46087,0,0,0,0.0,64,64,0,0,0,64,17981,64,21
48,4733,93,pair_015_n5_015_control,control,1,0,0,12.330000000000002,0.29211333333333334,75728,227184,2328,25,47576,0,0,0,0.0,67,67,0,0,0,67,18353,67,21
49,4821,88,pair_008_n3_008_control,control,1,0,0,12.38,0.29196666666666665,77136,231408,2339,25,48969,0,0,0,0.0,68,68,0,0,0,68,18705,68,21
50,4909,88,pair_004_n5_004_conflict,conflict,1,0,0,12.38,0.29181999999999997,78544,235632,2369,25,50391,0,0,0,0.0,69,69,0,0,0,69,19057,69,21
51,5002,93,pair_006_n3_006_control,control,1,0,0,12.330000000000002,0.291665,80032,240096,2441,25,51905,0,0,0,0.0,73,73,0,0,0,73,19429,73,23
52,5112,110,pair_014_n5_014_control,control,1,0,0,12.16,0.29148166666666664,81792,245376,2532,28,53790,0,0,0,0.0,82,82,0,0,0,82,19869,82,23
53,5221,109,pair_016_n3_016_control,control,1,0,0,12.170000000000002,0.2913,83536,250608,2599,29,55623,0,0,0,0.0,83,83,0,0,0,83,20305,83,23
54,5315,94,pair_015_n5_015_conflict,conflict,1,0,0,12.32,0.2911433333333333,85040,255120,2634,29,57238,0,0,0,0.0,83,83,0,0,0,83,20681,83,23
55,5415,100,pair_007_n3_007_control,control,1,0,0,12.260000000000002,0.29097666666666666,86640,259920,2716,31,58947,0,0,0,0.0,86,86,0,0,0,86,21081,86,23
56,5545,130,pair_003_n3_003_control,control,1,0,0,11.96,0.29075999999999996,88720,266160,2791,34,61251,0,0,0,0.0,94,94,0,0,0,94,21601,94,23
57,5628,83,pair_013_n3_013_conflict,conflict,1,0,0,12.430000000000001,0.29062166666666667,90048,270144,2843,34,62791,0,0,0,0.0,95,95,0,0,0,95,21933,95,24
58,5719,91,pair_005_n3_005_conflict,conflict,1,0,0,12.350000000000001,0.29047,91504,274512,2886,34,64446,0,0,0,0.0,97,97,0,0,0,97,22297,97,25
59,5819,100,pair_009_n3_009_control,control,1,0,0,12.260000000000002,0.2903033333333333,93104,279312,2976,39,66264,0,0,0,0.0,104,104,0,0,0,104,22697,104,25
60,5923,104,pair_000_n3_000_control,control,1,0,0,12.220000000000002,0.29013,94768,284304,3039,41,68279,0,0,0,0.0,106,106,0,0,0,106,23113,106,25
61,6014,91,pair_009_n3_009_conflict,conflict,1,0,0,12.350000000000001,0.28997833333333334,96224,288672,3109,42,70047,0,0,0,0.0,107,107,0,0,0,107,23477,107,25
62,6102,88,pair_001_n5_001_control,control,1,0,0,12.380000000000003,0.28983166666666665,97632,292896,3155,45,71809,0,0,0,0.0,109,109,0,0,0,109,23829,109,25
63,6189,87,pair_000_n5_000_conflict,conflict,1,0,0,12.390000000000002,0.28968666666666665,99024,297072,3223,47,73537,0,0,0,0.0,111,111,0,0,0,111,24177,111,25
64,6281,92,pair_005_n5_005_conflict,conflict,1,0,0,12.340000000000002,0.2895333333333333,100496,301488,3296,49,75469,0,0,0,0.0,117,117,0,0,0,117,24545,117,25
65,6372,91,pair_014_n3_014_control,control,1,0,0,12.350000000000001,0.28938166666666665,101952,305856,3358,50,77348,0,0,0,0.0,120,120,0,0,0,120,24909,120,25
66,6462,90,pair_004_n3_004_control,control,1,0,0,12.360000000000001,0.28923166666666666,103392,310176,3403,50,79251,0,0,0,0.0,121,121,0,0,0,121,25269,121,25
67,6562,100,pair_009_n5_009_control,control,1,0,0,12.260000000000002,0.289065,104992,314976,3503,52,81380,0,0,0,0.0,126,126,0,0,0,126,25669,126,25
68,6663,101,pair_011_n3_011_conflict,conflict,1,0,0,12.250000000000002,0.28889666666666663,106608,319824,3547,53,83517,0,0,0,0.0,128,128,0,0,0,128,26073,128,25
69,6754,91,pair_014_n3_014_conflict,conflict,1,0,0,12.350000000000001,0.288745,108064,324192,3594,54,85522,0,0,0,0.0,129,129,0,0,0,129,26437,129,25
70,6856,102,pair_015_n3_015_control,control,1,0,0,12.240000000000002,0.28857499999999997,109696,329088,3670,56,87817,0,0,0,0.0,131,131,0,0,0,131,26845,131,25
71,6953,97,pair_006_n3_006_conflict,conflict,1,0,0,12.290000000000001,0.2884133333333333,111248,333744,3723,57,90003,0,0,0,0.0,134,134,0,0,0,134,27233,134,25
72,7047,94,pair_000_n5_000_conflict,conflict,1,0,0,12.320000000000002,0.28825666666666666,112752,338256,3778,58,92187,0,0,0,0.0,135,135,0,0,0,135,27609,135,25
73,7139,92,pair_014_n3_014_conflict,conflict,1,0,0,12.340000000000002,0.2881033333333333,114224,342672,3819,59,94370,0,0,0,0.0,136,136,0,0,0,136,27977,136,25
74,7230,91,pair_017_n3_017_conflict,conflict,1,0,0,12.350000000000001,0.28795166666666666,115680,347040,3869,59,96507,0,0,0,0.0,137,137,0,0,0,137,28341,137,25
75,7324,94,pair_013_n5_013_control,control,1,0,0,12.320000000000002,0.28779499999999997,117184,351552,3955,59,98740,0,0,0,0.0,138,138,0,0,0,138,28717,138,25
76,7397,73,pair_000_n5_000_control,control,1,0,0,12.530000000000001,0.28767333333333334,118352,355056,4008,61,100508,0,0,0,0.0,141,141,0,0,0,141,29009,141,25
77,7508,111,pair_005_n3_005_control,control,1,0,0,12.150000000000002,0.28748833333333335,120128,360384,4071,61,103194,0,0,0,0.0,144,144,0,0,0,144,29453,144,25
78,7604,96,pair_012_n3_012_control,control,1,0,0,12.3,0.2873283333333333,121664,364992,4102,61,105555,0,0,0,0.0,144,144,0,0,0,144,29837,144,25
79,7695,91,pair_008_n3_008_control,control,1,0,0,12.350000000000001,0.28717666666666664,123120,369360,4147,61,107793,0,0,0,0.0,144,144,0,0,0,144,30201,144,25
80,7793,98,pair_013_n3_013_control,control,1,0,0,12.280000000000001,0.28701333333333334,124688,374064,4216,62,110297,0,0,0,0.0,146,146,0,0,0,146,30593,146,25
81,7891,98,pair_010_n3_010_conflict,conflict,1,0,0,12.280000000000001,0.28685,126256,378768,4251,62,112790,0,0,0,0.0,147,147,0,0,0,147,30985,147,25
82,7998,107,pair_007_n5_007_control,control,1,0,0,12.190000000000001,0.28667166666666666,127968,383904,4307,62,115517,0,0,0,0.0,147,147,0,0,0,147,31413,147,25
83,8104,106,pair_008_n5_008_conflict,conflict,1,0,0,12.200000000000001,0.286495,129664,388992,4397,65,118237,0,0,0,0.0,153,153,0,0,0,153,31837,153,25
84,8213,109,pair_004_n5_004_control,control,1,0,0,12.170000000000002,0.2863133333333333,131408,394224,4437,65,121171,0,0,0,0.0,154,154,0,0,0,154,32273,154,25
85,8315,102,pair_006_n5_006_conflict,conflict,1,0,0,12.240000000000002,0.2861433333333333,133040,399120,4486,66,123839,0,0,0,0.0,155,155,0,0,1,154,32681,155,25
86,8400,85,pair_003_n5_003_conflict,conflict,1,0,0,12.410000000000002,0.28600166666666665,134400,403200,4511,66,126113,0,0,0,0.0,156,156,0,0,1,155,33021,156,25
87,8516,116,pair_007_n3_007_control,control,1,0,0,12.100000000000001,0.28580833333333333,136256,408768,4564,69,129273,0,0,0,0.0,162,162,0,0,1,161,33485,162,26
88,8615,99,pair_006_n3_006_control,control,1,0,0,12.270000000000001,0.2856433333333333,137840,413520,4591,69,132003,0,0,0,0.0,162,162,0,0,1,161,33881,162,26
89,8705,90,pair_004_n3_004_control,control,1,0,0,12.360000000000001,0.2854933333333333,139280,417840,4615,69,134459,0,0,0,0.0,162,162,0,0,1,161,34241,162,26
90,8802,97,pair_007_n3_007_conflict,conflict,1,0,0,12.290000000000001,0.28533166666666665,140832,422496,4682,70,137123,0,0,0,0.0,164,164,0,0,1,163,34629,164,26
91,8893,91,pair_002_n3_002_control,control,1,0,0,12.350000000000001,0.28518,142288,426864,4708,71,139604,0,0,0,0.0,165,165,0,0,1,164,34993,165,26
92,8988,95,pair_003_n3_003_conflict,conflict,1,0,0,12.310000000000002,0.2850216666666667,143808,431424,4729,71,142203,0,0,0,0.0,167,167,0,0,2,165,35373,167,26
93,9080,92,pair_009_n3_009_control,control,1,0,0,12.340000000000002,0.28486833333333333,145280,435840,4753,71,144696,0,0,0,0.0,167,167,0,0,2,165,35741,167,26
94,9181,101,pair_015_n3_015_conflict,conflict,1,0,0,12.250000000000002,0.2847,146896,440688,4773,71,147370,0,0,0,0.0,167,167,0,0,2,165,36145,167,26
95,9293,112,pair_012_n5_012_conflict,conflict,1,0,0,12.14,0.28451333333333334,148688,446064,4822,72,150371,0,0,0,0.0,169,169,0,0,2,167,36593,169,26
96,9384,91,pair_015_n5_015_conflict,conflict,1,0,0,12.350000000000001,0.2843616666666667,150144,450432,4857,72,152814,0,0,0,0.0,170,170,0,0,2,168,36957,170,26
97,9478,94,pair_004_n5_004_conflict,conflict,1,0,0,12.32,0.284205,151648,454944,4887,72,155367,0,0,0,0.0,170,170,0,0,2,168,37333,170,26
98,9565,87,pair_016_n5_016_conflict,conflict,1,0,0,12.39,0.28406,153040,459120,4920,72,157709,0,0,0,0.0,170,170,0,0,2,168,37681,170,26
99,9662,97,pair_010_n5_010_control,control,1,0,0,12.290000000000003,0.2838983333333333,154592,463776,4948,75,160289,0,0,0,0.0,175,175,0,0,2,173,38069,175,26
100,9767,105,pair_008_n3_008_conflict,conflict,1,0,0,12.21,0.2837233333333333,156272,468816,4984,75,163067,0,0,0,0.0,177,177,0,0,2,175,38489,177,26
101,9878,111,pair_009_n5_009_control,control,1,0,0,12.150000000000002,0.28353833333333334,158048,474144,5026,75,166007,0,0,0,0.0,177,177,0,0,2,175,38933,177,26
102,9974,96,pair_001_n5_001_control,control,1,0,0,12.3,0.28337833333333334,159584,478752,5074,77,168516,0,0,0,0.0,181,181,0,0,2,179,39317,181,26
103,10080,106,pair_016_n3_016_conflict,conflict,1,0,0,12.200000000000001,0.2832016666666667,161280,483840,5110,77,171331,0,0,0,0.0,181,181,0,0,2,179,39741,181,26
104,10173,93,pair_002_n5_002_conflict,conflict,1,0,0,12.330000000000002,0.28304666666666667,162768,488304,5147,79,173707,0,0,0,0.0,183,183,0,0,2,181,40113,183,26
105,10277,104,pair_004_n3_004_conflict,conflict,1,0,0,12.22,0.2828733333333333,164432,493296,5172,79,176358,0,0,0,0.0,185,185,0,0,2,183,40529,185,26
106,10356,79,pair_017_n5_017_control,control,1,0,0,12.470000000000002,0.28274166666666667,165696,497088,5218,79,178352,0,0,0,0.0,185,185,0,0,2,183,40845,185,26
107,10444,88,pair_001_n5_001_conflict,conflict,1,0,0,12.380000000000003,0.282595,167104,501312,5267,80,180598,0,0,0,0.0,188,188,0,0,2,186,41197,188,27
108,10551,107,pair_014_n3_014_control,control,1,0,0,12.190000000000001,0.28241666666666665,168816,506448,5330,80,183380,0,0,0,0.0,189,189,0,0,2,187,41625,189,27
109,10661,110,pair_007_n5_007_conflict,conflict,1,0,0,12.160000000000002,0.28223333333333334,170576,511728,5417,81,186268,0,0,0,0.0,195,195,0,0,2,193,42065,195,27
110,10764,103,pair_000_n3_000_control,control,1,0,0,12.23,0.28206166666666665,172224,516672,5464,81,188924,0,0,0,0.0,198,198,0,0,2,196,42477,198,27
111,10853,89,pair_017_n3_017_control,control,1,0,0,12.370000000000001,0.28191333333333335,173648,520944,5510,81,191220,0,0,0,0.0,199,199,0,0,2,197,42833,199,27
112,10961,108,pair_001_n3_001_conflict,conflict,1,0,0,12.180000000000001,0.28173333333333334,175376,526128,5550,83,194052,0,0,0,0.0,201,201,0,0,2,199,43265,201,27
113,11041,80,pair_005_n5_005_control,control,1,0,0,12.46,0.28159999999999996,176656,529968,5582,83,196127,0,0,0,0.0,202,202,0,0,2,200,43585,202,27
114,11130,89,pair_009_n3_009_conflict,conflict,1,0,0,12.370000000000001,0.28145166666666666,178080,534240,5638,84,198458,0,0,0,0.0,203,203,0,0,2,201,43941,203,27
115,11218,88,pair_010_n3_010_control,control,1,0,0,12.380000000000003,0.28130499999999997,179488,538464,5689,84,200765,0,0,0,0.0,204,204,0,0,2,202,44293,204,27
116,11321,103,pair_000_n3_000_conflict,conflict,1,0,0,12.23,0.28113333333333335,181136,543408,5739,85,203480,0,0,0,0.0,205,205,0,0,2,203,44705,205,27
117,11416,95,pair_015_n5_015_control,control,1,0,0,12.310000000000002,0.280975,182656,547968,5819,85,205956,0,0,0,0.0,205,205,0,0,2,203,45085,205,27
118,11497,81,pair_005_n5_005_conflict,conflict,1,0,0,12.450000000000001,0.28084,183952,551856,5877,85,208020,0,0,0,0.0,207,207,0,0,2,205,45409,207,27
119,11597,100,pair_016_n3_016_control,control,1,0,0,12.260000000000002,0.28067333333333333,185552,556656,5926,85,210725,0,0,0,0.0,207,207,0,0,2,205,45809,207,27
120,11687,90,pair_013_n3_013_conflict,conflict,1,0,0,12.360000000000001,0.28052333333333335,186992,560976,5983,85,213065,0,0,0,0.0,208,208,0,0,2,206,46169,208,27
121,11789,102,pair_008_n5_008_control,control,1,0,0,12.240000000000002,0.28035333333333334,188624,565872,6054,88,215808,0,0,0,0.0,211,211,0,0,2,209,46577,211,27
122,11900,111,pair_011_n5_011_conflict,conflict,1,0,0,12.150000000000002,0.2801683333333333,190400,571200,6110,90,218761,0,0,0,0.0,214,214,0,0,2,212,47021,214,27
123,11990,90,pair_011_n3_011_conflict,conflict,1,0,0,12.360000000000001,0.2800183333333333,191840,575520,6140,91,221142,0,0,0,0.0,216,216,0,0,2,214,47381,216,27
124,12090,100,pair_003_n3_003_control,control,1,0,0,12.260000000000002,0.27985166666666667,193440,580320,6189,92,223817,0,0,0,0.0,218,218,0,0,2,216,47781,218,27
125,12178,88,pair_011_n5_011_control,control,1,0,0,12.38,0.279705,194848,584544,6231,92,226152,0,0,0,0.0,219,219,0,0,2,217,48133,219,27
126,12282,104,pair_010_n5_010_conflict,conflict,1,0,0,12.22,0.2795316666666667,196512,589536,6264,92,228898,0,0,0,0.0,221,221,0,0,2,219,48549,221,27
127,12368,86,pair_017_n5_017_conflict,conflict,1,0,0,12.400000000000002,0.27938833333333335,197888,593664,6317,92,231154,0,0,0,0.0,223,223,0,0,2,221,48893,223,27
128,12460,92,pair_014_n5_014_control,control,1,0,0,12.340000000000002,0.279235,199360,598080,6383,92,233603,0,0,0,0.0,227,227,0,0,2,225,49261,227,27
129,12560,100,pair_014_n5_014_conflict,conflict,1,0,0,12.260000000000002,0.2790683333333333,200960,602880,6448,93,236299,0,0,0,0.0,229,229,0,0,2,227,49661,229,27
130,12675,115,pair_012_n5_012_control,control,1,0,0,12.110000000000001,0.27887666666666666,202800,608400,6508,95,239383,0,0,0,0.0,230,230,0,0,2,228,50121,230,27
131,12777,102,pair_002_n3_002_conflict,conflict,1,0,0,12.240000000000002,0.27870666666666666,204432,613296,6552,95,242181,0,0,0,0.0,233,233,0,0,2,231,50529,233,27
132,12880,103,pair_009_n5_009_conflict,conflict,1,0,0,12.23,0.278535,206080,618240,6601,95,244981,0,0,0,0.0,233,233,0,0,2,231,50941,233,27
133,12970,90,pair_011_n3_011_control,control,1,0,0,12.360000000000001,0.278385,207520,622560,6617,96,247324,0,0,0,0.0,233,233,0,0,2,231,51301,233,27
134,13084,114,pair_016_n5_016_control,control,1,0,0,12.120000000000001,0.27819499999999997,209344,628032,6673,96,250344,0,0,0,0.0,235,235,0,0,2,233,51757,235,27
135,13180,96,pair_013_n5_013_conflict,conflict,1,0,0,12.3,0.278035,210880,632640,6720,96,252871,0,0,0,0.0,235,235,0,0,2,233,52141,235,27
136,13285,105,pair_012_n3_012_conflict,conflict,1,0,0,12.21,0.27786,212560,637680,6762,98,255666,0,0,0,0.0,237,237,0,0,2,235,52561,237,27
137,13395,110,pair_006_n5_006_control,control,1,0,0,12.160000000000002,0.2776766666666667,214320,642960,6820,102,258559,0,0,0,0.0,243,243,0,0,2,241,53001,243,27
138,13497,102,pair_001_n3_001_control,control,1,0,0,12.240000000000002,0.2775066666666667,215952,647856,6874,103,261337,0,0,0,0.0,245,245,0,0,2,243,53409,245,27
139,13593,96,pair_003_n5_003_control,control,1,0,0,12.3,0.27734666666666663,217488,652464,6949,104,263934,0,0,0,0.0,247,247,0,0,2,245,53793,247,27
140,13690,97,pair_015_n3_015_control,control,1,0,0,12.290000000000001,0.277185,219040,657120,6999,105,266603,0,0,0,0.0,250,250,0,0,2,248,54181,250,27
141,13768,78,pair_006_n3_006_conflict,conflict,1,0,0,12.480000000000002,0.277055,220288,660864,7027,105,268655,0,0,0,0.0,250,250,0,0,2,248,54493,250,27
142,13864,96,pair_005_n3_005_conflict,conflict,1,0,0,12.3,0.276895,221824,665472,7086,105,271256,0,0,0,0.0,251,251,0,0,2,249,54877,251,27
143,13972,108,pair_002_n5_002_control,control,1,0,0,12.180000000000001,0.276715,223552,670656,7148,107,274173,0,0,0,0.0,256,256,0,0,2,254,55309,256,27
144,14081,109,pair_001_n5_001_control,control,1,0,0,12.170000000000002,0.2765333333333333,225296,675888,7190,107,277057,0,0,0,0.0,258,258,0,0,2,256,55745,258,27
145,14169,88,pair_012_n3_012_conflict,conflict,1,0,0,12.380000000000003,0.27638666666666667,226704,680112,7228,108,279351,0,0,0,0.0,261,261,0,0,2,259,56097,261,27
146,14279,110,pair_013_n5_013_control,control,1,0,0,12.16,0.2762033333333333,228464,685392,7336,113,282271,0,0,0,0.0,266,266,0,0,2,264,56537,266,28
147,14375,96,pair_004_n5_004_control,control,1,0,0,12.3,0.2760433333333333,230000,690000,7405,117,284855,0,0,0,0.0,271,271,0,0,2,269,56921,271,28
148,14465,90,pair_000_n3_000_conflict,conflict,1,0,0,12.360000000000001,0.2758933333333333,231440,694320,7451,119,287268,0,0,0,0.0,273,273,0,0,3,270,57281,273,28
149,14574,109,pair_014_n5_014_conflict,conflict,1,0,0,12.170000000000002,0.27571166666666663,233184,699552,7543,120,290217,0,0,0,0.0,278,278,0,0,3,275,57717,278,29
150,14677,103,pair_011_n3_011_control,control,1,0,0,12.23,0.27554,234832,704496,7571,122,293000,0,0,0,0.0,279,279,0,0,3,276,58129,279,29
151,14768,91,pair_003_n3_003_control,control,1,0,0,12.350000000000001,0.27538833333333335,236288,708864,7597,122,295460,0,0,0,0.0,280,280,0,0,3,277,58493,280,29
152,14853,85,pair_002_n3_002_control,control,1,0,0,12.410000000000002,0.27524666666666664,237648,712944,7626,122,297750,0,0,0,0.0,281,281,0,0,3,278,58833,281,29
153,14941,88,pair_000_n5_000_control,control,1,0,0,12.38,0.2751,239056,717168,7666,122,300081,0,0,0,0.0,281,281,0,0,3,278,59185,281,29
154,15021,80,pair_017_n3_017_control,control,1,0,0,12.46,0.27496666666666664,240336,721008,7705,122,302195,0,0,0,0.0,282,282,0,0,3,279,59505,282,29
