episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_coverage_count,handover_progress
0,3,3,pair_012_n3_012_control,control,0,1,0,-1.02,0.29999666666666663,18,174,3,0,0,0,0,0,0.0
1,103,100,pair_010_n3_010_control,control,0,1,0,1.2100000000000013,0.29983,618,5974,16,2,2,0,0,0,0.0
2,105,2,pair_007_n5_007_control,control,0,1,0,-0.96,0.29982666666666663,630,6090,18,2,2,0,0,0,0.0
3,110,5,pair_002_n5_002_control,control,0,1,0,-0.99,0.2998183333333333,660,6380,23,2,2,0,0,0,0.0
4,189,79,pair_008_n3_008_conflict,conflict,1,0,0,12.470000000000002,0.29968666666666666,1134,10962,52,2,19,0,0,0,0.0
5,295,106,pair_003_n3_003_conflict,conflict,0,1,0,1.1500000000000021,0.29951,1770,17110,73,4,50,0,0,0,0.0
6,311,16,pair_016_n5_016_control,control,0,1,0,-0.6000000000000001,0.2994833333333333,1866,18038,89,4,57,0,0,0,0.0
7,319,8,pair_011_n5_011_control,control,0,1,0,-0.92,0.29947,1914,18502,97,4,59,0,0,0,0.0
8,322,3,pair_016_n3_016_conflict,conflict,0,1,0,-0.97,0.299465,1932,18676,100,4,61,0,0,0,0.0
9,325,3,pair_009_n5_009_conflict,conflict,0,1,0,-0.92,0.29946,1950,18850,103,5,63,0,0,0,0.0
10,327,2,pair_011_n5_011_conflict,conflict,0,1,0,-0.96,0.29945666666666665,1962,18966,105,5,65,0,0,0,0.0
11,434,107,pair_004_n5_004_control,control,0,1,0,1.0900000000000016,0.2992783333333333,2604,25172,143,5,147,0,0,0,0.0
12,441,7,pair_012_n3_012_conflict,conflict,0,1,0,-0.76,0.2992666666666667,2646,25578,150,5,153,0,0,0,0.0
13,540,99,pair_005_n5_005_control,control,1,0,0,12.270000000000001,0.29910166666666665,3240,31320,174,5,253,0,0,0,0.0
14,545,5,pair_014_n5_014_conflict,conflict,0,1,0,-0.84,0.2990933333333333,3270,31610,179,6,258,0,0,0,0.0
15,640,95,pair_010_n5_010_conflict,conflict,0,1,0,1.3100000000000014,0.298935,3840,37120,192,6,374,0,0,0,0.0
16,747,107,pair_017_n3_017_control,control,1,0,0,12.190000000000001,0.29875666666666667,4482,43326,237,6,524,0,0,0,0.0
17,850,103,pair_002_n5_002_conflict,conflict,1,0,0,12.23,0.298585,5100,49300,287,6,713,0,0,0,0.0
18,857,7,pair_013_n5_013_control,control,0,1,0,-0.86,0.2985733333333333,5142,49706,294,7,726,0,0,0,0.0
19,942,85,pair_012_n5_012_control,control,0,1,0,1.3600000000000017,0.29843166666666665,5652,54636,325,7,923,0,0,0,0.0
20,954,12,pair_017_n5_017_conflict,conflict,0,1,0,-0.66,0.29841166666666663,5724,55332,337,7,945,0,0,0,0.0
21,1046,92,pair_010_n5_010_control,control,1,0,0,12.340000000000002,0.29825833333333335,6276,60668,355,7,1122,0,0,0,0.0
22,1067,21,pair_017_n3_017_conflict,conflict,0,1,0,-0.6000000000000001,0.29822333333333334,6402,61886,376,7,1169,0,0,0,0.0
23,1175,108,pair_003_n5_003_control,control,0,1,0,1.1300000000000012,0.2980433333333333,7050,68150,417,7,1454,0,0,0,0.0
24,1264,89,pair_015_n3_015_conflict,conflict,1,0,0,12.370000000000001,0.29789499999999997,7584,73312,436,7,1718,0,0,0,0.0
25,1290,26,pair_003_n5_003_conflict,conflict,0,1,0,-0.45000000000000007,0.2978516666666667,7740,74820,447,8,1805,0,0,0,0.0
26,1388,98,pair_016_n5_016_conflict,conflict,1,0,0,12.280000000000001,0.29768833333333333,8328,80504,507,8,2120,0,0,0,0.0
27,1416,28,pair_001_n5_001_conflict,conflict,0,1,0,-0.16999999999999982,0.29764166666666664,8496,82128,518,8,2216,0,0,0,0.0
28,1500,84,pair_002_n3_002_control,control,1,0,0,12.420000000000002,0.29750166666666666,9000,87000,541,8,2522,0,0,0,0.0
29,1599,99,pair_005_n3_005_control,control,1,0,0,12.270000000000001,0.29733666666666664,9594,92742,610,8,2906,0,0,0,0.0
30,1703,104,pair_010_n3_010_conflict,conflict,1,0,0,12.22,0.29716333333333333,10218,98774,619,8,3357,0,0,0,0.0
31,1799,96,pair_004_n3_004_conflict,conflict,1,0,0,12.3,0.29700333333333334,10794,104342,639,8,3746,0,0,0,0.0
32,1927,128,pair_006_n5_006_control,control,1,0,0,11.98,0.29679,11562,111766,740,9,4323,0,0,0,0.0
33,2029,102,pair_007_n3_007_conflict,conflict,1,0,0,12.240000000000002,0.29662,12174,117682,773,9,4867,0,0,0,0.0
34,2121,92,pair_001_n3_001_control,control,0,1,0,1.3400000000000012,0.29646666666666666,12726,123018,783,9,5359,0,0,0,0.0
35,2221,100,pair_007_n5_007_conflict,conflict,1,0,0,12.260000000000002,0.2963,13326,128818,818,9,5886,0,0,0,0.0
36,2332,111,pair_006_n5_006_conflict,conflict,1,0,0,12.150000000000002,0.29611499999999996,13992,135256,865,9,6519,0,0,0,0.0
37,2424,92,pair_017_n5_017_control,control,1,0,0,12.340000000000002,0.2959616666666667,14544,140592,907,9,7043,0,0,0,0.0
38,2724,300,pair_000_n3_000_conflict,conflict,0,0,0,1.582067810090848e-15,0.2954616666666667,16344,157992,1142,9,9021,0,0,0,0.0
39,2849,125,pair_008_n5_008_control,control,1,0,0,12.010000000000002,0.2952533333333333,17094,165242,1208,9,9986,0,0,0,0.0
40,2928,79,pair_002_n3_002_conflict,conflict,0,1,0,1.220000000000001,0.29512166666666667,17568,169824,1237,9,10669,0,0,0,0.0
41,3017,89,pair_000_n5_000_control,control,1,0,0,12.370000000000001,0.2949733333333333,18102,174986,1271,9,11399,0,0,0,0.0
42,3124,107,pair_008_n5_008_conflict,conflict,0,1,0,1.140000000000002,0.294795,18744,181192,1325,9,12316,0,0,0,0.0
43,3236,112,pair_001_n3_001_conflict,conflict,1,0,0,12.140000000000002,0.2946083333333333,19416,187688,1359,9,13314,0,0,0,0.0
44,3316,80,pair_012_n5_012_conflict,conflict,1,0,0,12.46,0.294475,19896,192328,1393,9,14069,0,0,0,0.0
45,3414,98,pair_013_n5_013_conflict,conflict,1,0,0,12.280000000000001,0.29431166666666664,20484,198012,1449,9,14979,0,0,0,0.0
46,3493,79,pair_011_n3_011_control,control,0,1,0,-0.32999999999999996,0.29418,20958,202594,1457,9,15727,0,0,0,0.0
47,3680,187,pair_013_n3_013_control,control,1,0,0,11.39,0.29386833333333334,22080,213440,1483,9,17617,0,0,0,0.0
48,3758,78,pair_015_n5_015_control,control,0,1,0,0.5800000000000007,0.2937383333333333,22548,217964,1531,10,18406,0,0,0,0.0
49,4058,300,pair_008_n3_008_control,control,0,0,0,-6.522560269672795e-16,0.2932383333333333,24348,235364,1753,10,21645,0,0,0,0.0
50,4358,300,pair_004_n5_004_conflict,conflict,0,0,0,0.14999999999999952,0.2927383333333333,26148,252764,2007,10,25360,0,0,0,0.0
51,4499,141,pair_006_n3_006_control,control,1,0,0,11.850000000000001,0.29250333333333334,26994,260942,2067,10,27354,0,0,0,0.0
52,4522,23,pair_014_n5_014_control,control,0,1,0,-0.97,0.292465,27132,262276,2090,10,27667,0,0,0,0.0
53,4626,104,pair_016_n3_016_control,control,1,0,0,12.22,0.29229166666666667,27756,268308,2136,10,29107,0,0,0,0.0
54,4769,143,pair_015_n5_015_conflict,conflict,1,0,0,11.830000000000002,0.29205333333333333,28614,276602,2237,11,31223,0,0,0,0.0
55,4883,114,pair_007_n3_007_control,control,1,0,0,12.120000000000001,0.2918633333333333,29298,283214,2292,11,32869,0,0,0,0.0
56,5183,300,pair_003_n3_003_control,control,0,0,0,-0.15000000000000094,0.2913633333333333,31098,300614,2518,11,37699,0,0,0,0.0
57,5191,8,pair_013_n3_013_conflict,conflict,0,1,0,-0.9199999999999999,0.29135,31146,301078,2526,11,37850,0,0,0,0.0
58,5491,300,pair_005_n3_005_conflict,conflict,0,0,0,-0.25000000000000033,0.29085,32946,318478,2759,11,43096,0,0,0,0.0
59,5585,94,pair_009_n3_009_control,control,1,0,0,12.32,0.2906933333333333,33510,323930,2808,11,44836,0,0,0,0.0
60,5885,300,pair_000_n3_000_control,control,0,0,0,-0.1500000000000001,0.2901933333333333,35310,341330,3038,11,50589,0,0,0,0.0
61,5978,93,pair_009_n3_009_conflict,conflict,1,0,0,12.330000000000002,0.29003833333333334,35868,346724,3083,11,52437,0,0,0,0.0
62,6278,300,pair_001_n5_001_control,control,0,0,0,0.19999999999999954,0.28953833333333334,37668,364124,3373,11,58876,0,0,0,0.0
63,6578,300,pair_000_n5_000_conflict,conflict,0,0,0,-0.5000000000000007,0.28903833333333334,39468,381524,3647,11,65941,0,0,0,0.0
64,6694,116,pair_005_n5_005_conflict,conflict,0,1,0,0.4000000000000006,0.28884499999999996,40164,388252,3746,11,68768,0,0,0,0.0
65,6789,95,pair_014_n3_014_control,control,1,0,0,12.310000000000002,0.28868666666666665,40734,393762,3785,11,71200,0,0,0,0.0
66,6894,105,pair_004_n3_004_control,control,1,0,0,12.21,0.28851166666666667,41364,399852,3813,11,73917,0,0,0,0.0
