episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative
0,5,5,pair_002_conflict,conflict,0,1,0,-0.84,0.29999333333333333,0,320,5,0,0
1,91,86,pair_004_conflict,conflict,1,0,0,12.400000000000002,0.29985,0,5824,23,0,16
2,108,17,pair_003_control,control,0,1,0,-0.4600000000000001,0.29982166666666665,0,6912,36,0,17
3,204,96,pair_010_conflict,conflict,1,0,0,12.3,0.29966166666666666,0,13056,73,0,64
4,230,26,pair_001_conflict,conflict,0,1,0,-0.09999999999999976,0.2996183333333333,0,14720,85,0,75
5,244,14,pair_005_conflict,conflict,0,1,0,-0.4800000000000001,0.299595,0,15616,98,1,83
6,275,31,pair_010_control,control,0,1,0,-0.2499999999999999,0.29954333333333333,0,17600,110,1,104
7,358,83,pair_002_control,control,1,0,0,12.430000000000001,0.299405,0,22912,128,1,183
8,464,106,pair_000_control,control,1,0,0,12.200000000000001,0.2992283333333333,0,29696,163,1,304
9,552,88,pair_016_control,control,0,1,0,1.1300000000000012,0.29908166666666663,0,35328,171,1,409
10,631,79,pair_017_conflict,conflict,1,0,0,12.470000000000002,0.29895,0,40384,182,1,504
11,721,90,pair_006_conflict,conflict,1,0,0,12.360000000000001,0.2988,0,46144,201,1,645
12,810,89,pair_001_control,control,1,0,0,12.370000000000001,0.29865166666666665,0,51840,225,1,775
13,905,95,pair_014_conflict,conflict,1,0,0,12.310000000000002,0.29849333333333333,0,57920,239,1,921
14,915,10,pair_000_conflict,conflict,0,1,0,-0.64,0.29847666666666667,0,58560,249,1,939
15,1025,110,pair_004_control,control,1,0,0,12.16,0.2982933333333333,0,65600,282,1,1138
16,1123,98,pair_017_control,control,1,0,0,12.280000000000001,0.29813,0,71872,297,1,1339
17,1238,115,pair_015_control,control,1,0,0,12.110000000000001,0.2979383333333333,0,79232,313,1,1602
18,1277,39,pair_007_conflict,conflict,0,1,0,0.12000000000000033,0.2978733333333333,0,81728,328,1,1703
19,1328,51,pair_007_control,control,0,1,0,0.050000000000000266,0.2977883333333333,0,84992,349,1,1818
20,1412,84,pair_013_control,control,1,0,0,12.420000000000002,0.29764833333333335,0,90368,350,1,2026
21,1527,115,pair_012_control,control,1,0,0,12.110000000000001,0.29745666666666665,0,97728,361,1,2311
22,1570,43,pair_011_conflict,conflict,0,1,0,-0.06999999999999973,0.297385,0,100480,380,1,2423
23,1672,102,pair_015_conflict,conflict,1,0,0,12.240000000000002,0.297215,0,107008,411,1,2702
24,1761,89,pair_016_conflict,conflict,1,0,0,12.370000000000001,0.29706666666666665,0,112704,422,1,2964
25,1860,99,pair_008_conflict,conflict,1,0,0,12.270000000000001,0.2969016666666667,0,119040,442,1,3298
26,1976,116,pair_013_conflict,conflict,1,0,0,12.100000000000001,0.2967083333333333,0,126464,442,1,3683
27,2079,103,pair_009_control,control,1,0,0,12.23,0.29653666666666667,0,133056,471,1,3990
28,2121,42,pair_011_control,control,0,1,0,-0.009999999999999787,0.29646666666666666,0,135744,488,2,4146
29,2224,103,pair_012_conflict,conflict,1,0,0,12.23,0.296295,0,142336,497,2,4539
30,2318,94,pair_008_control,control,1,0,0,12.320000000000002,0.29613833333333334,0,148352,525,2,4885
31,2409,91,pair_006_control,control,1,0,0,12.350000000000001,0.2959866666666667,0,154176,542,2,5241
32,2429,20,pair_005_control,control,0,1,0,-0.4900000000000001,0.29595333333333335,0,155456,556,3,5315
33,2518,89,pair_009_conflict,conflict,1,0,0,12.370000000000001,0.295805,0,161152,594,3,5698
34,2594,76,pair_003_conflict,conflict,1,0,0,12.500000000000002,0.2956783333333333,0,166016,619,3,6057
35,2688,94,pair_014_control,control,1,0,0,12.320000000000002,0.2955216666666667,0,172032,645,3,6489
36,2787,99,pair_001_control,control,1,0,0,12.270000000000001,0.29535666666666666,0,178368,682,3,6999
37,2879,92,pair_014_conflict,conflict,1,0,0,12.340000000000002,0.2952033333333333,0,184256,693,3,7508
38,2979,100,pair_016_conflict,conflict,1,0,0,12.260000000000002,0.29503666666666667,0,190656,705,3,8026
39,3092,113,pair_008_conflict,conflict,1,0,0,12.13,0.2948483333333333,0,197888,742,3,8605
40,3137,45,pair_010_conflict,conflict,0,1,0,-0.23999999999999988,0.29477333333333333,0,200768,758,3,8864
41,3237,100,pair_010_control,control,1,0,0,12.260000000000002,0.2946066666666667,0,207168,791,3,9426
42,3334,97,pair_008_control,control,1,0,0,12.290000000000003,0.294445,0,213376,826,3,10008
43,3369,35,pair_011_conflict,conflict,0,1,0,0.060000000000000275,0.29438666666666663,0,215616,838,4,10231
44,3466,97,pair_015_control,control,1,0,0,12.290000000000001,0.294225,0,221824,845,4,10854
45,3558,92,pair_005_conflict,conflict,1,0,0,12.340000000000002,0.2940716666666667,0,227712,877,4,11417
46,3655,97,pair_004_control,control,1,0,0,12.290000000000003,0.29391,0,233920,904,4,12067
47,3772,117,pair_015_conflict,conflict,1,0,0,12.090000000000002,0.293715,0,241408,940,4,12865
48,3791,19,pair_000_conflict,conflict,0,1,0,-0.6300000000000001,0.2936833333333333,0,242624,959,5,13009
49,3885,94,pair_012_conflict,conflict,0,1,0,1.2700000000000014,0.29352666666666666,0,248640,975,5,13681
50,3979,94,pair_009_control,control,1,0,0,12.320000000000002,0.29336999999999996,0,254656,1002,5,14340
51,4085,106,pair_002_conflict,conflict,1,0,0,12.200000000000001,0.2931933333333333,0,261440,1031,5,15113
52,4184,99,pair_012_control,control,1,0,0,12.270000000000001,0.29302833333333334,0,267776,1049,5,15864
53,4260,76,pair_011_control,control,1,0,0,12.500000000000002,0.29290166666666667,0,272640,1055,5,16470
54,4349,89,pair_002_control,control,1,0,0,12.370000000000001,0.2927533333333333,0,278336,1082,5,17160
55,4436,87,pair_007_control,control,1,0,0,12.390000000000002,0.2926083333333333,0,283904,1082,5,17852
56,4537,101,pair_007_conflict,conflict,1,0,0,12.250000000000002,0.29244,0,290368,1118,5,18683
57,4620,83,pair_013_conflict,conflict,1,0,0,12.430000000000001,0.2923016666666667,0,295680,1143,5,19348
