episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative
0,300,300,static,static,0,0,0,-2.749999999999999,0.99857975,3792,11376,0,0,0
1,600,300,static,static,0,0,0,-2.0500000000000007,0.99715475,8592,25776,0,0,0
2,900,300,static,static,0,0,0,-2.549999999999998,0.99572975,13392,40176,0,0,0
3,1200,300,static,static,0,0,0,-2.6999999999999993,0.99430475,18192,54576,0,0,0
4,1500,300,static,static,0,0,0,-2.6500000000000004,0.99287975,22992,68976,0,0,0
5,1800,300,static,static,0,0,0,-1.8000000000000014,0.99145475,27792,83376,0,0,0
6,2100,300,static,static,0,0,0,-2.5499999999999976,0.99002975,32592,97776,0,0,0
7,2400,300,static,static,0,0,0,-2.55,0.98860475,37392,112176,0,0,0
8,2700,300,static,static,0,0,0,-2.7500000000000013,0.98717975,42192,126576,0,0,0
9,3000,300,static,static,0,0,0,-2.3499999999999988,0.98575475,46992,140976,0,0,0
10,3300,300,static,static,0,0,0,-2.4999999999999987,0.98432975,51792,155376,0,0,0
11,3600,300,static,static,0,0,0,-2.499999999999996,0.98290475,56592,169776,0,0,0
12,3900,300,static,static,0,0,0,-2.5499999999999994,0.98147975,61392,184176,0,0,0
13,4200,300,static,static,0,0,0,-1.4500000000000015,0.98005475,66192,198576,0,0,0
14,4500,300,static,static,0,0,0,-2.7999999999999994,0.97862975,70992,212976,0,0,0
15,4800,300,static,static,0,0,0,-2.749999999999999,0.97720475,75792,227376,0,0,0
16,5100,300,static,static,0,0,0,-1.500000000000001,0.9757797500000001,80592,241776,0,0,0
17,5400,300,static,static,0,0,0,-2.599999999999998,0.97435475,85392,256176,0,0,0
18,5700,300,static,static,0,0,0,-2.649999999999997,0.97292975,90192,270576,0,0,0
19,6000,300,static,static,0,0,0,-2.3499999999999996,0.97150475,94992,284976,0,0,0
20,6300,300,static,static,0,0,0,-1.3500000000000016,0.97007975,99792,299376,0,0,0
21,6600,300,static,static,0,0,0,-2.8999999999999964,0.96865475,104592,313776,0,0,0
22,6900,300,static,static,0,0,0,-1.7000000000000017,0.96722975,109392,328176,0,0,0
23,7200,300,static,static,0,0,0,-1.7000000000000015,0.96580475,114192,342576,0,0,0
24,7500,300,static,static,0,0,0,-2.999999999999999,0.96437975,118992,356976,0,0,0
25,7800,300,static,static,0,0,0,-2.5000000000000004,0.96295475,123792,371376,0,0,0
26,8100,300,static,static,0,0,0,-2.2500000000000013,0.96152975,128592,385776,0,0,0
27,8400,300,static,static,0,0,0,-1.3000000000000014,0.96010475,133392,400176,0,0,0
28,8700,300,static,static,0,0,0,-1.600000000000001,0.95867975,138192,414576,0,0,0
29,9000,300,static,static,0,0,0,-2.750000000000001,0.95725475,142992,428976,0,0,0
30,9300,300,static,static,0,0,0,-2.3500000000000005,0.95582975,147792,443376,0,0,0
31,9600,300,static,static,0,0,0,-2.649999999999998,0.95440475,152592,457776,0,0,0
32,9900,300,static,static,0,0,0,-2.500000000000002,0.95297975,157392,472176,0,0,0
33,10200,300,static,static,0,0,0,-2.899999999999997,0.95155475,162192,486576,0,0,0
34,10500,300,static,static,0,0,0,-2.15,0.95012975,166992,500976,0,0,0
35,10800,300,static,static,0,0,0,-2.3499999999999996,0.94870475,171792,515376,0,0,0
36,11100,300,static,static,0,0,0,-2.1500000000000012,0.94727975,176592,529776,0,0,0
37,11400,300,static,static,0,0,0,-2.799999999999999,0.94585475,181392,544176,0,0,0
38,11700,300,static,static,0,0,0,-2.7499999999999982,0.94442975,186192,558576,0,0,0
39,12000,300,static,static,0,0,0,-2.8999999999999972,0.9430047500000001,190992,572976,0,0,0
40,12300,300,static,static,0,0,0,-2.3999999999999995,0.94157975,195792,587376,0,0,0
41,12600,300,static,static,0,0,0,-2.899999999999998,0.94015475,200592,601776,0,0,0
42,12900,300,static,static,0,0,0,-2.1500000000000012,0.93872975,205392,616176,0,0,0
43,13200,300,static,static,0,0,0,-1.4500000000000008,0.93730475,210192,630576,0,0,0
44,13500,300,static,static,0,0,0,-2.2000000000000015,0.93587975,214992,644976,0,0,0
45,13800,300,static,static,0,0,0,-2.4,0.93445475,219792,659376,0,0,0
46,14100,300,static,static,0,0,0,-2.749999999999999,0.93302975,224592,673776,0,0,0
47,14400,300,static,static,0,0,0,-2.500000000000001,0.93160475,229392,688176,0,0,0
48,14700,300,static,static,0,0,0,-1.950000000000001,0.93017975,234192,702576,0,0,0
49,15000,300,static,static,0,0,0,-2.15,0.92875475,238992,716976,0,0,0
50,15300,300,static,static,0,0,0,-1.9500000000000013,0.92732975,243792,731376,0,0,0
51,15600,300,static,static,0,0,0,-1.8000000000000012,0.92590475,248592,745776,0,0,0
52,15900,300,static,static,0,0,0,-1.8500000000000008,0.92447975,253392,760176,0,0,0
53,16200,300,static,static,0,0,0,-2.1500000000000004,0.92305475,258192,774576,0,0,0
54,16500,300,static,static,0,0,0,-2.5000000000000004,0.92162975,262992,788976,0,0,0
55,16800,300,static,static,0,0,0,-1.2500000000000009,0.92020475,267792,803376,0,0,0
56,17100,300,static,static,0,0,0,-2.1000000000000014,0.91877975,272592,817776,0,0,0
57,17400,300,static,static,0,0,0,-3.149999999999999,0.91735475,277392,832176,0,0,0
58,17700,300,static,static,0,0,0,-1.700000000000001,0.91592975,282192,846576,0,0,0
59,18000,300,static,static,0,0,0,-3.099999999999999,0.91450475,286992,860976,0,0,0
60,18300,300,static,static,0,0,0,-2.2000000000000015,0.91307975,291792,875376,0,0,0
61,18600,300,static,static,0,0,0,-1.700000000000001,0.9116547500000001,296592,889776,0,0,0
62,18900,300,static,static,0,0,0,-1.6500000000000015,0.9102297500000001,301392,904176,0,0,0
63,19200,300,static,static,0,0,0,-2.949999999999996,0.90880475,306192,918576,0,0,0
64,19500,300,static,static,0,0,0,-1.1000000000000012,0.90737975,310992,932976,0,0,0
65,19800,300,static,static,0,0,0,-1.3000000000000014,0.90595475,315792,947376,0,0,0
66,20100,300,static,static,0,0,0,-1.8500000000000016,0.90452975,320592,961776,0,0,0
67,20400,300,static,static,0,0,0,-2.4,0.90310475,325392,976176,0,0,0
68,20700,300,static,static,0,0,0,-2.3500000000000014,0.90167975,330192,990576,0,0,0
69,21000,300,static,static,0,0,0,-1.400000000000001,0.90025475,334992,1004976,0,0,0
70,21300,300,static,static,0,0,0,-1.9500000000000013,0.89882975,339792,1019376,0,0,0
71,21600,300,static,static,0,0,0,-2.5,0.89740475,344592,1033776,0,0,0
72,21900,300,static,static,0,0,0,-0.4500000000000011,0.89597975,349392,1048176,0,0,0
73,22200,300,static,static,0,0,0,-2.1000000000000005,0.89455475,354192,1062576,0,0,0
74,22500,300,static,static,0,0,0,-1.7000000000000013,0.8931297500000001,358992,1076976,0,0,0
75,22800,300,static,static,0,0,0,-1.2000000000000006,0.89170475,363792,1091376,0,0,0
76,23100,300,static,static,0,0,0,-1.9500000000000013,0.89027975,368592,1105776,0,0,0
77,23400,300,static,static,0,0,0,-0.45000000000000007,0.88885475,373392,1120176,0,0,0
78,23700,300,static,static,0,0,0,-1.7499999999999998,0.88742975,378192,1134576,0,0,0
79,24000,300,static,static,0,0,0,-0.6500000000000022,0.88600475,382992,1148976,0,0,0
80,24300,300,static,static,0,0,0,-1.5500000000000012,0.88457975,387792,1163376,0,0,0
81,24600,300,static,static,0,0,0,-1.6000000000000016,0.88315475,392592,1177776,0,0,0
82,24900,300,static,static,0,0,0,-1.7000000000000015,0.88172975,397392,1192176,0,0,0
83,25200,300,static,static,0,0,0,-1.8499999999999992,0.88030475,402192,1206576,0,0,0
84,25500,300,static,static,0,0,0,-1.3500000000000016,0.8788797500000001,406992,1220976,0,0,0
85,25800,300,static,static,0,0,0,-1.1500000000000015,0.8774547500000001,411792,1235376,0,0,0
86,26100,300,static,static,0,0,0,-1.7500000000000013,0.87602975,416592,1249776,0,0,0
87,26400,300,static,static,0,0,0,-0.44999999999999996,0.87460475,421392,1264176,0,0,0
88,26700,300,static,static,0,0,0,-2.4000000000000017,0.87317975,426192,1278576,0,0,0
89,27000,300,static,static,0,0,0,-1.9000000000000017,0.87175475,430992,1292976,0,0,0
90,27300,300,static,static,0,0,0,-1.4500000000000015,0.87032975,435792,1307376,0,0,0
91,27600,300,static,static,0,0,0,-1.4500000000000013,0.86890475,440592,1321776,0,0,0
92,27900,300,static,static,0,0,0,-1.950000000000002,0.86747975,445392,1336176,0,0,0
93,28200,300,static,static,0,0,0,-1.2000000000000004,0.86605475,450192,1350576,0,0,0
94,28500,300,static,static,0,0,0,-2.3999999999999995,0.86462975,454992,1364976,0,0,0
95,28800,300,static,static,0,0,0,-1.8500000000000014,0.86320475,459792,1379376,0,0,0
96,29100,300,static,static,0,0,0,-1.6500000000000012,0.86177975,464592,1393776,0,0,0
97,29400,300,static,static,0,0,0,-2.4000000000000012,0.8603547500000001,469392,1408176,0,0,0
98,29700,300,static,static,0,0,0,-1.6000000000000019,0.85892975,474192,1422576,0,0,0
99,30000,300,static,static,0,0,0,-2.000000000000001,0.85750475,478992,1436976,0,0,0
100,30300,300,static,static,0,0,0,-1.7500000000000016,0.85607975,483792,1451376,0,0,0
101,30600,300,static,static,0,0,0,-1.0000000000000016,0.85465475,488592,1465776,0,0,0
102,30900,300,static,static,0,0,0,-1.6000000000000016,0.85322975,493392,1480176,0,0,0
103,31200,300,static,static,0,0,0,-2.099999999999999,0.85180475,498192,1494576,0,0,0
104,31500,300,static,static,0,0,0,-2.0500000000000007,0.85037975,502992,1508976,0,0,0
105,31800,300,static,static,0,0,0,-2.4500000000000006,0.84895475,507792,1523376,0,0,0
106,32100,300,static,static,0,0,0,-1.5500000000000016,0.84752975,512592,1537776,0,0,0
107,32400,300,static,static,0,0,0,-1.0500000000000005,0.8461047500000001,517392,1552176,0,0,0
108,32700,300,static,static,0,0,0,-2.300000000000001,0.8446797500000001,522192,1566576,0,0,0
109,33000,300,static,static,0,0,0,-2.050000000000002,0.84325475,526992,1580976,0,0,0
110,33300,300,static,static,0,0,0,-0.2000000000000007,0.84182975,531792,1595376,0,0,0
111,33600,300,static,static,0,0,0,-0.500000000000001,0.84040475,536592,1609776,0,0,0
112,33900,300,static,static,0,0,0,-1.6000000000000014,0.83897975,541392,1624176,0,0,0
113,34200,300,static,static,0,0,0,-1.8000000000000016,0.83755475,546192,1638576,0,0,0
114,34500,300,static,static,0,0,0,-0.850000000000001,0.83612975,550992,1652976,0,0,0
115,34800,300,static,static,0,0,0,-1.9500000000000013,0.83470475,555792,1667376,0,0,0
116,35100,300,static,static,0,0,0,-0.8500000000000006,0.83327975,560592,1681776,0,0,0
117,35400,300,static,static,0,0,0,-1.650000000000001,0.83185475,565392,1696176,0,0,0
118,35700,300,static,static,0,0,0,-1.9000000000000021,0.83042975,570192,1710576,0,0,0
119,36000,300,static,static,0,0,0,-0.7000000000000006,0.82900475,574992,1724976,0,0,0
120,36300,300,static,static,0,0,0,-1.6500000000000015,0.8275797500000001,579792,1739376,0,0,0
121,36600,300,static,static,0,0,0,-1.0000000000000013,0.82615475,584592,1753776,0,0,0
122,36900,300,static,static,0,0,0,-1.1000000000000008,0.82472975,589392,1768176,0,0,0
123,37200,300,static,static,0,0,0,0.09999999999999881,0.82330475,594192,1782576,0,0,0
124,37500,300,static,static,0,0,0,-0.8500000000000009,0.82187975,598992,1796976,0,0,0
125,37800,300,static,static,0,0,0,-0.050000000000000495,0.82045475,603792,1811376,0,0,0
126,38100,300,static,static,0,0,0,-2.1000000000000005,0.81902975,608592,1825776,0,0,0
127,38400,300,static,static,0,0,0,-2.350000000000001,0.81760475,613392,1840176,0,0,0
128,38700,300,static,static,0,0,0,-2.4,0.81617975,618192,1854576,0,0,0
129,39000,300,static,static,0,0,0,-1.5500000000000012,0.81475475,622992,1868976,0,0,0
130,39300,300,static,static,0,0,0,-1.700000000000001,0.8133297500000001,627792,1883376,0,0,0
131,39600,300,static,static,0,0,0,-1.700000000000001,0.8119047500000001,632592,1897776,0,0,0
132,39900,300,static,static,0,0,0,-2.1500000000000004,0.81047975,637392,1912176,0,0,0
133,40200,300,static,static,0,0,0,-0.8500000000000008,0.80905475,642192,1926576,0,0,0
134,40500,300,static,static,0,0,0,-1.6000000000000016,0.80762975,646992,1940976,0,0,0
135,40800,300,static,static,0,0,0,-0.8500000000000008,0.80620475,651792,1955376,0,0,0
136,41100,300,static,static,0,0,0,-0.7500000000000009,0.80477975,656592,1969776,0,0,0
137,41400,300,static,static,0,0,0,-1.0000000000000016,0.80335475,661392,1984176,0,0,0
