episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_coverage_count,handover_progress
0,48,48,pair_009_n3_009_conflict,conflict,0,1,0,0.38000000000000056,0.29992166666666664,0,3072,38,0,12,0,0,0,0.0
1,141,93,pair_013_n5_013_conflict,conflict,1,0,0,12.330000000000002,0.2997666666666667,0,9024,66,0,42,0,0,0,0.0
2,244,103,pair_009_n3_009_control,control,1,0,0,12.23,0.299595,0,15616,120,0,106,0,0,0,0.0
3,330,86,pair_007_n5_007_control,control,1,0,0,12.400000000000002,0.29945166666666667,0,21120,194,1,189,0,0,0,0.0
4,408,78,pair_000_n5_000_control,control,0,1,0,0.7300000000000009,0.29932166666666665,0,26112,241,2,321,0,0,0,0.0
5,453,45,pair_008_n5_008_control,control,0,1,0,-0.23999999999999988,0.29924666666666666,0,28992,286,2,389,0,0,0,0.0
6,476,23,pair_012_n3_012_conflict,conflict,0,1,0,-0.77,0.2992083333333333,0,30464,309,2,429,0,0,0,0.0
7,495,19,pair_006_n5_006_conflict,conflict,0,1,0,-0.5300000000000001,0.29917666666666665,0,31680,328,3,473,0,0,0,0.0
8,586,91,pair_013_n3_013_conflict,conflict,1,0,0,12.350000000000001,0.299025,0,37504,387,3,711,0,0,0,0.0
9,601,15,pair_005_n5_005_conflict,conflict,0,1,0,-0.54,0.299,0,38464,401,3,755,0,0,0,0.0
10,612,11,pair_013_n3_013_control,control,0,1,0,-0.6000000000000001,0.29898166666666665,0,39168,412,3,786,0,0,0,0.0
11,708,96,pair_005_n5_005_control,control,1,0,0,12.3,0.29882166666666665,0,45312,472,3,1108,0,0,0,0.0
12,728,20,pair_015_n3_015_conflict,conflict,0,1,0,-0.6400000000000001,0.2987883333333333,0,46592,492,4,1176,0,0,0,0.0
13,746,18,pair_005_n3_005_control,control,0,1,0,-0.42000000000000004,0.29875833333333335,0,47744,510,4,1237,0,0,0,0.0
14,753,7,pair_015_n3_015_control,control,0,1,0,-0.86,0.29874666666666666,0,48192,517,4,1266,0,0,0,0.0
15,831,78,pair_004_n5_004_control,control,0,1,0,1.2300000000000013,0.29861666666666664,0,53184,568,7,1588,0,0,0,0.0
16,916,85,pair_010_n5_010_control,control,1,0,0,12.410000000000002,0.298475,0,58624,612,7,1971,0,0,0,0.0
17,1013,97,pair_001_n3_001_conflict,conflict,1,0,0,12.290000000000001,0.2983133333333333,0,64832,657,7,2420,0,0,0,0.0
18,1030,17,pair_012_n5_012_conflict,conflict,0,1,0,-0.6600000000000001,0.29828499999999997,0,65920,674,7,2497,0,0,0,0.0
19,1078,48,pair_011_n3_011_control,control,0,1,0,-0.11999999999999977,0.298205,0,68992,698,7,2731,0,0,0,0.0
20,1108,30,pair_011_n5_011_control,control,0,1,0,0.060000000000000275,0.298155,0,70912,727,7,2865,0,0,0,0.0
21,1125,17,pair_017_n5_017_conflict,conflict,0,1,0,-0.6600000000000001,0.29812666666666665,0,72000,744,7,2965,0,0,0,0.0
22,1144,19,pair_003_n5_003_conflict,conflict,0,1,0,-0.4800000000000001,0.298095,0,73216,755,7,3082,0,0,0,0.0
23,1171,27,pair_015_n5_015_conflict,conflict,0,1,0,-0.66,0.29805,0,74944,782,7,3243,0,0,0,0.0
24,1196,25,pair_015_n5_015_control,control,0,1,0,-0.54,0.2980083333333333,0,76544,807,7,3395,0,0,0,0.0
25,1220,24,pair_009_n5_009_control,control,0,1,0,-0.78,0.29796833333333334,0,78080,831,7,3560,0,0,0,0.0
26,1320,100,pair_010_n5_010_conflict,conflict,1,0,0,12.260000000000002,0.29780166666666663,0,84480,884,7,4193,0,0,0,0.0
27,1404,84,pair_003_n3_003_control,control,1,0,0,12.420000000000002,0.29766166666666666,0,89856,929,7,4766,0,0,0,0.0
28,1440,36,pair_003_n3_003_conflict,conflict,0,1,0,-0.5500000000000003,0.29760166666666665,0,92160,959,7,4994,0,0,0,0.0
29,1539,99,pair_010_n3_010_conflict,conflict,1,0,0,12.270000000000001,0.2974366666666667,0,98496,975,7,5714,0,0,0,0.0
30,1609,70,pair_014_n3_014_conflict,conflict,0,1,0,1.1100000000000012,0.29732,0,102976,1014,7,6260,0,0,0,0.0
31,1616,7,pair_017_n3_017_control,control,0,1,0,-0.86,0.29730833333333334,0,103424,1021,8,6312,0,0,0,0.0
32,1621,5,pair_016_n5_016_conflict,conflict,0,1,0,-0.84,0.2973,0,103744,1026,8,6359,0,0,0,0.0
