episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_coverage_count,handover_progress,proposed_risk_steps_cumulative,intervention_steps_cumulative,teacher_fallback_steps_cumulative,teacher_unavailable_steps_cumulative,teacher_cache_hits_cumulative,teacher_planner_calls_cumulative,safe_samples_cumulative,safe_buffer_size,safe_coverage_count
49,4920,80,pair_008_n3_008_control,control,1,0,0,12.46,0.2918016666666667,78720,236160,2422,21,66289,0,0,0,0.0,72,72,0,0,0,72,37737,72,20
50,5025,105,pair_004_n5_004_conflict,conflict,1,0,0,12.21,0.29162666666666665,80400,241200,2476,21,68305,0,0,0,0.0,72,72,0,0,0,72,38577,72,20
51,5137,112,pair_006_n3_006_control,control,1,0,0,12.14,0.29144,82192,246576,2529,21,70479,0,0,0,0.0,72,72,0,0,0,72,39473,72,20
52,5248,111,pair_014_n5_014_control,control,1,0,0,12.150000000000002,0.291255,83968,251904,2568,21,72701,0,0,0,0.0,72,72,0,0,0,72,40361,72,20
53,5337,89,pair_016_n3_016_control,control,1,0,0,12.370000000000001,0.2911066666666667,85392,256176,2614,21,74480,0,0,0,0.0,72,72,0,0,0,72,41073,72,20
54,5459,122,pair_015_n5_015_conflict,conflict,1,0,0,12.040000000000001,0.29090333333333335,87344,262032,2643,21,76941,0,0,0,0.0,72,72,0,0,0,72,42049,72,20
55,5575,116,pair_007_n3_007_control,control,1,0,0,12.100000000000001,0.29070999999999997,89200,267600,2680,21,79316,0,0,0,0.0,72,72,0,0,0,72,42977,72,20
56,5648,73,pair_003_n3_003_control,control,1,0,0,12.530000000000001,0.29058833333333334,90368,271104,2725,21,80867,0,0,0,0.0,73,73,0,0,0,73,43561,73,20
57,5734,86,pair_013_n3_013_conflict,conflict,1,0,0,12.400000000000002,0.290445,91744,275232,2773,21,82632,0,0,0,0.0,75,75,0,0,0,75,44249,75,20
58,5821,87,pair_005_n3_005_conflict,conflict,1,0,0,12.39,0.2903,93136,279408,2794,21,84431,0,0,0,0.0,77,77,0,0,0,77,44945,77,20
59,5915,94,pair_009_n3_009_control,control,1,0,0,12.32,0.2901433333333333,94640,283920,2855,21,86425,0,0,0,0.0,77,77,0,0,0,77,45697,77,20
60,5996,81,pair_000_n3_000_control,control,1,0,0,12.450000000000001,0.2900083333333333,95936,287808,2891,21,88156,0,0,0,0.0,78,78,0,0,0,78,46345,78,20
61,6087,91,pair_009_n3_009_conflict,conflict,1,0,0,12.350000000000001,0.28985666666666665,97392,292176,2944,22,90088,0,0,0,0.0,78,78,0,0,0,78,47073,78,20
62,6178,91,pair_001_n5_001_control,control,1,0,0,12.350000000000001,0.289705,98848,296544,2984,22,92043,0,0,0,0.0,78,78,0,0,0,78,47801,78,20
63,6270,92,pair_000_n5_000_conflict,conflict,1,0,0,12.340000000000002,0.28955166666666665,100320,300960,3062,22,94063,0,0,0,0.0,81,81,0,0,0,81,48537,81,20
64,6357,87,pair_005_n5_005_conflict,conflict,1,0,0,12.39,0.28940666666666665,101712,305136,3131,24,95997,0,0,0,0.0,83,83,0,0,0,83,49233,83,20
65,6445,88,pair_014_n3_014_control,control,1,0,0,12.38,0.28925999999999996,103120,309360,3174,24,97980,0,0,0,0.0,84,84,0,0,0,84,49937,84,20
66,6530,85,pair_004_n3_004_control,control,1,0,0,12.410000000000002,0.2891183333333333,104480,313440,3221,25,99902,0,0,0,0.0,85,85,0,0,0,85,50617,85,21
67,6635,105,pair_009_n5_009_control,control,1,0,0,12.21,0.28894333333333333,106160,318480,3307,26,102380,0,0,0,0.0,90,90,0,0,0,90,51457,90,21
68,6725,90,pair_011_n3_011_conflict,conflict,1,0,0,12.360000000000003,0.28879333333333335,107600,322800,3363,27,104478,0,0,0,0.0,91,91,0,0,0,91,52177,91,21
69,6815,90,pair_014_n3_014_conflict,conflict,1,0,0,12.360000000000001,0.2886433333333333,109040,327120,3428,27,106623,0,0,0,0.0,91,91,0,0,0,91,52897,91,21
70,6908,93,pair_015_n3_015_control,control,1,0,0,12.330000000000002,0.28848833333333335,110528,331584,3460,27,108804,0,0,0,0.0,91,91,0,0,0,91,53641,91,21
71,7006,98,pair_006_n3_006_conflict,conflict,1,0,0,12.280000000000001,0.288325,112096,336288,3505,28,111164,0,0,0,0.0,94,94,0,0,0,94,54425,94,21
72,7096,90,pair_000_n5_000_conflict,conflict,1,0,0,12.360000000000001,0.288175,113536,340608,3572,31,113338,0,0,0,0.0,102,102,0,0,0,102,55145,102,21
73,7189,93,pair_014_n3_014_conflict,conflict,1,0,0,12.330000000000002,0.28802,115024,345072,3630,31,115641,0,0,0,0.0,105,105,0,0,0,105,55889,105,22
74,7286,97,pair_017_n3_017_conflict,conflict,1,0,0,12.290000000000001,0.2878583333333333,116576,349728,3662,31,118050,0,0,0,0.0,107,107,0,0,0,107,56665,107,22
75,7385,99,pair_013_n5_013_control,control,1,0,0,12.270000000000001,0.2876933333333333,118160,354480,3706,31,120499,0,0,0,0.0,108,108,0,0,0,108,57457,108,22
76,7499,114,pair_000_n5_000_control,control,1,0,0,12.120000000000001,0.28750333333333333,119984,359952,3763,31,123313,0,0,0,0.0,108,108,0,0,0,108,58369,108,22
77,7601,102,pair_005_n3_005_control,control,1,0,0,12.240000000000002,0.28733333333333333,121616,364848,3786,32,125886,0,0,0,0.0,111,111,0,0,0,111,59185,111,22
78,7699,98,pair_012_n3_012_control,control,1,0,0,12.280000000000001,0.28717,123184,369552,3826,33,128408,0,0,0,0.0,116,116,0,0,0,116,59969,116,22
79,7797,98,pair_008_n3_008_control,control,1,0,0,12.280000000000001,0.28700666666666663,124752,374256,3857,33,130905,0,0,0,0.0,117,117,0,0,0,117,60753,117,22
80,8040,243,pair_013_n3_013_control,control,1,0,0,10.83,0.28660166666666664,128640,385920,3919,36,137188,0,0,0,0.0,120,120,0,0,0,120,62697,120,23
81,8144,104,pair_010_n3_010_conflict,conflict,1,0,0,12.22,0.28642833333333334,130304,390912,3967,37,139947,0,0,0,0.0,124,124,0,0,0,124,63529,124,23
82,8217,73,pair_007_n5_007_control,control,1,0,0,12.530000000000001,0.28630666666666665,131472,394416,4016,37,141894,0,0,0,0.0,126,126,0,0,0,126,64113,126,23
83,8315,98,pair_008_n5_008_conflict,conflict,1,0,0,12.280000000000001,0.2861433333333333,133040,399120,4053,37,144517,0,0,0,0.0,127,127,0,0,0,127,64897,127,23
84,8500,185,pair_004_n5_004_control,control,1,0,0,11.41,0.285835,136000,408000,4110,37,149535,0,0,0,0.0,127,127,0,0,0,127,66377,127,23
85,8594,94,pair_006_n5_006_conflict,conflict,1,0,0,12.32,0.2856783333333333,137504,412512,4158,39,152119,0,0,0,0.0,131,131,0,0,0,131,67129,131,23
86,8692,98,pair_003_n5_003_conflict,conflict,1,0,0,12.280000000000001,0.28551499999999996,139072,417216,4194,39,154842,0,0,0,0.0,133,133,0,0,0,133,67913,133,23
87,8806,114,pair_007_n3_007_control,control,1,0,0,12.120000000000001,0.285325,140896,422688,4237,41,157912,0,0,0,0.0,139,139,0,0,0,139,68825,139,23
88,8903,97,pair_006_n3_006_control,control,1,0,0,12.290000000000001,0.2851633333333333,142448,427344,4271,41,160570,0,0,0,0.0,141,141,0,0,0,141,69601,141,23
89,8998,95,pair_004_n3_004_control,control,1,0,0,12.31,0.285005,143968,431904,4326,42,163176,0,0,0,0.0,142,142,0,0,0,142,70361,142,23
90,9098,100,pair_007_n3_007_conflict,conflict,1,0,0,12.260000000000002,0.2848383333333333,145568,436704,4373,43,165888,0,0,0,0.0,146,146,0,0,0,146,71161,146,23
91,9200,102,pair_002_n3_002_control,control,1,0,0,12.240000000000002,0.2846683333333333,147200,441600,4423,44,168649,0,0,0,0.0,151,151,0,0,0,151,71977,151,23
92,9291,91,pair_003_n3_003_conflict,conflict,1,0,0,12.350000000000001,0.28451666666666664,148656,445968,4462,45,171137,0,0,0,0.0,152,152,0,0,0,152,72705,152,23
93,9388,97,pair_009_n3_009_control,control,1,0,0,12.290000000000001,0.28435499999999997,150208,450624,4528,46,173852,0,0,0,0.0,156,156,0,0,0,156,73481,156,23
94,9489,101,pair_015_n3_015_conflict,conflict,1,0,0,12.250000000000002,0.28418666666666664,151824,455472,4583,48,176572,0,0,0,0.0,159,159,0,0,0,159,74289,159,23
95,9581,92,pair_012_n5_012_conflict,conflict,1,0,0,12.340000000000002,0.2840333333333333,153296,459888,4642,48,179149,0,0,0,0.0,161,161,0,0,0,161,75025,161,24
96,9685,104,pair_015_n5_015_conflict,conflict,1,0,0,12.22,0.28386,154960,464880,4733,49,182048,0,0,0,0.0,165,165,0,0,0,165,75857,165,24
97,9797,112,pair_004_n5_004_conflict,conflict,1,0,0,12.14,0.28367333333333333,156752,470256,4770,49,185157,0,0,0,0.0,166,166,0,0,0,166,76753,166,24
98,9900,103,pair_016_n5_016_conflict,conflict,1,0,0,12.23,0.28350166666666665,158400,475200,4812,49,187916,0,0,0,0.0,167,167,0,0,0,167,77577,167,24
99,9996,96,pair_010_n5_010_control,control,1,0,0,12.3,0.28334166666666666,159936,479808,4830,49,190528,0,0,0,0.0,168,168,0,0,0,168,78345,168,24
100,10086,90,pair_008_n3_008_conflict,conflict,1,0,0,12.360000000000001,0.2831916666666667,161376,484128,4850,49,192952,0,0,0,0.0,168,168,0,0,0,168,79065,168,24
101,10182,96,pair_009_n5_009_control,control,1,0,0,12.3,0.2830316666666667,162912,488736,4881,49,195515,0,0,0,0.0,169,169,0,0,0,169,79833,169,24
102,10285,103,pair_001_n5_001_control,control,1,0,0,12.23,0.28286,164560,493680,4899,49,198237,0,0,0,0.0,170,170,0,0,0,170,80657,170,24
103,10369,84,pair_016_n3_016_conflict,conflict,1,0,0,12.420000000000002,0.28271999999999997,165904,497712,4929,49,200488,0,0,0,0.0,171,171,0,0,0,171,81329,171,24
104,10460,91,pair_002_n5_002_conflict,conflict,1,0,0,12.350000000000001,0.2825683333333333,167360,502080,4955,49,202875,0,0,0,0.0,172,172,0,0,0,172,82057,172,24
105,10570,110,pair_004_n3_004_conflict,conflict,1,0,0,12.16,0.282385,169120,507360,4985,49,205737,0,0,0,0.0,173,173,0,0,0,173,82937,173,24
106,10677,107,pair_017_n5_017_control,control,1,0,0,12.190000000000001,0.28220666666666666,170832,512496,5034,49,208537,0,0,0,0.0,173,173,0,0,0,173,83793,173,24
107,10772,95,pair_001_n5_001_conflict,conflict,1,0,0,12.310000000000002,0.28204833333333335,172352,517056,5051,49,211020,0,0,0,0.0,176,176,0,0,0,176,84553,176,24
108,10869,97,pair_014_n3_014_control,control,1,0,0,12.290000000000001,0.2818866666666667,173904,521712,5087,49,213510,0,0,0,0.0,176,176,0,0,0,176,85329,176,24
109,10978,109,pair_007_n5_007_conflict,conflict,1,0,0,12.170000000000002,0.281705,175648,526944,5120,49,216360,0,0,0,0.0,177,177,0,0,0,177,86201,177,24
110,11072,94,pair_000_n3_000_control,control,1,0,0,12.32,0.28154833333333334,177152,531456,5154,50,218750,0,0,0,0.0,179,179,0,0,0,179,86953,179,24
111,11160,88,pair_017_n3_017_control,control,1,0,0,12.380000000000003,0.28140166666666666,178560,535680,5185,50,221001,0,0,0,0.0,179,179,0,0,0,179,87657,179,24
112,11261,101,pair_001_n3_001_conflict,conflict,1,0,0,12.250000000000002,0.28123333333333334,180176,540528,5206,51,223581,0,0,0,0.0,181,181,0,0,0,181,88465,181,24
113,11356,95,pair_005_n5_005_control,control,1,0,0,12.310000000000002,0.28107499999999996,181696,545088,5244,51,226020,0,0,0,0.0,183,183,0,0,0,183,89225,183,24
114,11443,87,pair_009_n3_009_conflict,conflict,1,0,0,12.39,0.28093,183088,549264,5276,51,228225,0,0,0,0.0,184,184,0,0,0,184,89921,184,24
115,11527,84,pair_010_n3_010_control,control,1,0,0,12.420000000000002,0.28079,184432,553296,5330,53,230375,0,0,0,0.0,186,186,0,0,0,186,90593,186,24
116,11615,88,pair_000_n3_000_conflict,conflict,1,0,0,12.38,0.2806433333333333,185840,557520,5361,53,232635,0,0,0,0.0,186,186,0,0,0,186,91297,186,24
117,11706,91,pair_015_n5_015_control,control,1,0,0,12.350000000000001,0.28049166666666664,187296,561888,5397,53,234964,0,0,0,0.0,186,186,0,0,0,186,92025,186,24
118,11808,102,pair_005_n5_005_conflict,conflict,1,0,0,12.240000000000002,0.28032166666666664,188928,566784,5426,53,237536,0,0,0,0.0,187,187,0,0,0,187,92841,187,24
119,11908,100,pair_016_n3_016_control,control,1,0,0,12.260000000000002,0.280155,190528,571584,5474,53,240093,0,0,0,0.0,187,187,0,0,0,187,93641,187,24
120,12001,93,pair_013_n3_013_conflict,conflict,1,0,0,12.330000000000002,0.27999999999999997,192016,576048,5524,53,242465,0,0,0,0.0,187,187,0,0,0,187,94385,187,24
121,12094,93,pair_008_n5_008_control,control,1,0,0,12.330000000000002,0.279845,193504,580512,5554,53,244793,0,0,0,0.0,188,188,0,0,0,188,95129,188,24
122,12194,100,pair_011_n5_011_conflict,conflict,1,0,0,12.260000000000002,0.2796783333333333,195104,585312,5621,53,247365,0,0,0,0.0,190,190,0,0,0,190,95929,190,24
123,12295,101,pair_011_n3_011_conflict,conflict,1,0,0,12.250000000000002,0.27951,196720,590160,5638,53,249910,0,0,0,0.0,190,190,0,0,0,190,96737,190,24
124,12381,86,pair_003_n3_003_control,control,1,0,0,12.400000000000002,0.27936666666666665,198096,594288,5685,54,252124,0,0,0,0.0,192,192,0,0,0,192,97425,192,24
125,12462,81,pair_011_n5_011_control,control,1,0,0,12.450000000000001,0.27923166666666666,199392,598176,5728,54,254193,0,0,0,0.0,194,194,0,0,0,194,98073,194,24
126,12566,104,pair_010_n5_010_conflict,conflict,1,0,0,12.22,0.2790583333333333,201056,603168,5808,54,256798,0,0,0,0.0,195,195,0,0,0,195,98905,195,24
127,12681,115,pair_017_n5_017_conflict,conflict,1,0,0,12.110000000000001,0.27886666666666665,202896,608688,5863,54,259679,0,0,0,0.0,196,196,0,0,0,196,99825,196,24
128,12788,107,pair_014_n5_014_control,control,1,0,0,12.190000000000001,0.2786883333333333,204608,613824,5952,54,262456,0,0,0,0.0,197,197,0,0,0,197,100681,197,24
129,12890,102,pair_014_n5_014_conflict,conflict,1,0,0,12.240000000000002,0.2785183333333333,206240,618720,6029,54,265115,0,0,0,0.0,200,200,0,0,0,200,101497,200,24
130,12985,95,pair_012_n5_012_control,control,1,0,0,12.310000000000002,0.27836,207760,623280,6095,57,267600,0,0,0,0.0,206,206,0,0,0,206,102257,206,24
131,13099,114,pair_002_n3_002_conflict,conflict,1,0,0,12.120000000000001,0.27817,209584,628752,6143,59,270529,0,0,0,0.0,208,208,0,0,0,208,103169,208,24
132,13195,96,pair_009_n5_009_conflict,conflict,1,0,0,12.3,0.27801,211120,633360,6189,59,273004,0,0,0,0.0,211,211,0,0,0,211,103937,211,24
133,13302,107,pair_011_n3_011_control,control,1,0,0,12.190000000000001,0.27783166666666664,212832,638496,6205,60,275811,0,0,0,0.0,213,213,0,0,0,213,104793,213,24
134,13401,99,pair_016_n5_016_control,control,1,0,0,12.270000000000001,0.2776666666666667,214416,643248,6241,60,278401,0,0,0,0.0,214,214,0,0,1,213,105585,214,24
135,13507,106,pair_013_n5_013_conflict,conflict,1,0,0,12.200000000000001,0.27749,216112,648336,6297,61,281247,0,0,0,0.0,216,216,0,0,1,215,106433,216,24
136,13599,92,pair_012_n3_012_conflict,conflict,1,0,0,12.340000000000002,0.2773366666666667,217584,652752,6351,62,283632,0,0,0,0.0,219,219,0,0,1,218,107169,219,24
137,13700,101,pair_006_n5_006_control,control,1,0,0,12.250000000000002,0.27716833333333335,219200,657600,6385,63,286291,0,0,0,0.0,221,221,0,0,1,220,107977,221,24
138,13784,84,pair_001_n3_001_control,control,1,0,0,12.420000000000002,0.2770283333333333,220544,661632,6432,63,288496,0,0,0,0.0,221,221,0,0,1,220,108649,221,24
139,13872,88,pair_003_n5_003_control,control,1,0,0,12.380000000000003,0.27688166666666664,221952,665856,6457,63,290729,0,0,0,0.0,223,223,0,0,1,222,109353,223,24
140,13961,89,pair_015_n3_015_control,control,1,0,0,12.370000000000001,0.27673333333333333,223376,670128,6499,64,293049,0,0,0,0.0,226,226,0,0,1,225,110065,226,24
141,14055,94,pair_006_n3_006_conflict,conflict,1,0,0,12.32,0.27657666666666664,224880,674640,6531,65,295515,0,0,0,0.0,229,229,0,0,1,228,110817,229,24
142,14139,84,pair_005_n3_005_conflict,conflict,1,0,0,12.420000000000002,0.27643666666666666,226224,678672,6580,66,297714,0,0,0,0.0,231,231,0,0,1,230,111489,231,24
143,14242,103,pair_002_n5_002_control,control,1,0,0,12.230000000000002,0.276265,227872,683616,6642,67,300424,0,0,0,0.0,234,234,0,0,1,233,112313,234,24
144,14345,103,pair_001_n5_001_control,control,1,0,0,12.23,0.2760933333333333,229520,688560,6705,67,303144,0,0,0,0.0,236,236,0,0,1,235,113137,236,24
145,14446,101,pair_012_n3_012_conflict,conflict,1,0,0,12.250000000000002,0.275925,231136,693408,6754,72,305780,0,0,0,0.0,242,242,0,0,1,241,113945,242,24
146,14534,88,pair_013_n5_013_control,control,1,0,0,12.380000000000003,0.27577833333333335,232544,697632,6824,73,308105,0,0,0,0.0,243,243,0,0,1,242,114649,243,24
147,14634,100,pair_004_n5_004_control,control,1,0,0,12.260000000000002,0.27561166666666664,234144,702432,6878,74,310794,0,0,0,0.0,246,246,0,0,1,245,115449,246,24
148,14729,95,pair_000_n3_000_conflict,conflict,1,0,0,12.31,0.27545333333333333,235664,706992,6949,76,313323,0,0,0,0.0,250,250,0,0,1,249,116209,250,24
149,14831,102,pair_014_n5_014_conflict,conflict,1,0,0,12.240000000000002,0.2752833333333333,237296,711888,7031,83,316055,0,0,0,0.0,256,256,0,0,1,255,117025,256,24
150,14920,89,pair_011_n3_011_control,control,1,0,0,12.370000000000001,0.27513499999999996,238720,716160,7049,83,318424,0,0,0,0.0,258,258,0,0,1,257,117737,258,24
151,15003,83,pair_003_n3_003_control,control,1,0,0,12.430000000000001,0.27499666666666667,240048,720144,7081,84,320626,0,0,0,0.0,260,260,0,0,1,259,118401,260,24
152,15095,92,pair_002_n3_002_control,control,1,0,0,12.340000000000002,0.27484333333333333,241520,724560,7124,85,323017,0,0,0,0.0,264,264,0,0,2,262,119137,264,24
153,15185,90,pair_000_n5_000_control,control,1,0,0,12.360000000000001,0.27469333333333334,242960,728880,7196,87,325407,0,0,0,0.0,270,270,0,0,2,268,119857,270,24
154,15292,107,pair_017_n3_017_control,control,1,0,0,12.190000000000001,0.274515,244672,734016,7249,87,328204,0,0,0,0.0,271,271,0,0,2,269,120713,271,24
