episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_coverage_count,handover_progress,proposed_risk_steps_cumulative,intervention_steps_cumulative,teacher_fallback_steps_cumulative,teacher_unavailable_steps_cumulative,teacher_cache_hits_cumulative,teacher_planner_calls_cumulative,safe_samples_cumulative,safe_buffer_size,safe_coverage_count
33,3352,95,pair_000_n3_000_conflict,conflict,1,0,0,12.310000000000002,0.294415,53632,160896,2084,27,42278,0,0,0,0.0,56,56,0,0,0,56,25646,56,22
34,3446,94,pair_008_n5_008_conflict,conflict,1,0,0,12.32,0.29425833333333334,55136,165408,2140,28,43962,0,0,0,0.0,59,59,0,0,0,59,26398,59,22
35,3551,105,pair_004_n5_004_conflict,conflict,1,0,0,12.21,0.2940833333333333,56816,170448,2201,28,45861,0,0,0,0.0,60,60,0,0,0,60,27238,60,22
36,3647,96,pair_000_n3_000_control,control,1,0,0,12.3,0.2939233333333333,58352,175056,2262,31,47620,0,0,0,0.0,62,62,0,0,0,62,28006,62,22
37,3754,107,pair_011_n3_011_conflict,conflict,1,0,0,12.190000000000001,0.293745,60064,180192,2322,31,49643,0,0,0,0.0,62,62,0,0,0,62,28862,62,22
38,3842,88,pair_016_n3_016_control,control,1,0,0,12.38,0.2935983333333333,61472,184416,2377,31,51299,0,0,0,0.0,62,62,0,0,0,62,29566,62,22
39,3942,100,pair_006_n5_006_control,control,1,0,0,12.260000000000002,0.29343166666666665,63072,189216,2451,34,53193,0,0,0,0.0,66,66,0,0,0,66,30366,66,23
40,4048,106,pair_001_n5_001_conflict,conflict,1,0,0,12.200000000000001,0.293255,64768,194304,2503,34,55332,0,0,0,0.0,66,66,0,0,0,66,31214,66,23
41,4171,123,pair_013_n5_013_control,control,1,0,0,12.030000000000001,0.29305,66736,200208,2571,35,57792,0,0,0,0.0,69,69,0,0,0,69,32198,69,24
42,4280,109,pair_002_n3_002_control,control,1,0,0,12.170000000000002,0.29286833333333334,68480,205440,2611,35,59958,0,0,0,0.0,69,69,0,0,0,69,33070,69,24
43,4365,85,pair_008_n3_008_control,control,1,0,0,12.410000000000002,0.29272666666666664,69840,209520,2649,35,61657,0,0,0,0.0,69,69,0,0,0,69,33750,69,24
44,4461,96,pair_006_n3_006_conflict,conflict,1,0,0,12.3,0.29256666666666664,71376,214128,2695,35,63664,0,0,0,0.0,69,69,0,0,0,69,34518,69,24
45,4557,96,pair_017_n3_017_conflict,conflict,1,0,0,12.300000000000002,0.29240666666666665,72912,218736,2750,35,65564,0,0,0,0.0,69,69,0,0,0,69,35286,69,24
46,4642,85,pair_001_n3_001_control,control,1,0,0,12.410000000000002,0.292265,74272,222816,2785,35,67352,0,0,0,0.0,69,69,0,0,0,69,35966,69,24
47,4749,107,pair_004_n3_004_control,control,1,0,0,12.190000000000001,0.29208666666666666,75984,227952,2829,35,69609,0,0,0,0.0,69,69,0,0,0,69,36822,69,24
48,4845,96,pair_000_n5_000_conflict,conflict,1,0,0,12.3,0.29192666666666667,77520,232560,2875,35,71667,0,0,0,0.0,70,70,0,0,0,70,37590,70,24
49,4924,79,pair_002_n3_002_conflict,conflict,1,0,0,12.470000000000002,0.29179499999999997,78784,236352,2907,35,73341,0,0,0,0.0,70,70,0,0,0,70,38222,70,24
50,5034,110,pair_002_n5_002_control,control,1,0,0,12.16,0.29161166666666666,80544,241632,2949,35,75702,0,0,0,0.0,70,70,0,0,0,70,39102,70,24
51,5128,94,pair_007_n3_007_control,control,1,0,0,12.32,0.29145499999999996,82048,246144,3025,35,77732,0,0,0,0.0,70,70,0,0,0,70,39854,70,24
52,5221,93,pair_002_n5_002_conflict,conflict,1,0,0,12.330000000000002,0.2913,83536,250608,3069,35,79729,0,0,0,0.0,70,70,0,0,0,70,40598,70,24
53,5308,87,pair_007_n3_007_conflict,conflict,1,0,0,12.39,0.291155,84928,254784,3134,35,81681,0,0,0,0.0,70,70,0,0,0,70,41294,70,24
54,5403,95,pair_001_n5_001_control,control,1,0,0,12.310000000000002,0.2909966666666667,86448,259344,3166,35,83806,0,0,0,0.0,70,70,0,0,0,70,42054,70,24
55,5515,112,pair_004_n3_004_conflict,conflict,1,0,0,12.140000000000002,0.29081,88240,264720,3207,35,86295,0,0,0,0.0,70,70,0,0,0,70,42950,70,24
56,5600,85,pair_017_n5_017_control,control,1,0,0,12.410000000000002,0.2906683333333333,89600,268800,3261,36,88167,0,0,0,0.0,71,71,0,0,0,71,43630,71,24
57,5691,91,pair_010_n3_010_control,control,1,0,0,12.350000000000001,0.29051666666666665,91056,273168,3290,36,90273,0,0,0,0.0,71,71,0,0,0,71,44358,71,24
58,5781,90,pair_008_n3_008_conflict,conflict,1,0,0,12.360000000000001,0.29036666666666666,92496,277488,3336,36,92400,0,0,0,0.0,71,71,0,0,0,71,45078,71,24
59,5887,106,pair_007_n5_007_conflict,conflict,1,0,0,12.200000000000001,0.29019,94192,282576,3419,36,94880,0,0,0,0.0,71,71,0,0,0,71,45926,71,24
60,5973,86,pair_014_n5_014_control,control,1,0,0,12.400000000000002,0.2900466666666667,95568,286704,3465,36,96912,0,0,0,0.0,71,71,0,0,0,71,46614,71,24
61,6066,93,pair_011_n5_011_conflict,conflict,1,0,0,12.330000000000002,0.28989166666666666,97056,291168,3525,36,99228,0,0,0,0.0,71,71,0,0,0,71,47358,71,24
62,6147,81,pair_016_n5_016_control,control,1,0,0,12.450000000000001,0.28975666666666666,98352,295056,3568,36,101227,0,0,0,0.0,71,71,0,0,0,71,48006,71,24
63,6246,99,pair_014_n5_014_conflict,conflict,1,0,0,12.270000000000001,0.28959166666666664,99936,299808,3647,36,103653,0,0,0,0.0,77,77,0,0,0,77,48798,77,24
64,6366,120,pair_012_n3_012_control,control,1,0,0,12.06,0.28939166666666666,101856,305568,3701,40,106618,0,0,0,0.0,79,79,0,0,0,79,49758,79,24
65,6468,102,pair_012_n5_012_control,control,1,0,0,12.240000000000002,0.28922166666666665,103488,310464,3768,40,109165,0,0,0,0.0,80,80,0,0,0,80,50574,80,24
66,6573,105,pair_016_n3_016_conflict,conflict,1,0,0,12.21,0.2890466666666667,105168,315504,3822,40,111854,0,0,0,0.0,80,80,0,0,0,80,51414,80,24
67,6664,91,pair_006_n3_006_control,control,1,0,0,12.350000000000001,0.288895,106624,319872,3897,41,114166,0,0,0,0.0,81,81,0,0,0,81,52142,81,24
68,6755,91,pair_005_n3_005_conflict,conflict,1,0,0,12.350000000000001,0.2887433333333333,108080,324240,3963,41,116514,0,0,0,0.0,82,82,0,0,0,82,52870,82,24
69,6857,102,pair_009_n5_009_conflict,conflict,1,0,0,12.240000000000002,0.28857333333333335,109712,329136,4065,44,119245,0,0,0,0.0,86,86,0,0,0,86,53686,86,24
70,6969,112,pair_003_n5_003_control,control,1,0,0,12.14,0.2883866666666667,111504,334512,4139,45,122261,0,0,0,0.0,89,89,0,0,0,89,54582,89,24
71,7058,89,pair_014_n3_014_control,control,1,0,0,12.370000000000001,0.2882383333333333,112928,338784,4180,45,124688,0,0,0,0.0,89,89,0,0,0,89,55294,89,24
72,7159,101,pair_013_n3_013_conflict,conflict,1,0,0,12.250000000000002,0.28807,114544,343632,4250,47,127466,0,0,0,0.0,92,92,0,0,0,92,56102,92,24
73,7259,100,pair_006_n5_006_control,control,1,0,0,12.260000000000002,0.28790333333333334,116144,348432,4322,48,130237,0,0,0,0.0,97,97,0,0,0,97,56902,97,24
74,7355,96,pair_007_n3_007_control,control,1,0,0,12.3,0.2877433333333333,117680,353040,4397,50,132902,0,0,0,0.0,99,99,0,0,0,99,57670,99,24
75,7455,100,pair_002_n3_002_conflict,conflict,1,0,0,12.260000000000002,0.28757666666666665,119280,357840,4434,51,135764,0,0,0,0.0,102,102,0,0,0,102,58470,102,24
76,7555,100,pair_017_n3_017_conflict,conflict,1,0,0,12.260000000000002,0.28741,120880,362640,4509,52,138660,0,0,0,0.0,103,103,0,0,0,103,59270,103,24
77,7649,94,pair_016_n5_016_conflict,conflict,1,0,0,12.32,0.2872533333333333,122384,367152,4559,52,141351,0,0,0,0.0,104,104,0,0,0,104,60022,104,24
78,7744,95,pair_000_n5_000_conflict,conflict,1,0,0,12.310000000000002,0.287095,123904,371712,4613,52,144150,0,0,0,0.0,104,104,0,0,0,104,60782,104,24
79,7840,96,pair_008_n5_008_control,control,1,0,0,12.3,0.286935,125440,376320,4636,52,146936,0,0,0,0.0,105,105,0,0,0,105,61550,105,24
80,7936,96,pair_009_n3_009_control,control,1,0,0,12.300000000000002,0.286775,126976,380928,4716,56,149769,0,0,0,0.0,111,111,0,0,0,111,62318,111,25
81,8033,97,pair_012_n5_012_conflict,conflict,1,0,0,12.290000000000001,0.28661333333333333,128528,385584,4752,57,152670,0,0,0,0.0,112,112,0,0,0,112,63094,112,25
82,8156,123,pair_007_n5_007_conflict,conflict,1,0,0,12.030000000000001,0.2864083333333333,130496,391488,4791,57,156339,0,0,0,0.0,112,112,0,0,0,112,64078,112,25
83,8240,84,pair_012_n3_012_control,control,1,0,0,12.420000000000002,0.28626833333333335,131840,395520,4838,59,158847,0,0,0,0.0,114,114,0,0,0,114,64750,114,25
84,8331,91,pair_010_n3_010_control,control,1,0,0,12.350000000000001,0.28611666666666663,133296,399888,4873,59,161608,0,0,0,0.0,115,115,0,0,0,115,65478,115,25
85,8424,93,pair_002_n5_002_conflict,conflict,1,0,0,12.330000000000002,0.28596166666666667,134784,404352,4931,61,164397,0,0,0,0.0,118,118,0,0,0,118,66222,118,25
86,8548,124,pair_004_n5_004_conflict,conflict,1,0,0,12.020000000000001,0.285755,136768,410304,4991,61,168218,0,0,0,0.0,118,118,0,0,0,118,67214,118,25
87,8646,98,pair_016_n3_016_conflict,conflict,1,0,0,12.280000000000001,0.28559166666666663,138336,415008,5045,61,171252,0,0,0,0.0,118,118,0,0,0,118,67998,118,25
88,8740,94,pair_009_n5_009_conflict,conflict,1,0,0,12.32,0.285435,139840,419520,5116,63,174184,0,0,0,0.0,121,121,0,0,1,120,68750,121,25
89,8869,129,pair_006_n3_006_conflict,conflict,1,0,0,11.97,0.28522,141904,425712,5134,63,178206,0,0,0,0.0,121,121,0,0,1,120,69782,121,25
90,8965,96,pair_007_n3_007_conflict,conflict,1,0,0,12.3,0.28506,143440,430320,5202,65,181176,0,0,0,0.0,124,124,0,0,1,123,70550,124,25
91,9090,125,pair_014_n5_014_conflict,conflict,1,0,0,12.010000000000002,0.28485166666666667,145440,436320,5223,65,185136,0,0,0,0.0,124,124,0,0,1,123,71550,124,25
92,9190,100,pair_001_n5_001_control,control,1,0,0,12.260000000000002,0.28468499999999997,147040,441120,5235,65,188201,0,0,0,0.0,124,124,0,0,1,123,72350,124,25
93,9295,105,pair_013_n5_013_conflict,conflict,1,0,0,12.21,0.28451,148720,446160,5306,65,191449,0,0,0,0.0,125,125,0,0,1,124,73190,125,25
94,9384,89,pair_017_n3_017_control,control,1,0,0,12.370000000000001,0.2843616666666667,150144,450432,5328,66,194137,0,0,0,0.0,126,126,0,0,1,125,73902,126,25
95,9486,102,pair_013_n5_013_control,control,1,0,0,12.240000000000002,0.2841916666666667,151776,455328,5391,66,197265,0,0,0,0.0,126,126,0,0,1,125,74718,126,25
96,9570,84,pair_006_n5_006_conflict,conflict,1,0,0,12.420000000000002,0.28405166666666665,153120,459360,5433,69,199783,0,0,0,0.0,130,130,0,0,1,129,75390,130,25
97,9664,94,pair_015_n3_015_control,control,1,0,0,12.32,0.283895,154624,463872,5473,69,202635,0,0,0,0.0,131,131,0,0,1,130,76142,131,25
98,9760,96,pair_010_n5_010_control,control,1,0,0,12.3,0.28373499999999996,156160,468480,5534,69,205493,0,0,0,0.0,131,131,0,0,1,130,76910,131,25
99,9839,79,pair_012_n5_012_control,control,1,0,0,12.470000000000002,0.2836033333333333,157424,472272,5569,69,207847,0,0,0,0.0,131,131,0,0,1,130,77542,131,25
100,9926,87,pair_005_n5_005_conflict,conflict,1,0,0,12.39,0.2834583333333333,158816,476448,5623,70,210455,0,0,0,0.0,132,132,0,0,1,131,78238,132,25
101,10039,113,pair_009_n3_009_conflict,conflict,1,0,0,12.13,0.28326999999999997,160624,481872,5690,70,213797,0,0,0,0.0,135,135,0,0,1,134,79142,135,25
102,10151,112,pair_008_n3_008_conflict,conflict,1,0,0,12.14,0.2830833333333333,162416,487248,5735,71,217143,0,0,0,0.0,138,138,0,0,1,137,80038,138,25
103,10252,101,pair_004_n3_004_control,control,1,0,0,12.250000000000002,0.28291499999999997,164032,492096,5781,71,220186,0,0,0,0.0,138,138,0,0,1,137,80846,138,25
104,10330,78,pair_003_n3_003_conflict,conflict,1,0,0,12.48,0.282785,165280,495840,5809,71,222539,0,0,0,0.0,138,138,0,0,1,137,81470,138,25
105,10420,90,pair_005_n3_005_conflict,conflict,1,0,0,12.360000000000001,0.28263499999999997,166720,500160,5864,71,225216,0,0,0,0.0,138,138,0,0,1,137,82190,138,25
106,10517,97,pair_003_n3_003_control,control,1,0,0,12.290000000000003,0.2824733333333333,168272,504816,5927,74,228175,0,0,0,0.0,141,141,0,0,1,140,82966,141,25
107,10629,112,pair_008_n5_008_conflict,conflict,1,0,0,12.14,0.28228666666666663,170064,510192,5983,75,231506,0,0,0,0.0,145,145,0,0,1,144,83862,145,25
108,10740,111,pair_011_n3_011_conflict,conflict,1,0,0,12.15,0.28210166666666664,171840,515520,6046,75,234825,0,0,0,0.0,147,147,0,0,1,146,84750,147,25
109,10833,93,pair_011_n3_011_control,control,1,0,0,12.330000000000002,0.2819466666666667,173328,519984,6086,76,237641,0,0,0,0.0,149,149,0,0,1,148,85494,149,25
110,10923,90,pair_015_n3_015_conflict,conflict,1,0,0,12.360000000000001,0.28179666666666664,174768,524304,6138,77,240313,0,0,0,0.0,152,152,0,0,1,151,86214,152,25
111,11007,84,pair_000_n3_000_conflict,conflict,1,0,0,12.420000000000002,0.28165666666666667,176112,528336,6174,77,242775,0,0,0,0.0,152,152,0,0,1,151,86886,152,25
112,11124,117,pair_011_n5_011_conflict,conflict,1,0,0,12.090000000000002,0.28146166666666667,177984,533952,6261,80,246226,0,0,0,0.0,158,158,0,0,1,157,87822,158,25
113,11218,94,pair_000_n5_000_control,control,1,0,0,12.32,0.28130499999999997,179488,538464,6294,80,249051,0,0,0,0.0,159,159,0,0,1,158,88574,159,25
114,11309,91,pair_014_n5_014_control,control,1,0,0,12.350000000000001,0.2811533333333333,180944,542832,6356,80,251755,0,0,0,0.0,160,160,0,0,1,159,89302,160,25
115,11399,90,pair_017_n5_017_conflict,conflict,1,0,0,12.360000000000001,0.2810033333333333,182384,547152,6404,80,254451,0,0,0,0.0,161,161,0,0,1,160,90022,161,25
116,11496,97,pair_002_n3_002_control,control,1,0,0,12.290000000000001,0.28084166666666666,183936,551808,6447,80,257287,0,0,0,0.0,163,163,0,0,1,162,90798,163,25
117,11575,79,pair_014_n3_014_conflict,conflict,1,0,0,12.470000000000002,0.28071,185200,555600,6493,80,259598,0,0,0,0.0,163,163,0,0,1,162,91430,163,25
118,11666,91,pair_015_n5_015_control,control,1,0,0,12.350000000000001,0.2805583333333333,186656,559968,6553,80,262305,0,0,0,0.0,164,164,0,0,1,163,92158,164,25
119,11758,92,pair_006_n3_006_control,control,1,0,0,12.340000000000002,0.280405,188128,564384,6597,80,264992,0,0,0,0.0,165,165,0,0,1,164,92894,165,25
120,11861,103,pair_001_n3_001_conflict,conflict,1,0,0,12.230000000000002,0.28023333333333333,189776,569328,6625,83,268070,0,0,0,0.0,167,167,0,0,1,166,93718,167,25
121,11944,83,pair_016_n5_016_control,control,1,0,0,12.430000000000001,0.280095,191104,573312,6672,83,270504,0,0,0,0.0,168,168,0,0,1,167,94382,168,25
122,12052,108,pair_009_n5_009_control,control,1,0,0,12.180000000000001,0.27991499999999997,192832,578496,6725,86,273698,0,0,0,0.0,173,173,0,0,1,172,95246,173,25
123,12147,95,pair_013_n3_013_control,control,1,0,0,12.310000000000002,0.27975666666666665,194352,583056,6773,86,276483,0,0,0,0.0,174,174,0,0,1,173,96006,174,25
124,12253,106,pair_001_n5_001_conflict,conflict,1,0,0,12.200000000000001,0.27958,196048,588144,6798,86,279585,0,0,0,0.0,175,175,0,0,1,174,96854,175,25
125,12360,107,pair_004_n3_004_conflict,conflict,1,0,0,12.190000000000001,0.27940166666666666,197760,593280,6849,87,282722,0,0,0,0.0,176,176,0,0,1,175,97710,176,25
126,12475,115,pair_000_n3_000_control,control,1,0,0,12.110000000000001,0.27921,199600,598800,6881,87,286035,0,0,0,0.0,176,176,0,0,1,175,98630,176,25
127,12569,94,pair_010_n3_010_conflict,conflict,1,0,0,12.320000000000002,0.2790533333333333,201104,603312,6917,87,288746,0,0,0,0.0,177,177,0,0,1,176,99382,177,25
128,12658,89,pair_001_n3_001_control,control,1,0,0,12.370000000000001,0.278905,202528,607584,6970,90,291275,0,0,0,0.0,179,179,0,0,1,178,100094,179,25
129,12749,91,pair_016_n3_016_control,control,1,0,0,12.350000000000001,0.2787533333333333,203984,611952,7014,90,293871,0,0,0,0.0,180,180,0,0,1,179,100822,180,25
130,12841,92,pair_007_n5_007_control,control,1,0,0,12.340000000000002,0.2786,205456,616368,7098,91,296447,0,0,0,0.0,181,181,0,0,1,180,101558,181,25
131,12934,93,pair_017_n5_017_control,control,1,0,0,12.330000000000002,0.278445,206944,620832,7151,92,299129,0,0,0,0.0,182,182,0,0,1,181,102302,182,25
132,13024,90,pair_003_n5_003_control,control,1,0,0,12.360000000000003,0.278295,208384,625152,7197,92,301745,0,0,0,0.0,182,182,0,0,1,181,103022,182,25
133,13115,91,pair_008_n3_008_control,control,1,0,0,12.350000000000001,0.2781433333333333,209840,629520,7231,92,304415,0,0,0,0.0,182,182,0,0,1,181,103750,182,25
134,13206,91,pair_011_n5_011_control,control,1,0,0,12.350000000000001,0.27799166666666664,211296,633888,7297,92,307066,0,0,0,0.0,182,182,0,0,1,181,104478,182,25
135,13298,92,pair_002_n5_002_control,control,1,0,0,12.340000000000002,0.2778383333333333,212768,638304,7340,92,309781,0,0,0,0.0,183,183,0,0,1,182,105214,183,25
136,13383,85,pair_014_n3_014_control,control,1,0,0,12.410000000000002,0.27769666666666665,214128,642384,7394,94,312240,0,0,0,0.0,185,185,0,0,1,184,105894,185,25
137,13461,78,pair_005_n5_005_control,control,1,0,0,12.48,0.27756666666666663,215376,646128,7447,94,314466,0,0,0,0.0,186,186,0,0,1,185,106518,186,25
138,13545,84,pair_005_n3_005_control,control,1,0,0,12.420000000000002,0.27742666666666665,216720,650160,7470,94,316909,0,0,0,0.0,187,187,0,0,1,186,107190,187,26
139,13638,93,pair_012_n3_012_conflict,conflict,1,0,0,12.330000000000002,0.27727166666666664,218208,654624,7496,95,319661,0,0,0,0.0,189,189,0,0,1,188,107934,189,26
140,13729,91,pair_015_n5_015_conflict,conflict,1,0,0,12.350000000000001,0.27712,219664,658992,7527,95,322328,0,0,0,0.0,190,190,0,0,1,189,108662,190,26
141,13816,87,pair_010_n5_010_conflict,conflict,1,0,0,12.39,0.27697499999999997,221056,663168,7561,95,324909,0,0,0,0.0,191,191,0,0,1,190,109358,191,27
142,13931,115,pair_003_n5_003_conflict,conflict,1,0,0,12.110000000000001,0.2767833333333333,222896,668688,7598,99,328242,0,0,0,0.0,198,198,0,0,1,197,110278,198,27
143,14016,85,pair_004_n5_004_control,control,1,0,0,12.410000000000002,0.2766416666666667,224256,672768,7641,99,330668,0,0,0,0.0,200,200,0,0,1,199,110958,200,27
144,14111,95,pair_017_n5_017_control,control,1,0,0,12.310000000000002,0.2764833333333333,225776,677328,7717,99,333370,0,0,0,0.0,200,200,0,0,1,199,111718,200,27
145,14200,89,pair_004_n5_004_control,control,1,0,0,12.370000000000001,0.276335,227200,681600,7764,99,335938,0,0,0,0.0,200,200,0,0,1,199,112430,200,27
146,14296,96,pair_005_n3_005_control,control,1,0,0,12.3,0.276175,228736,686208,7811,100,338758,0,0,0,0.0,201,201,0,0,1,200,113198,201,27
147,14392,96,pair_014_n5_014_conflict,conflict,1,0,0,12.3,0.276015,230272,690816,7855,100,341543,0,0,0,0.0,202,202,0,0,1,201,113966,202,27
148,14508,116,pair_013_n3_013_conflict,conflict,1,0,0,12.100000000000001,0.27582166666666663,232128,696384,7911,100,344917,0,0,0,0.0,204,204,0,0,1,203,114894,204,27
149,14594,86,pair_007_n3_007_control,control,1,0,0,12.400000000000002,0.2756783333333333,233504,700512,7935,100,347422,0,0,0,0.0,204,204,0,0,1,203,115582,204,27
150,14684,90,pair_002_n3_002_conflict,conflict,1,0,0,12.360000000000001,0.2755283333333333,234944,704832,7958,100,349997,0,0,0,0.0,205,205,0,0,1,204,116302,205,27
151,14773,89,pair_015_n5_015_conflict,conflict,1,0,0,12.370000000000001,0.27538,236368,709104,8009,101,352493,0,0,0,0.0,209,209,0,0,1,208,117014,209,27
152,14854,81,pair_016_n5_016_control,control,1,0,0,12.450000000000001,0.27524499999999996,237664,712992,8052,101,354760,0,0,0,0.0,210,210,0,0,1,209,117662,210,27
153,14973,119,pair_009_n5_009_control,control,1,0,0,12.07,0.27504666666666666,239568,718704,8108,103,358156,0,0,0,0.0,213,213,0,0,1,212,118614,213,27
154,15069,96,pair_006_n5_006_control,control,1,0,0,12.3,0.27488666666666667,241104,723312,8154,104,360960,0,0,0,0.0,216,216,0,0,1,215,119382,216,27
