episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_coverage_count,handover_progress
0,3,3,pair_012_n3_012_control,control,0,1,0,-1.02,0.29999666666666663,47,145,3,0,1,1,3,1,0.05555555555555555
1,123,120,pair_010_n3_010_control,control,0,1,0,0.9600000000000011,0.29979666666666666,1846,6026,22,0,129,122,7,2,0.1111111111111111
2,232,109,pair_007_n5_007_control,control,1,0,0,12.170000000000002,0.29961499999999996,3372,11476,91,0,381,340,7,2,0.1111111111111111
3,316,84,pair_002_n5_002_control,control,0,1,0,1.0700000000000012,0.299475,4547,15677,144,0,599,509,11,3,0.16666666666666666
4,356,40,pair_008_n3_008_conflict,conflict,0,1,0,-0.08999999999999975,0.29940833333333333,5066,17718,157,0,754,630,15,4,0.2222222222222222
5,469,113,pair_003_n3_003_conflict,conflict,1,0,0,12.130000000000003,0.29922,6422,23594,199,0,1304,1082,15,4,0.2222222222222222
6,581,112,pair_016_n5_016_control,control,1,0,0,12.14,0.2990333333333333,7766,29418,274,0,1909,1530,15,4,0.2222222222222222
7,732,151,pair_011_n5_011_control,control,0,1,0,0.6500000000000012,0.29878166666666667,9578,37270,400,0,2799,2134,19,5,0.2777777777777778
8,1032,300,pair_016_n3_016_conflict,conflict,0,0,0,-0.2500000000000004,0.29828166666666667,13178,52870,632,0,4830,3334,19,5,0.2777777777777778
9,1332,300,pair_009_n5_009_conflict,conflict,0,0,0,-0.20000000000000057,0.29778166666666667,16480,68768,900,1,7553,4832,22,6,0.3333333333333333
10,1632,300,pair_011_n5_011_conflict,conflict,0,0,0,-0.25000000000000044,0.29728166666666667,19780,84668,1155,1,10790,6332,22,6,0.3333333333333333
11,1637,5,pair_004_n5_004_control,control,0,1,0,-0.84,0.29727333333333333,19834,84934,1160,1,10847,6358,26,7,0.3888888888888889
12,1640,3,pair_012_n3_012_conflict,conflict,0,1,0,-0.97,0.2972683333333333,19863,85097,1163,1,10890,6377,29,8,0.4444444444444444
13,1658,18,pair_005_n5_005_control,control,0,1,0,-0.5700000000000001,0.2972383333333333,20024,86088,1180,1,11126,6504,33,9,0.5
14,1958,300,pair_014_n5_014_conflict,conflict,0,0,0,-0.0500000000000003,0.2967383333333333,22424,102888,1448,1,15670,8904,33,9,0.5
15,2258,300,pair_010_n5_010_conflict,conflict,0,0,0,-0.3000000000000005,0.2962383333333333,24824,119688,1717,1,20712,11304,33,9,0.5
16,2558,300,pair_017_n3_017_control,control,0,0,0,-0.20000000000000034,0.2957383333333333,27224,136488,1976,1,26170,13704,33,9,0.5
17,2563,5,pair_002_n5_002_conflict,conflict,0,1,0,-0.84,0.29573,27263,136769,1981,1,26263,13745,37,10,0.5555555555555556
18,2593,30,pair_013_n5_013_control,control,0,1,0,-1.04,0.29568,27472,138480,2011,1,26871,14016,41,11,0.6111111111111112
19,2893,300,pair_012_n5_012_control,control,0,0,0,-0.2000000000000006,0.29518,29272,155880,2257,1,33414,17016,41,11,0.6111111111111112
20,3104,211,pair_017_n5_017_conflict,conflict,1,0,0,11.15,0.2948283333333333,30538,168118,2392,3,38133,19126,48,11,0.6111111111111112
21,3404,300,pair_010_n5_010_control,control,0,0,0,-0.20000000000000043,0.2943283333333333,31882,185974,2534,5,45673,22582,56,13,0.7222222222222222
22,3704,300,pair_017_n3_017_conflict,conflict,0,0,0,-0.5500000000000014,0.2938283333333333,33082,203974,2646,6,53619,26182,60,14,0.7777777777777778
23,4004,300,pair_003_n5_003_control,control,0,0,0,-0.5000000000000006,0.2933283333333333,34282,221974,2783,6,61681,29782,60,14,0.7777777777777778
24,4007,3,pair_015_n3_015_conflict,conflict,0,1,0,-1.02,0.2933233333333333,34294,222154,2786,6,61766,29818,63,14,0.7777777777777778
25,4307,300,pair_003_n5_003_conflict,conflict,0,0,0,-0.6000000000000008,0.2928233333333333,35494,240154,2802,6,70018,33418,63,14,0.7777777777777778
26,4411,104,pair_016_n5_016_conflict,conflict,1,0,0,12.22,0.29264999999999997,35910,246394,2879,6,72891,34666,63,14,0.7777777777777778
27,4442,31,pair_001_n5_001_conflict,conflict,0,1,0,-0.29999999999999993,0.29259833333333335,36033,248255,2899,6,73753,35039,67,15,0.8333333333333334
28,4707,265,pair_002_n3_002_control,control,0,1,0,-0.6900000000000002,0.2921566666666667,36827,264421,3039,6,81561,38485,71,16,0.8888888888888888
29,4937,230,pair_005_n3_005_control,control,0,1,0,-0.14000000000000046,0.29177333333333333,37084,278884,3221,7,88909,41908,79,18,1.0
30,5113,176,pair_010_n3_010_conflict,conflict,1,0,0,11.5,0.29147999999999996,37084,290148,3243,7,94860,44724,79,18,1.0
31,5242,129,pair_004_n3_004_conflict,conflict,1,0,0,11.97,0.291265,37084,298404,3272,7,99240,46788,79,18,1.0
32,5368,126,pair_006_n5_006_control,control,1,0,0,12.000000000000002,0.291055,37084,306468,3380,7,103600,48804,79,18,1.0
33,5562,194,pair_007_n3_007_conflict,conflict,1,0,0,11.32,0.29073166666666667,37084,318884,3552,8,110457,51908,83,19,1.0
34,5665,103,pair_001_n3_001_control,control,0,1,0,1.180000000000002,0.29056,37084,325476,3571,8,114156,53556,87,20,1.0
35,5814,149,pair_007_n5_007_conflict,conflict,1,0,0,11.770000000000001,0.29031166666666663,37084,335012,3646,8,119518,55940,87,20,1.0
36,6114,300,pair_006_n5_006_conflict,conflict,0,0,0,-0.15000000000000044,0.28981166666666663,37084,354212,3937,8,130576,60740,87,20,1.0
37,6239,125,pair_017_n5_017_control,control,1,0,0,12.010000000000002,0.2896033333333333,37084,362212,3989,10,135308,62740,95,20,1.0
38,6418,179,pair_000_n3_000_conflict,conflict,1,0,0,11.470000000000002,0.289305,37084,373668,4112,10,142287,65604,95,20,1.0
39,6718,300,pair_008_n5_008_control,control,0,0,0,0.09999999999999908,0.288805,37084,392868,4148,10,153933,70404,95,20,1.0
40,7002,284,pair_002_n3_002_conflict,conflict,0,1,0,-0.6300000000000007,0.28833166666666665,37084,411044,4208,10,165125,74948,99,20,1.0
41,7163,161,pair_000_n5_000_control,control,1,0,0,11.65,0.28806333333333334,37084,421348,4291,10,171448,77524,99,20,1.0
42,7206,43,pair_008_n5_008_conflict,conflict,0,1,0,-0.019999999999999796,0.28799166666666665,37084,424100,4334,10,173178,78212,103,21,1.0
43,7250,44,pair_001_n3_001_conflict,conflict,0,1,0,-0.43000000000000016,0.28791833333333333,37084,426916,4354,10,174896,78916,107,22,1.0
44,7370,120,pair_012_n5_012_conflict,conflict,1,0,0,12.06,0.2877183333333333,37084,434596,4410,10,179690,80836,107,22,1.0
45,7525,155,pair_013_n5_013_conflict,conflict,1,0,0,11.71,0.28746,37084,444516,4465,10,186017,83316,107,22,1.0
46,7663,138,pair_011_n3_011_control,control,1,0,0,11.88,0.28723,37084,453348,4492,10,191612,85524,107,22,1.0
47,7668,5,pair_013_n3_013_control,control,0,1,0,-0.9400000000000001,0.28722166666666665,37084,453668,4497,11,191811,85604,111,22,1.0
48,7838,170,pair_015_n5_015_control,control,1,0,0,11.56,0.2869383333333333,37084,464548,4539,11,198753,88324,111,22,1.0
49,8001,163,pair_008_n3_008_control,control,1,0,0,11.63,0.2866666666666667,37084,474980,4643,11,205451,90932,111,22,1.0
50,8027,26,pair_004_n5_004_conflict,conflict,0,1,0,-0.95,0.28662333333333334,37084,476644,4669,11,206535,91348,115,23,1.0
51,8136,109,pair_006_n3_006_control,control,1,0,0,12.170000000000002,0.28644166666666665,37084,483620,4723,13,211133,93092,123,24,1.0
52,8436,300,pair_014_n5_014_control,control,0,0,0,0.24999999999999895,0.28594166666666665,37084,502820,4866,15,223915,97892,131,24,1.0
53,8452,16,pair_016_n3_016_control,control,0,1,0,-1.0,0.285915,37084,503844,4882,15,224599,98148,135,25,1.0
54,8752,300,pair_015_n5_015_conflict,conflict,0,0,0,-0.6500000000000014,0.285415,37084,523044,4941,17,237557,102948,143,25,1.0
55,8756,4,pair_007_n3_007_control,control,0,1,0,-0.88,0.2854083333333333,37084,523300,4945,17,237719,103012,147,25,1.0
56,8887,131,pair_003_n3_003_control,control,0,1,0,-1.5500000000000003,0.28519,37084,531684,5073,17,243425,105108,151,26,1.0
57,8993,106,pair_013_n3_013_conflict,conflict,1,0,0,12.200000000000001,0.28501333333333334,37084,538468,5149,18,248109,106804,155,26,1.0
58,9162,169,pair_005_n3_005_conflict,conflict,0,1,0,0.4200000000000006,0.28473166666666666,37084,549284,5273,18,255502,109508,159,27,1.0
59,9320,158,pair_009_n3_009_control,control,1,0,0,11.680000000000001,0.2844683333333333,37084,559396,5369,18,262541,112036,159,27,1.0
60,9432,112,pair_000_n3_000_control,control,0,1,0,0.9400000000000015,0.28428166666666665,37084,566564,5436,18,267443,113828,163,28,1.0
61,9440,8,pair_009_n3_009_conflict,conflict,0,1,0,-0.92,0.28426833333333335,37084,567076,5444,18,267794,113956,167,29,1.0
62,9527,87,pair_001_n5_001_control,control,0,1,0,1.140000000000001,0.28412333333333334,37084,572644,5516,18,271650,115348,171,30,1.0
63,9730,203,pair_000_n5_000_conflict,conflict,0,1,0,0.23000000000000043,0.283785,37084,585636,5635,18,280541,118596,175,31,1.0
64,10030,300,pair_005_n5_005_conflict,conflict,0,0,0,-3.95516952522712e-16,0.283285,37084,604836,5909,18,293673,123396,175,31,1.0
65,10085,55,pair_014_n3_014_control,control,0,1,0,-1.3900000000000001,0.2831933333333333,37084,608356,5964,24,296100,124276,203,31,1.0
66,10248,163,pair_004_n3_004_control,control,1,0,0,11.63,0.2829216666666666,37084,618788,6060,24,303238,126884,203,31,1.0
67,10410,162,pair_009_n5_009_control,control,0,1,0,0.5900000000000005,0.28265166666666663,37084,629156,6212,26,310288,129476,215,32,1.0
68,10572,162,pair_011_n3_011_conflict,conflict,1,0,0,11.64,0.28238166666666664,37084,639524,6280,26,317290,132068,215,32,1.0
69,10872,300,pair_014_n3_014_conflict,conflict,0,0,0,0.14999999999999913,0.28188166666666664,37084,658724,6357,27,330118,136868,219,32,1.0
70,11172,300,pair_015_n3_015_control,control,0,0,0,0.15000000000000005,0.28138166666666664,37084,677924,6407,27,342521,141668,219,32,1.0
71,11244,72,pair_006_n3_006_conflict,conflict,0,1,0,-1.5100000000000002,0.28126166666666663,37084,682532,6479,32,345414,142820,243,33,1.0
72,11359,115,pair_000_n5_000_conflict,conflict,1,0,0,12.110000000000003,0.28107,37084,689892,6532,32,350149,144660,243,33,1.0
73,11390,31,pair_014_n3_014_conflict,conflict,0,1,0,-1.15,0.2810183333333333,37084,691876,6563,36,351439,145156,263,33,1.0
74,11395,5,pair_017_n3_017_conflict,conflict,0,1,0,-0.94,0.28101,37084,692196,6568,37,351628,145236,267,33,1.0
75,11525,130,pair_013_n5_013_control,control,1,0,0,11.96,0.28079333333333334,37084,700516,6692,37,356990,147316,267,33,1.0
76,11662,137,pair_000_n5_000_control,control,1,0,0,11.89,0.280565,37084,709284,6777,38,362595,149508,271,34,1.0
77,11962,300,pair_005_n3_005_control,control,0,0,0,0.14999999999999958,0.280065,37084,728484,7040,38,374863,154308,271,34,1.0
78,11976,14,pair_012_n3_012_control,control,0,1,0,-0.88,0.28004166666666663,37084,729380,7054,39,375427,154532,279,35,1.0
79,12183,207,pair_008_n3_008_control,control,0,1,0,0.19000000000000017,0.27969666666666665,37084,742628,7178,39,383935,157844,283,36,1.0
80,12305,122,pair_013_n3_013_control,control,1,0,0,12.040000000000001,0.2794933333333333,37084,750436,7261,46,388993,159796,311,36,1.0
81,12605,300,pair_010_n3_010_conflict,conflict,0,0,0,0.04999999999999948,0.2789933333333333,37084,769636,7445,46,401569,164596,311,36,1.0
82,12678,73,pair_007_n5_007_control,control,0,1,0,-1.6200000000000003,0.27887166666666663,37084,774308,7518,52,404654,165764,335,36,1.0
83,12709,31,pair_008_n5_008_conflict,conflict,0,1,0,-1.05,0.27882,37084,776292,7549,52,406004,166260,339,37,1.0
84,12951,242,pair_004_n5_004_control,control,1,0,0,10.84,0.27841666666666665,37084,791780,7741,52,416360,170132,339,37,1.0
85,13008,57,pair_006_n5_006_conflict,conflict,0,1,0,-1.5100000000000002,0.27832166666666663,37084,795428,7798,56,418862,171044,359,38,1.0
86,13131,123,pair_003_n5_003_conflict,conflict,0,1,0,0.23000000000000043,0.2781166666666667,37084,803300,7888,56,424260,173012,363,39,1.0
87,13230,99,pair_007_n3_007_control,control,0,1,0,-0.4300000000000006,0.27795166666666665,37084,809636,7982,58,428578,174596,371,39,1.0
88,13321,91,pair_006_n3_006_control,control,0,1,0,0.25000000000000044,0.2778,37084,815460,8053,60,432548,176052,383,41,1.0
89,13507,186,pair_004_n3_004_control,control,1,0,0,11.4,0.27749,37084,827364,8179,60,440673,179028,383,41,1.0
90,13559,52,pair_007_n3_007_conflict,conflict,0,1,0,-1.4600000000000002,0.27740333333333334,37084,830692,8231,60,442941,179860,387,41,1.0
91,13859,300,pair_002_n3_002_control,control,0,0,0,0.09999999999999962,0.27690333333333333,37084,849892,8470,60,456208,184660,387,41,1.0
92,14134,275,pair_003_n3_003_conflict,conflict,1,0,0,10.51,0.276445,37084,867492,8716,60,468583,189060,387,41,1.0
93,14281,147,pair_009_n3_009_control,control,0,1,0,-0.6100000000000005,0.2762,37084,876900,8855,61,475255,191412,395,43,1.0
94,14543,262,pair_015_n3_015_conflict,conflict,1,0,0,10.64,0.2757633333333333,37084,893668,8972,61,487133,195604,395,43,1.0
95,14759,216,pair_012_n5_012_conflict,conflict,1,0,0,11.1,0.27540333333333333,37084,907492,9160,63,496896,199060,403,45,1.0
96,14762,3,pair_015_n5_015_conflict,conflict,0,1,0,-0.97,0.2753983333333333,37084,907684,9163,63,497032,199108,406,46,1.0
97,14976,214,pair_004_n5_004_conflict,conflict,1,0,0,11.120000000000001,0.27504166666666663,37084,921380,9336,63,506584,202532,406,46,1.0
98,15273,297,pair_016_n5_016_conflict,conflict,1,0,0,10.29,0.27454666666666666,37084,940388,9604,73,520138,207284,445,46,1.0
99,15413,140,pair_010_n5_010_control,control,0,1,0,0.8600000000000034,0.2743133333333333,37084,949348,9715,73,526619,209524,449,46,1.0
100,15595,182,pair_008_n3_008_conflict,conflict,1,0,0,11.440000000000001,0.27401,37084,960996,9844,75,535197,212436,457,48,1.0
101,15895,300,pair_009_n5_009_control,control,0,0,0,0.19999999999999962,0.27351,37084,980196,10140,80,549559,217236,477,48,1.0
102,16090,195,pair_001_n5_001_control,control,0,1,0,0.31000000000000205,0.273185,37084,992676,10286,80,558973,220356,481,48,1.0
103,16129,39,pair_016_n3_016_conflict,conflict,0,1,0,-1.1300000000000001,0.27312,37084,995172,10325,82,560824,220980,493,48,1.0
104,16420,291,pair_002_n5_002_conflict,conflict,1,0,0,10.35,0.27263499999999996,37084,1013796,10565,84,575001,225636,501,48,1.0
105,16434,14,pair_004_n3_004_conflict,conflict,0,1,0,-0.9299999999999999,0.27261166666666664,37084,1014692,10579,88,575704,225860,517,49,1.0
106,16514,80,pair_017_n5_017_control,control,0,1,0,-1.5900000000000003,0.2724783333333333,37084,1019812,10659,88,579672,227140,521,49,1.0
107,16610,96,pair_001_n5_001_conflict,conflict,0,1,0,0.6000000000000008,0.27231833333333333,37084,1025956,10734,88,584438,228676,525,50,1.0
108,16754,144,pair_014_n3_014_control,control,1,0,0,11.820000000000004,0.2720783333333333,37084,1035172,10833,88,591642,230980,525,50,1.0
109,16774,20,pair_007_n5_007_conflict,conflict,0,1,0,-1.1400000000000001,0.272045,37084,1036452,10853,88,592633,231300,529,50,1.0
110,16795,21,pair_000_n3_000_control,control,0,1,0,-0.6500000000000001,0.27201,37084,1037796,10874,89,593705,231636,533,50,1.0
111,16807,12,pair_017_n3_017_control,control,0,1,0,-1.06,0.27199,37084,1038564,10886,89,594297,231828,537,50,1.0
112,17102,295,pair_001_n3_001_conflict,conflict,1,0,0,10.31,0.27149833333333334,37084,1057444,11133,89,609166,236548,537,50,1.0
113,17126,24,pair_005_n5_005_control,control,0,1,0,-0.6300000000000001,0.2714583333333333,37084,1058980,11157,89,610377,236932,541,51,1.0
114,17242,116,pair_009_n3_009_conflict,conflict,1,0,0,12.100000000000001,0.271265,37084,1066404,11262,90,616246,238788,545,51,1.0
115,17310,68,pair_010_n3_010_control,control,0,1,0,-0.41999999999999993,0.2711516666666667,37084,1070756,11306,90,619709,239876,549,52,1.0
116,17341,31,pair_000_n3_000_conflict,conflict,0,1,0,-0.6000000000000001,0.2711,37084,1072740,11336,91,621301,240372,557,53,1.0
117,17488,147,pair_015_n5_015_control,control,1,0,0,11.790000000000001,0.270855,37084,1082148,11457,91,628911,242724,557,53,1.0
118,17613,125,pair_005_n5_005_conflict,conflict,0,1,0,0.9100000000000013,0.27064666666666665,37084,1090148,11558,91,635335,244724,561,54,1.0
119,17734,121,pair_016_n3_016_control,control,1,0,0,12.05,0.270445,37084,1097892,11608,92,641543,246660,565,54,1.0
120,17858,124,pair_013_n3_013_conflict,conflict,1,0,0,12.020000000000001,0.2702383333333333,37084,1105828,11650,92,647849,248644,565,54,1.0
121,17942,84,pair_008_n5_008_control,control,0,1,0,-0.43000000000000016,0.27009833333333333,37084,1111204,11734,94,652229,249988,577,55,1.0
122,17984,42,pair_011_n5_011_conflict,conflict,0,1,0,-0.009999999999999676,0.2700283333333333,37084,1113892,11776,96,654397,250660,589,56,1.0
123,18153,169,pair_011_n3_011_conflict,conflict,1,0,0,11.57,0.26974666666666663,37084,1124708,11911,98,663083,253364,597,57,1.0
124,18453,300,pair_003_n3_003_control,control,0,0,0,-2.2500000000000004,0.26924666666666663,37084,1143908,12206,98,678620,258164,597,57,1.0
125,18716,263,pair_011_n5_011_control,control,0,1,0,-2.320000000000001,0.2688083333333333,37084,1160740,12468,107,692409,262372,637,58,1.0
126,18755,39,pair_010_n5_010_conflict,conflict,0,1,0,-0.22999999999999987,0.26874333333333333,37084,1163236,12494,109,694450,262996,645,58,1.0
127,18904,149,pair_017_n5_017_conflict,conflict,1,0,0,11.770000000000001,0.268495,37084,1172772,12625,112,702257,265380,656,58,1.0
128,18913,9,pair_014_n5_014_control,control,0,1,0,-0.9299999999999999,0.26848,37084,1173348,12634,112,702749,265524,660,59,1.0
129,18922,9,pair_014_n5_014_conflict,conflict,0,1,0,-1.03,0.268465,37084,1173924,12643,112,703211,265668,664,59,1.0
130,18933,11,pair_012_n5_012_control,control,0,1,0,-1.05,0.26844666666666667,37084,1174628,12654,112,703776,265844,668,59,1.0
131,18942,9,pair_002_n3_002_conflict,conflict,0,1,0,-1.03,0.2684316666666667,37084,1175204,12663,112,704254,265988,672,60,1.0
132,18950,8,pair_009_n5_009_conflict,conflict,0,1,0,-0.97,0.2684183333333333,37084,1175716,12671,112,704677,266116,676,61,1.0
133,19238,288,pair_011_n3_011_control,control,0,1,0,-2.5200000000000014,0.26793833333333333,37084,1194148,12914,114,719756,270724,688,62,1.0
