episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative
0,91,91,pair_003_conflict,conflict,1,0,0,12.350000000000001,0.29985,546,5278,37,0,13
1,194,103,pair_015_control,control,1,0,0,12.23,0.2996783333333333,1164,11252,55,0,38
2,216,22,pair_000_control,control,0,1,0,-0.66,0.29964166666666664,1296,12528,77,1,46
3,311,95,pair_012_conflict,conflict,1,0,0,12.310000000000002,0.2994833333333333,1866,18038,96,1,91
4,419,108,pair_006_conflict,conflict,1,0,0,12.180000000000001,0.2993033333333333,2514,24302,123,1,175
5,524,105,pair_012_control,control,0,1,0,1.1100000000000012,0.29912833333333333,3144,30392,137,1,262
6,614,90,pair_007_control,control,1,0,0,12.360000000000001,0.29897833333333335,3684,35612,148,1,326
7,715,101,pair_011_control,control,1,0,0,12.250000000000002,0.29880999999999996,4290,41470,148,1,431
8,809,94,pair_008_control,control,1,0,0,12.320000000000002,0.2986533333333333,4854,46922,169,1,523
9,919,110,pair_005_control,control,1,0,0,12.16,0.29847,5514,53302,220,1,664
10,998,79,pair_010_conflict,conflict,1,0,0,12.470000000000002,0.2983383333333333,5988,57884,252,1,797
11,1069,71,pair_006_control,control,0,1,0,0.35000000000000053,0.29822,6414,62002,280,1,941
12,1165,96,pair_004_conflict,conflict,1,0,0,12.3,0.29806,6990,67570,292,1,1113
13,1262,97,pair_001_control,control,1,0,0,12.290000000000001,0.2978983333333333,7572,73196,296,1,1288
14,1359,97,pair_009_control,control,1,0,0,12.290000000000001,0.29773666666666665,8154,78822,339,1,1490
15,1443,84,pair_017_control,control,1,0,0,12.420000000000002,0.2975966666666667,8658,83694,355,1,1685
16,1474,31,pair_010_control,control,0,1,0,-0.19999999999999984,0.297545,8844,85492,370,1,1741
17,1482,8,pair_002_conflict,conflict,0,1,0,-0.97,0.29753166666666664,8892,85956,378,3,1764
18,1565,83,pair_000_conflict,conflict,1,0,0,12.430000000000001,0.29739333333333334,9390,90770,412,3,1985
19,1661,96,pair_014_control,control,1,0,0,12.3,0.29723333333333335,9966,96338,428,3,2225
