episode,environment_steps,episode_steps,scenario_id,condition,success,collision,budget_cutoff,return,epsilon,demo_samples_cumulative,online_samples_cumulative,visible_dynamic_steps_cumulative,reference_risk_steps_cumulative,sampled_visible_dynamic_cumulative,risk_samples_cumulative,risk_buffer_size,risk_coverage_count,handover_progress,proposed_risk_steps_cumulative,intervention_steps_cumulative,teacher_fallback_steps_cumulative,teacher_unavailable_steps_cumulative,teacher_cache_hits_cumulative,teacher_planner_calls_cumulative,safe_samples_cumulative,safe_buffer_size,safe_coverage_count
14,1423,95,pair_015_n3_015_control,control,1,0,0,12.310000000000002,0.29763,22768,68304,812,9,8618,0,0,0,0.0,27,27,0,0,0,27,5340,27,14
15,1528,105,pair_004_n5_004_control,control,1,0,0,12.21,0.29745499999999997,24448,73344,850,9,9481,0,0,0,0.0,28,28,0,0,0,28,5760,28,14
16,1616,88,pair_010_n5_010_control,control,1,0,0,12.38,0.29730833333333334,25856,77568,892,10,10244,0,0,0,0.0,31,31,0,0,0,31,6112,31,14
17,1716,100,pair_001_n3_001_conflict,conflict,1,0,0,12.260000000000002,0.29714166666666664,27456,82368,953,10,11144,0,0,0,0.0,32,32,0,0,0,32,6512,32,14
18,1811,95,pair_012_n5_012_conflict,conflict,1,0,0,12.310000000000002,0.2969833333333333,28976,86928,1007,10,12045,0,0,0,0.0,33,33,0,0,0,33,6892,33,14
19,1902,91,pair_011_n3_011_control,control,1,0,0,12.350000000000001,0.29683166666666666,30432,91296,1050,11,12847,0,0,0,0.0,35,35,0,0,0,35,7256,35,14
20,2017,115,pair_011_n5_011_control,control,1,0,0,12.110000000000001,0.29664,32272,96816,1111,11,13936,0,0,0,0.0,36,36,0,0,0,36,7716,36,14
21,2112,95,pair_017_n5_017_conflict,conflict,1,0,0,12.310000000000002,0.29648166666666664,33792,101376,1177,15,14879,0,0,0,0.0,41,41,0,0,0,41,8096,41,14
22,2207,95,pair_003_n5_003_conflict,conflict,1,0,0,12.310000000000002,0.2963233333333333,35312,105936,1234,17,15849,0,0,0,0.0,48,48,0,0,0,48,8476,48,15
23,2306,99,pair_015_n5_015_conflict,conflict,1,0,0,12.270000000000001,0.2961583333333333,36896,110688,1288,19,16926,0,0,0,0.0,50,50,0,0,0,50,8872,50,15
24,2434,128,pair_015_n5_015_control,control,1,0,0,11.98,0.295945,38944,116832,1366,29,18299,0,0,0,0.0,61,61,0,0,0,61,9384,61,15
25,2522,88,pair_009_n5_009_control,control,1,0,0,12.38,0.29579833333333333,40352,121056,1442,30,19278,0,0,0,0.0,62,62,0,0,0,62,9736,62,15
26,2607,85,pair_010_n5_010_conflict,conflict,1,0,0,12.410000000000002,0.2956566666666667,41712,125136,1485,30,20279,0,0,0,0.0,63,63,0,0,0,63,10076,63,15
27,2697,90,pair_003_n3_003_control,control,1,0,0,12.360000000000001,0.29550666666666664,43152,129456,1524,30,21357,0,0,0,0.0,64,64,0,0,0,64,10436,64,15
28,2788,91,pair_003_n3_003_conflict,conflict,1,0,0,12.350000000000001,0.295355,44608,133824,1574,30,22488,0,0,0,0.0,64,64,0,0,0,64,10800,64,15
29,2888,100,pair_010_n3_010_conflict,conflict,1,0,0,12.260000000000002,0.29518833333333333,46208,138624,1620,30,23682,0,0,0,0.0,64,64,0,0,0,64,11200,64,15
30,2986,98,pair_014_n3_014_conflict,conflict,1,0,0,12.280000000000001,0.295025,47776,143328,1670,30,24898,0,0,0,0.0,66,66,0,0,0,66,11592,66,15
31,3082,96,pair_017_n3_017_control,control,1,0,0,12.300000000000002,0.294865,49312,147936,1731,32,26104,0,0,0,0.0,67,67,0,0,0,67,11976,67,15
32,3185,103,pair_016_n5_016_conflict,conflict,1,0,0,12.23,0.2946933333333333,50960,152880,1792,34,27485,0,0,0,0.0,70,70,0,0,0,70,12388,70,15
33,3288,103,pair_000_n3_000_conflict,conflict,1,0,0,12.23,0.2945216666666667,52608,157824,1845,34,28812,0,0,0,0.0,70,70,0,0,0,70,12800,70,15
34,3370,82,pair_008_n5_008_conflict,conflict,1,0,0,12.440000000000001,0.294385,53920,161760,1902,34,29913,0,0,0,0.0,71,71,0,0,0,71,13128,71,15
35,3462,92,pair_004_n5_004_conflict,conflict,1,0,0,12.340000000000002,0.29423166666666667,55392,166176,1941,34,31169,0,0,0,0.0,71,71,0,0,0,71,13496,71,15
36,3557,95,pair_000_n3_000_control,control,1,0,0,12.310000000000002,0.2940733333333333,56912,170736,1994,35,32495,0,0,0,0.0,71,71,0,0,0,71,13876,71,15
37,3647,90,pair_011_n3_011_conflict,conflict,1,0,0,12.360000000000001,0.2939233333333333,58352,175056,2035,35,33753,0,0,0,0.0,71,71,0,0,0,71,14236,71,15
38,3744,97,pair_016_n3_016_control,control,1,0,0,12.290000000000001,0.29376166666666664,59904,179712,2084,35,35169,0,0,0,0.0,72,72,0,0,0,72,14624,72,15
39,3856,112,pair_006_n5_006_control,control,1,0,0,12.14,0.293575,61696,185088,2178,39,36795,0,0,0,0.0,73,73,0,0,0,73,15072,73,15
40,3971,115,pair_001_n5_001_conflict,conflict,1,0,0,12.110000000000001,0.29338333333333333,63536,190608,2235,40,38542,0,0,0,0.0,74,74,0,0,0,74,15532,74,16
41,4078,107,pair_013_n5_013_control,control,1,0,0,12.190000000000001,0.293205,65248,195744,2289,41,40174,0,0,0,0.0,76,76,0,0,0,76,15960,76,16
42,4176,98,pair_002_n3_002_control,control,1,0,0,12.280000000000001,0.29304166666666664,66816,200448,2334,41,41718,0,0,0,0.0,76,76,0,0,0,76,16352,76,16
43,4278,102,pair_008_n3_008_control,control,1,0,0,12.240000000000002,0.29287166666666664,68448,205344,2390,42,43368,0,0,0,0.0,76,76,0,0,0,76,16760,76,16
44,4360,82,pair_006_n3_006_conflict,conflict,1,0,0,12.440000000000001,0.29273499999999997,69760,209280,2440,42,44707,0,0,0,0.0,77,77,0,0,0,77,17088,77,16
45,4444,84,pair_017_n3_017_conflict,conflict,1,0,0,12.420000000000002,0.292595,71104,213312,2500,42,46127,0,0,0,0.0,77,77,0,0,0,77,17424,77,16
46,4540,96,pair_001_n3_001_control,control,1,0,0,12.3,0.292435,72640,217920,2552,43,47730,0,0,0,0.0,79,79,0,0,0,79,17808,79,17
47,4629,89,pair_004_n3_004_control,control,1,0,0,12.370000000000001,0.29228666666666664,74064,222192,2607,45,49232,0,0,0,0.0,81,81,0,0,0,81,18164,81,18
48,4720,91,pair_000_n5_000_conflict,conflict,1,0,0,12.350000000000001,0.292135,75520,226560,2675,45,50828,0,0,0,0.0,85,85,0,0,0,85,18528,85,19
49,4817,97,pair_002_n3_002_conflict,conflict,1,0,0,12.290000000000003,0.2919733333333333,77072,231216,2724,45,52528,0,0,0,0.0,85,85,0,0,0,85,18916,85,19
50,4906,89,pair_002_n5_002_control,control,1,0,0,12.370000000000001,0.291825,78496,235488,2784,45,54131,0,0,0,0.0,86,86,0,0,0,86,19272,86,19
51,5006,100,pair_007_n3_007_control,control,1,0,0,12.260000000000002,0.2916583333333333,80096,240288,2857,45,55955,0,0,0,0.0,88,88,0,0,0,88,19672,88,19
52,5103,97,pair_002_n5_002_conflict,conflict,1,0,0,12.290000000000003,0.2914966666666667,81648,244944,2909,45,57749,0,0,0,0.0,90,90,0,0,0,90,20060,90,20
53,5191,88,pair_007_n3_007_conflict,conflict,1,0,0,12.38,0.29135,83056,249168,2967,45,59443,0,0,0,0.0,92,92,0,0,0,92,20412,92,20
54,5280,89,pair_001_n5_001_control,control,1,0,0,12.370000000000001,0.29120166666666664,84480,253440,3010,45,61168,0,0,0,0.0,92,92,0,0,0,92,20768,92,20
55,5360,80,pair_004_n3_004_conflict,conflict,1,0,0,12.46,0.2910683333333333,85760,257280,3042,45,62716,0,0,0,0.0,93,93,0,0,0,93,21088,93,20
56,5457,97,pair_017_n5_017_control,control,1,0,0,12.290000000000001,0.29090666666666665,87312,261936,3108,49,64588,0,0,0,0.0,94,94,0,0,0,94,21476,94,21
57,5565,108,pair_010_n3_010_control,control,1,0,0,12.180000000000001,0.29072666666666663,89040,267120,3150,49,66823,0,0,0,0.0,94,94,0,0,0,94,21908,94,21
58,5652,87,pair_008_n3_008_conflict,conflict,1,0,0,12.39,0.2905816666666666,90432,271296,3187,49,68605,0,0,0,0.0,94,94,0,0,0,94,22256,94,21
59,5751,99,pair_007_n5_007_conflict,conflict,1,0,0,12.270000000000001,0.29041666666666666,92016,276048,3264,49,70647,0,0,0,0.0,94,94,0,0,0,94,22652,94,21
60,5858,107,pair_014_n5_014_control,control,1,0,0,12.190000000000001,0.2902383333333333,93728,281184,3326,50,72846,0,0,0,0.0,96,96,0,0,0,96,23080,96,21
61,5967,109,pair_011_n5_011_conflict,conflict,1,0,0,12.170000000000002,0.29005666666666663,95472,286416,3406,50,75147,0,0,0,0.0,97,97,0,0,0,97,23516,97,21
62,6069,102,pair_016_n5_016_control,control,1,0,0,12.240000000000002,0.2898866666666667,97104,291312,3463,51,77344,0,0,0,0.0,99,99,0,0,0,99,23924,99,21
63,6151,82,pair_014_n5_014_conflict,conflict,1,0,0,12.440000000000001,0.28975,98416,295248,3510,52,79133,0,0,0,0.0,101,101,0,0,0,101,24252,101,21
64,6233,82,pair_012_n3_012_control,control,1,0,0,12.440000000000001,0.28961333333333333,99728,299184,3547,52,80959,0,0,0,0.0,101,101,0,0,0,101,24580,101,21
65,6335,102,pair_012_n5_012_control,control,1,0,0,12.240000000000002,0.28944333333333333,101360,304080,3603,53,83157,0,0,0,0.0,105,105,0,0,0,105,24988,105,21
66,6438,103,pair_016_n3_016_conflict,conflict,1,0,0,12.23,0.28927166666666665,103008,309024,3660,53,85495,0,0,0,0.0,105,105,0,0,0,105,25400,105,21
67,6531,93,pair_006_n3_006_control,control,1,0,0,12.330000000000002,0.28911666666666663,104496,313488,3710,53,87596,0,0,0,0.0,107,107,0,0,0,107,25772,107,21
68,6624,93,pair_005_n3_005_conflict,conflict,1,0,0,12.330000000000002,0.28896166666666667,105984,317952,3753,53,89709,0,0,0,0.0,108,108,0,0,0,108,26144,108,21
69,6729,105,pair_009_n5_009_conflict,conflict,1,0,0,12.21,0.28878666666666664,107664,322992,3837,55,92142,0,0,0,0.0,112,112,0,0,0,112,26564,112,21
70,6813,84,pair_003_n5_003_control,control,1,0,0,12.420000000000002,0.28864666666666666,109008,327024,3884,55,94177,0,0,0,0.0,114,114,0,0,0,114,26900,114,21
71,6932,119,pair_014_n3_014_control,control,1,0,0,12.07,0.2884483333333333,110912,332736,3926,55,97079,0,0,0,0.0,114,114,0,0,0,114,27376,114,21
72,7024,92,pair_013_n3_013_conflict,conflict,1,0,0,12.340000000000002,0.28829499999999997,112384,337152,3969,55,99263,0,0,0,0.0,114,114,0,0,0,114,27744,114,21
73,7123,99,pair_006_n5_006_control,control,1,0,0,12.270000000000001,0.28813,113968,341904,4040,59,101626,0,0,0,0.0,120,120,0,0,1,119,28140,120,21
74,7237,114,pair_007_n3_007_control,control,1,0,0,12.120000000000001,0.28794,115792,347376,4125,60,104437,0,0,0,0.0,124,124,0,0,1,123,28596,124,21
75,7335,98,pair_002_n3_002_conflict,conflict,1,0,0,12.280000000000001,0.2877766666666667,117360,352080,4163,60,106914,0,0,0,0.0,124,124,0,0,1,123,28988,124,21
76,7430,95,pair_017_n3_017_conflict,conflict,1,0,0,12.310000000000002,0.2876183333333333,118880,356640,4209,60,109334,0,0,0,0.0,124,124,0,0,1,123,29368,124,21
77,7548,118,pair_016_n5_016_conflict,conflict,1,0,0,12.080000000000002,0.28742166666666663,120768,362304,4256,61,112351,0,0,0,0.0,125,125,0,0,1,124,29840,125,21
78,7653,105,pair_000_n5_000_conflict,conflict,1,0,0,12.21,0.28724666666666665,122448,367344,4303,61,115058,0,0,0,0.0,126,126,0,0,1,125,30260,126,21
79,7758,105,pair_008_n5_008_control,control,1,0,0,12.21,0.28707166666666667,124128,372384,4367,61,117791,0,0,0,0.0,126,126,0,0,1,125,30680,126,21
80,7881,123,pair_009_n3_009_control,control,1,0,0,12.030000000000001,0.28686666666666666,126096,378288,4448,61,121007,0,0,0,0.0,126,126,0,0,1,125,31172,126,21
81,7971,90,pair_012_n5_012_conflict,conflict,1,0,0,12.360000000000001,0.2867166666666667,127536,382608,4512,61,123394,0,0,0,0.0,127,127,0,0,1,126,31532,127,21
82,8048,77,pair_007_n5_007_conflict,conflict,1,0,0,12.490000000000002,0.28658833333333333,128768,386304,4584,63,125485,0,0,0,0.0,127,127,0,0,1,126,31840,127,21
83,8156,108,pair_012_n3_012_control,control,1,0,0,12.180000000000001,0.2864083333333333,130496,391488,4641,63,128499,0,0,0,0.0,130,130,0,0,1,129,32272,130,21
84,8246,90,pair_010_n3_010_control,control,1,0,0,12.360000000000003,0.28625833333333334,131936,395808,4678,63,131031,0,0,0,0.0,130,130,0,0,1,129,32632,130,21
85,8341,95,pair_002_n5_002_conflict,conflict,1,0,0,12.310000000000002,0.28609999999999997,133456,400368,4714,64,133664,0,0,0,0.0,133,133,0,0,1,132,33012,133,21
86,8433,92,pair_004_n5_004_conflict,conflict,1,0,0,12.340000000000002,0.2859466666666667,134928,404784,4773,65,136271,0,0,0,0.0,135,135,0,0,1,134,33380,135,21
87,8548,115,pair_016_n3_016_conflict,conflict,1,0,0,12.110000000000001,0.285755,136768,410304,4817,65,139492,0,0,0,0.0,135,135,0,0,1,134,33840,135,21
88,8646,98,pair_009_n5_009_conflict,conflict,1,0,0,12.280000000000001,0.28559166666666663,138336,415008,4850,65,142275,0,0,0,0.0,135,135,0,0,1,134,34232,135,21
89,8748,102,pair_006_n3_006_conflict,conflict,1,0,0,12.240000000000002,0.28542166666666663,139968,419904,4872,65,145158,0,0,0,0.0,135,135,0,0,1,134,34640,135,21
90,8875,127,pair_007_n3_007_conflict,conflict,1,0,0,11.990000000000002,0.28520999999999996,142000,426000,4943,65,148762,0,0,0,0.0,135,135,0,0,1,134,35148,135,21
91,8957,82,pair_014_n5_014_conflict,conflict,1,0,0,12.440000000000001,0.28507333333333335,143312,429936,5003,66,151045,0,0,0,0.0,136,136,0,0,2,134,35476,136,21
92,9073,116,pair_001_n5_001_control,control,1,0,0,12.100000000000001,0.28487999999999997,145168,435504,5034,66,154319,0,0,0,0.0,137,137,0,0,2,135,35940,137,21
93,9169,96,pair_013_n5_013_conflict,conflict,1,0,0,12.3,0.28472,146704,440112,5104,68,157060,0,0,0,0.0,141,141,0,0,2,139,36324,141,21
94,9266,97,pair_017_n3_017_control,control,1,0,0,12.290000000000001,0.2845583333333333,148256,444768,5151,69,159760,0,0,0,0.0,142,142,0,0,2,140,36712,142,21
95,9350,84,pair_013_n5_013_control,control,1,0,0,12.420000000000002,0.28441833333333333,149600,448800,5230,70,162079,0,0,0,0.0,144,144,0,0,2,142,37048,144,21
96,9451,101,pair_006_n5_006_conflict,conflict,1,0,0,12.250000000000002,0.28425,151216,453648,5329,73,164923,0,0,0,0.0,149,149,0,0,2,147,37452,149,21
97,9539,88,pair_015_n3_015_control,control,1,0,0,12.38,0.2841033333333333,152624,457872,5376,74,167420,0,0,0,0.0,151,151,0,0,2,149,37804,151,21
98,9623,84,pair_010_n5_010_control,control,1,0,0,12.420000000000002,0.28396333333333335,153968,461904,5404,74,169795,0,0,0,0.0,151,151,0,0,2,149,38140,151,21
99,9727,104,pair_012_n5_012_control,control,1,0,0,12.22,0.28379,155632,466896,5464,78,172659,0,0,0,0.0,157,157,0,0,2,155,38556,157,21
100,9827,100,pair_005_n5_005_conflict,conflict,1,0,0,12.260000000000002,0.28362333333333334,157232,471696,5501,78,175490,0,0,0,0.0,157,157,0,0,2,155,38956,157,21
101,9914,87,pair_009_n3_009_conflict,conflict,1,0,0,12.39,0.28347833333333333,158624,475872,5549,78,177953,0,0,0,0.0,157,157,0,0,2,155,39304,157,21
102,10033,119,pair_008_n3_008_conflict,conflict,1,0,0,12.07,0.28328,160528,481584,5570,78,181328,0,0,0,0.0,157,157,0,0,2,155,39780,157,21
103,10135,102,pair_004_n3_004_control,control,1,0,0,12.240000000000002,0.28311,162160,486480,5595,78,184134,0,0,0,0.0,157,157,0,0,2,155,40188,157,21
104,10248,113,pair_003_n3_003_conflict,conflict,1,0,0,12.13,0.2829216666666666,163968,491904,5633,78,187280,0,0,0,0.0,159,159,0,0,2,157,40640,159,21
105,10335,87,pair_005_n3_005_conflict,conflict,1,0,0,12.39,0.2827766666666667,165360,496080,5682,78,189721,0,0,0,0.0,162,162,0,0,2,160,40988,162,21
106,10429,94,pair_003_n3_003_control,control,1,0,0,12.320000000000002,0.28262,166864,500592,5709,78,192312,0,0,0,0.0,162,162,0,0,2,160,41364,162,21
107,10525,96,pair_008_n5_008_conflict,conflict,1,0,0,12.3,0.28246,168400,505200,5775,78,195045,0,0,0,0.0,164,164,0,0,2,162,41748,164,21
108,10621,96,pair_011_n3_011_conflict,conflict,1,0,0,12.3,0.2823,169936,509808,5789,78,197731,0,0,0,0.0,164,164,0,0,2,162,42132,164,21
109,10733,112,pair_011_n3_011_control,control,1,0,0,12.14,0.2821133333333333,171728,515184,5836,80,200859,0,0,0,0.0,169,169,0,0,2,167,42580,169,21
110,10845,112,pair_015_n3_015_conflict,conflict,1,0,0,12.14,0.28192666666666666,173520,520560,5859,80,203942,0,0,0,0.0,169,169,0,0,2,167,43028,169,21
111,10941,96,pair_000_n3_000_conflict,conflict,1,0,0,12.3,0.28176666666666667,175056,525168,5895,81,206619,0,0,0,0.0,171,171,0,0,2,169,43412,171,21
112,11053,112,pair_011_n5_011_conflict,conflict,1,0,0,12.140000000000002,0.28158,176848,530544,5978,85,209671,0,0,0,0.0,177,177,0,0,2,175,43860,177,21
113,11150,97,pair_000_n5_000_control,control,1,0,0,12.290000000000001,0.2814183333333333,178400,535200,6025,85,212332,0,0,0,0.0,178,178,0,0,2,176,44248,178,21
114,11230,80,pair_014_n5_014_control,control,1,0,0,12.46,0.281285,179680,539040,6073,85,214486,0,0,0,0.0,180,180,0,0,2,178,44568,180,21
115,11320,90,pair_017_n5_017_conflict,conflict,1,0,0,12.360000000000003,0.28113499999999997,181120,543360,6124,85,216903,0,0,0,0.0,181,181,0,0,2,179,44928,181,21
116,11416,96,pair_002_n3_002_control,control,1,0,0,12.3,0.280975,182656,547968,6169,85,219570,0,0,0,0.0,183,183,0,0,2,181,45312,183,21
117,11508,92,pair_014_n3_014_conflict,conflict,1,0,0,12.340000000000002,0.28082166666666664,184128,552384,6211,85,222060,0,0,0,0.0,184,184,0,0,2,182,45680,184,22
118,11609,101,pair_015_n5_015_control,control,1,0,0,12.25,0.2806533333333333,185744,557232,6262,85,224813,0,0,0,0.0,185,185,0,0,2,183,46084,185,22
119,11698,89,pair_006_n3_006_control,control,1,0,0,12.370000000000001,0.280505,187168,561504,6286,86,227260,0,0,0,0.0,185,185,0,0,2,183,46440,185,22
120,11801,103,pair_001_n3_001_conflict,conflict,1,0,0,12.23,0.2803333333333333,188816,566448,6299,86,230115,0,0,0,0.0,186,186,0,0,2,184,46852,186,22
121,11907,106,pair_016_n5_016_control,control,1,0,0,12.200000000000001,0.28015666666666666,190512,571536,6335,86,232966,0,0,0,0.0,187,187,0,0,2,185,47276,187,22
122,11995,88,pair_009_n5_009_control,control,1,0,0,12.380000000000003,0.28001,191920,575760,6371,86,235325,0,0,0,0.0,190,190,0,0,2,188,47628,190,22
123,12088,93,pair_013_n3_013_control,control,1,0,0,12.330000000000002,0.27985499999999996,193408,580224,6424,86,237846,0,0,0,0.0,191,191,0,0,2,189,48000,191,22
124,12199,111,pair_001_n5_001_conflict,conflict,1,0,0,12.150000000000002,0.27967,195184,585552,6453,87,240782,0,0,0,0.0,193,193,0,0,2,191,48444,193,22
125,12289,90,pair_004_n3_004_conflict,conflict,1,0,0,12.360000000000001,0.27952,196624,589872,6489,88,243173,0,0,0,0.0,195,195,0,0,2,193,48804,195,22
126,12398,109,pair_000_n3_000_control,control,1,0,0,12.170000000000002,0.2793383333333333,198368,595104,6539,90,245996,0,0,0,0.0,198,198,0,0,2,196,49240,198,22
127,12501,103,pair_010_n3_010_conflict,conflict,1,0,0,12.23,0.2791666666666667,200016,600048,6575,90,248672,0,0,0,0.0,198,198,0,0,2,196,49652,198,22
128,12585,84,pair_001_n3_001_control,control,1,0,0,12.420000000000002,0.27902666666666665,201360,604080,6588,91,250855,0,0,0,0.0,198,198,0,0,2,196,49988,198,22
129,12661,76,pair_016_n3_016_control,control,1,0,0,12.500000000000002,0.2789,202576,607728,6622,91,252893,0,0,0,0.0,201,201,0,0,2,199,50292,201,24
130,12756,95,pair_007_n5_007_control,control,1,0,0,12.310000000000002,0.27874166666666667,204096,612288,6663,91,255388,0,0,0,0.0,204,204,0,0,2,202,50672,204,24
131,12847,91,pair_017_n5_017_control,control,1,0,0,12.350000000000001,0.27859,205552,616656,6708,92,257700,0,0,0,0.0,206,206,0,0,2,204,51036,206,24
132,12936,89,pair_003_n5_003_control,control,1,0,0,12.370000000000001,0.27844166666666664,206976,620928,6742,92,260009,0,0,0,0.0,207,207,0,0,2,205,51392,207,24
133,13028,92,pair_008_n3_008_control,control,1,0,0,12.340000000000002,0.2782883333333333,208448,625344,6763,92,262388,0,0,0,0.0,207,207,0,0,2,205,51760,207,24
134,13118,90,pair_011_n5_011_control,control,1,0,0,12.360000000000003,0.2781383333333333,209888,629664,6818,95,264716,0,0,0,0.0,213,213,0,0,2,211,52120,213,24
135,13216,98,pair_002_n5_002_control,control,1,0,0,12.280000000000003,0.27797499999999997,211456,634368,6871,96,267264,0,0,0,0.0,217,217,0,0,2,215,52512,217,24
136,13301,85,pair_014_n3_014_control,control,1,0,0,12.410000000000002,0.2778333333333333,212816,638448,6913,96,269513,0,0,0,0.0,218,218,0,0,2,216,52852,218,24
137,13403,102,pair_005_n5_005_control,control,1,0,0,12.240000000000002,0.2776633333333333,214448,643344,6960,97,272147,0,0,0,0.0,220,220,0,0,2,218,53260,220,24
138,13486,83,pair_005_n3_005_control,control,1,0,0,12.430000000000001,0.27752499999999997,215776,647328,7004,98,274306,0,0,0,0.0,222,222,0,0,2,220,53592,222,24
139,13566,80,pair_012_n3_012_conflict,conflict,1,0,0,12.46,0.27739166666666665,217056,651168,7037,98,276373,0,0,0,0.0,223,223,0,0,2,221,53912,223,24
140,13664,98,pair_015_n5_015_conflict,conflict,1,0,0,12.280000000000001,0.2772283333333333,218624,655872,7111,99,278904,0,0,0,0.0,226,226,0,0,2,224,54304,226,24
141,13749,85,pair_010_n5_010_conflict,conflict,1,0,0,12.410000000000002,0.27708666666666665,219984,659952,7156,100,281091,0,0,0,0.0,229,229,0,0,2,227,54644,229,24
142,13853,104,pair_003_n5_003_conflict,conflict,1,0,0,12.220000000000002,0.27691333333333334,221648,664944,7217,100,283795,0,0,0,0.0,229,229,0,0,2,227,55060,229,24
143,13955,102,pair_004_n5_004_control,control,1,0,0,12.240000000000002,0.27674333333333334,223280,669840,7262,101,286441,0,0,0,0.0,230,230,0,0,2,228,55468,230,24
144,14052,97,pair_017_n5_017_control,control,1,0,0,12.290000000000001,0.27658166666666667,224832,674496,7314,101,288956,0,0,0,0.0,233,233,0,0,3,230,55856,233,24
145,14147,95,pair_004_n5_004_control,control,1,0,0,12.310000000000002,0.2764233333333333,226352,679056,7357,101,291396,0,0,0,0.0,234,234,0,0,3,231,56236,234,24
146,14248,101,pair_005_n3_005_control,control,1,0,0,12.250000000000002,0.276255,227968,683904,7407,103,293980,0,0,0,0.0,239,239,0,0,3,236,56640,239,25
147,14336,88,pair_014_n5_014_conflict,conflict,1,0,0,12.38,0.27610833333333334,229376,688128,7445,103,296189,0,0,0,0.0,240,240,0,0,3,237,56992,240,26
148,14441,105,pair_013_n3_013_conflict,conflict,1,0,0,12.21,0.2759333333333333,231056,693168,7523,104,298926,0,0,0,0.0,243,243,0,0,3,240,57412,243,26
149,14551,110,pair_007_n3_007_control,control,1,0,0,12.160000000000002,0.27575,232816,698448,7555,105,301760,0,0,0,0.0,245,245,0,0,3,242,57852,245,26
150,14641,90,pair_002_n3_002_conflict,conflict,1,0,0,12.360000000000001,0.2756,234256,702768,7584,106,304027,0,0,0,0.0,247,247,0,0,3,244,58212,247,27
151,14722,81,pair_015_n5_015_conflict,conflict,1,0,0,12.450000000000001,0.27546499999999996,235552,706656,7636,106,306082,0,0,0,0.0,248,248,0,0,3,245,58536,248,27
152,14806,84,pair_016_n5_016_control,control,1,0,0,12.420000000000002,0.275325,236896,710688,7680,107,308184,0,0,0,0.0,250,250,0,0,3,247,58872,250,27
153,14891,85,pair_009_n5_009_control,control,1,0,0,12.410000000000002,0.27518333333333334,238256,714768,7737,108,310300,0,0,0,0.0,252,252,0,0,3,249,59212,252,27
154,14996,105,pair_006_n5_006_control,control,1,0,0,12.21,0.2750083333333333,239936,719808,7771,108,312962,0,0,0,0.0,253,253,0,0,3,250,59632,253,27
